first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Abdoullah,Ba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43,MID,0.0
Alan,Browne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Pierre,Ekwah Elimby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Harrison,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Jay,Matete,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,MID,0.0
Nectarios,Triantis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Wilson,Isidor,6,1,74,1148,17,30.4,242.0,444.0,7,266,71.5,4,0,1,1.3,50,FWD,14.8
Eliezer,Mayenda Dossou,2,0,40,751,9,53.8,117.6,188.0,5,124,35.5,3,0,0,0.5,51,FWD,7.8
Ahmed,Abdullahi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,42,FWD,0.0
Luís Hemir,Silva Semedo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Nazarii,Rusyn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Granit,Xhaka,1,6,124,2901,39,595.3,685.0,101.0,8,603,138.1,9,0,8,3.2,51,MID,24.3
Robin,Roefs,0,0,136,3150,46,50.0,881.6,0.0,12,573,93.1,10,0,4,8.0,48,GK,28.3
Arthur,Masuaku,0,0,1,125,2,20.1,21.8,7.0,0,4,4.9,0,0,1,0.5,39,DEF,0.3
Omar,Alderete,1,1,125,2797,40,138.1,749.0,279.0,5,400,117.0,10,0,6,4.9,41,DEF,30.5
Nordi,Mukiele,3,5,151,2784,40,353.1,733.6,242.0,11,489,132.9,9,0,5,8.7,46,DEF,32.8
Lutsharel,Geertruida,0,0,55,1681,23,135.7,274.6,102.0,0,231,51.2,3,0,2,0.1,45,DEF,12.2
Brian,Brobbey,7,2,92,1920,30,200.5,333.4,552.0,12,309,106.7,6,0,6,0.9,53,FWD,17.4
Bertrand,Traoré,1,1,30,634,9,108.4,115.6,135.0,1,118,35.9,3,0,1,0.0,55,MID,5.5
Jenson,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Tymur,Tutierov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Djiamgone Jocelin Ta,Bi,0,0,1,38,0,4.3,3.4,2.0,0,4,1.0,0,0,0,0.0,49,MID,0.2
Melker,Ellborg,0,0,16,270,2,0.0,73.6,0.0,3,62,7.4,1,0,0,0.1,40,GK,4.0
Nilson,Angulo,0,0,13,401,6,44.3,45.4,89.0,0,43,17.8,1,0,1,0.0,50,MID,2.6
Jack,Whittaker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jaydon,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Guglielmo,Vicario,0,0,90,2790,50,10.1,709.2,0.0,6,412,72.2,7,0,1,4.7,47,GK,19.1
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK,0.0
Antonín,Kinský,0,0,20,630,7,0.0,102.6,0.0,0,76,10.3,2,0,1,1.9,39,GK,5.1
Pedro,Porro Sauceda,1,3,117,2793,40,881.7,690.2,202.0,8,502,177.5,9,0,10,11.7,52,DEF,22.5
Cristian,Romero,4,1,91,1869,33,133.6,574.8,223.0,10,305,93.2,5,2,9,2.9,50,DEF,18.2
Kevin,Danso,0,0,63,1489,25,49.5,407.0,96.0,1,219,55.5,4,0,8,0.2,42,DEF,15.0
Ben,Davies,1,0,10,136,3,22.2,67.4,52.0,1,29,14.2,0,0,1,0.1,43,DEF,2.3
Radu,Drăgușin,0,0,17,515,13,3.2,130.6,27.0,0,34,16.1,0,0,0,0.0,45,DEF,3.8
Djed,Spence,0,0,78,2049,31,209.7,291.0,207.0,3,271,70.5,9,0,4,0.9,41,DEF,19.0
Destiny,Udogie,0,1,29,1335,25,187.0,207.2,103.0,1,121,49.8,1,0,4,0.3,43,DEF,6.7
Micky,van de Ven,4,1,116,3041,50,95.2,683.4,218.0,10,431,99.6,9,1,9,17.6,44,DEF,26.4
Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Takai,Kōta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luka,Vušković,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF,0.0
Son,Heung-min,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,85,MID,0.0
James,Maddison,0,0,3,34,0,9.5,2.8,15.0,0,5,2.8,0,0,0,0.3,68,MID,0.4
Mohammed,Kudus,2,6,75,1535,20,413.8,333.4,302.0,7,257,104.7,7,0,3,9.1,64,MID,11.7
Dejan,Kulusevski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,64,MID,0.0
Mathys,Tel,4,2,78,1334,23,457.2,303.4,312.0,7,266,107.6,3,0,1,0.5,62,MID,12.6
Rodrigo,Bentancur,1,1,86,1880,25,197.8,349.0,124.0,4,366,67.4,8,0,7,0.2,52,MID,16.5
Lucas,Bergvall,1,3,49,955,18,106.4,164.6,147.0,0,163,41.5,3,0,2,0.2,52,MID,9.4
Yves,Bissouma,0,0,17,600,17,25.5,89.6,23.0,0,99,13.7,1,0,4,0.0,52,MID,3.3
Wilson,Odobert,0,2,46,972,13,284.3,158.8,234.0,6,176,67.6,2,0,0,0.0,53,MID,8.7
Manor,Solomon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Bryan,Gil Salvatierra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Archie,Gray,2,2,61,1471,28,138.1,259.4,158.0,6,237,55.5,5,0,5,0.1,48,MID,12.7
Mikey,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Pape Matar,Sarr,2,4,71,1388,23,188.3,336.0,156.0,2,313,68.2,3,0,3,1.0,45,MID,15.8
Yang,Min-hyeok,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Callum,Olusesi,0,0,1,14,0,1.8,0.6,0.0,0,3,0.2,0,0,0,0.2,43,MID,0.2
Dominic,Solanke-Mitchell,3,0,40,997,21,84.1,205.0,339.0,4,187,62.7,0,0,1,1.1,71,FWD,5.6
Richarlison,de Andrade,11,4,119,1954,27,239.6,602.6,815.0,17,505,165.2,7,0,5,8.7,65,FWD,18.3
Will,Lankshear,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Dane,Scarlett,0,0,2,7,0,4.1,1.0,2.0,0,5,0.7,0,0,0,0.5,43,FWD,0.5
João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,5,3,126,2192,37,147.8,638.0,295.0,17,518,108.3,5,0,8,0.9,55,MID,22.9
Xavi,Simons,2,5,80,1747,36,533.8,349.6,255.0,7,345,113.9,4,1,5,1.1,63,MID,12.7
Randal,Kolo Muani,1,1,52,1655,31,267.3,169.6,287.0,1,150,71.0,4,0,3,0.4,69,FWD,7.5
Jun'ai,Byfield,0,0,1,1,0,0.5,0.4,0.0,0,3,0.1,0,0,0,0.0,40,DEF,0.2
James,Rowswell,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,40,DEF,0.2
Yusuf,Akhamrich,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Lucá,Williams-Barnett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Conor,Gallagher,1,1,44,1183,23,205.9,190.6,154.0,3,211,55.1,2,0,2,0.2,50,MID,8.8
João Victor,de Souza Menezes,0,0,3,142,3,31.9,12.8,17.0,0,0,6.2,0,0,1,0.0,40,DEF,0.8
Rio,Kyerematen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
James,Wilson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Adama,Traoré Diarra,0,0,25,376,12,73.8,33.4,70.0,0,74,17.2,0,0,1,0.1,51,MID,4.9
Alphonse,Areola,0,1,51,1800,37,10.0,570.4,0.0,2,220,57.9,0,0,0,1.9,42,GK,12.1
Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
Krisztián,Hegyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
El Hadji Malick,Diouf,0,6,104,2706,47,480.2,583.6,133.0,3,381,119.8,9,0,6,2.4,41,DEF,25.4
Emerson,Palmieri dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF,0.0
Maximilian,Kilman,0,0,36,1559,37,55.8,392.4,60.0,0,80,50.9,1,0,4,0.1,40,DEF,9.0
Konstantinos,Mavropanos,3,0,122,2532,44,66.6,777.2,294.0,5,386,113.8,6,0,2,2.6,45,DEF,27.1
Nayef,Aguerd,0,0,3,180,8,3.9,39.0,8.0,0,-1,5.1,0,0,0,0.0,44,DEF,0.7
Ollie,Scarles,0,1,21,656,16,82.1,142.2,22.0,0,88,24.6,0,0,2,0.0,43,DEF,4.9
Jean-Clair,Todibo,0,1,46,1817,37,66.6,383.4,26.0,1,160,47.7,1,1,5,0.1,43,DEF,10.7
Aaron,Wan-Bissaka,0,3,67,2080,43,305.6,432.0,30.0,0,203,77.2,3,0,4,4.3,41,DEF,16.3
Kaelan,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Lucas,Tolentino Coelho de Lima,4,2,69,1513,33,397.2,374.6,186.0,8,291,95.7,3,1,5,1.0,59,MID,11.7
Tomáš,Souček,5,2,103,2190,43,191.9,526.6,483.0,9,428,120.4,7,1,3,0.5,57,MID,18.1
Crysencio,Summerville,5,4,110,2470,42,460.9,445.8,546.0,10,412,145.0,8,0,6,1.6,54,MID,20.4
Edson,Álvarez Velázquez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Maxwel,Cornet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Guido,Rodríguez,0,0,8,175,2,6.0,9.8,2.0,0,30,1.7,1,0,1,0.0,48,MID,1.7
Luis Guilherme,Lira dos Santos,0,0,5,121,2,14.5,9.2,4.0,0,11,2.5,0,0,0,0.0,49,MID,1.0
George,Earthy,0,0,1,8,1,1.5,0.0,2.0,0,3,0.4,0,0,0,0.0,45,MID,0.2
Andy,Irving,0,0,9,156,4,52.3,31.6,2.0,0,49,8.6,0,0,0,0.2,43,MID,2.1
Lewis,Orford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
Freddie,Potts,0,1,37,1162,25,141.3,191.2,37.0,0,215,37.1,1,0,1,0.5,43,MID,8.6
Jarrod,Bowen,9,13,187,3406,63,694.0,881.4,813.0,28,731,238.9,8,0,4,17.5,78,FWD,24.0
Niclas,Füllkrug,0,0,12,407,11,85.1,26.0,130.0,0,28,23.8,1,0,0,0.6,56,FWD,2.1
Callum,Marshall,0,0,2,58,2,0.1,1.2,7.0,0,0,0.8,0,0,0,0.5,43,FWD,0.5
Kyle,Walker-Peters,1,0,53,1378,25,124.5,267.0,106.0,0,219,49.8,4,0,2,0.3,42,DEF,12.6
Callum,Wilson,7,2,80,1234,24,109.0,305.2,509.0,7,296,91.1,1,0,1,0.6,58,FWD,13.8
Mads,Hermansen,0,1,76,1620,28,20.0,422.0,0.0,8,282,44.2,7,0,0,1.0,42,GK,18.1
Mateus Gonçalo,Espanha Fernandes,3,4,135,3017,50,622.8,657.2,183.0,7,659,146.3,8,0,7,0.6,55,MID,24.5
Soungoutou,Magassa,1,0,42,971,23,83.4,182.0,44.0,2,185,31.0,2,0,4,0.0,50,MID,8.4
Lukasz,Fabianski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Ezra,Mayers,0,0,6,113,3,34.9,21.8,9.0,0,18,6.6,0,0,0,0.0,40,DEF,1.5
Airidas,Golambeckis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Mohamadou,Kanté,0,0,9,67,1,13.2,18.0,12.0,0,29,4.0,0,0,2,0.0,45,MID,2.0
Pablo Felipe,Pereira de Jesus,0,1,26,819,12,191.5,111.8,108.0,0,102,41.3,3,0,0,0.0,54,FWD,4.8
Valentín,Castellanos,6,1,61,1384,16,175.5,280.6,595.0,5,243,103.9,9,0,6,0.3,55,FWD,11.1
Keiber,Lamadrid,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Axel,Disasi,0,0,49,1254,17,19.9,220.8,84.0,1,186,32.4,6,0,1,0.2,45,DEF,10.9
Finlay,Herrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Sam,Johnstone,0,0,21,1080,24,0.1,308.0,0.0,0,117,30.8,0,0,0,0.1,44,GK,4.8
José,Malheiro de Sá,0,0,68,2070,37,10.0,514.2,0.0,8,303,52.8,4,0,2,1.1,42,GK,16.2
Daniel,Bentley,0,0,6,270,7,0.0,65.4,0.0,0,24,6.5,0,0,0,0.5,39,GK,1.5
Emmanuel,Agbadou,0,0,23,1100,29,76.0,312.2,75.0,0,86,46.4,0,1,1,0.1,42,DEF,5.5
Matt,Doherty,0,0,14,786,15,51.1,132.4,20.0,0,59,20.5,1,0,4,0.1,44,DEF,3.2
Hugo,Bueno López,1,3,83,2359,44,673.9,554.6,172.0,4,325,140.4,4,0,3,0.2,43,DEF,19.3
Yerson,Mosquera Valdelamar,0,0,61,2137,40,140.4,426.0,268.0,3,209,83.5,4,0,12,0.1,43,DEF,14.2
Rodrigo,Martins Gomes,3,0,48,954,18,75.5,185.6,221.0,0,100,48.2,1,0,0,0.1,44,DEF,10.9
Santiago,Ignacio Bueno,3,2,92,2552,47,131.8,611.2,259.0,4,310,100.0,4,0,4,0.2,44,DEF,20.9
Toti,Gomes,0,0,41,1423,33,92.7,349.0,73.0,0,140,51.7,1,1,1,0.1,42,DEF,9.8
Ki-Jana,Hoever,0,0,10,423,13,87.8,101.4,13.0,0,38,20.3,0,0,0,0.8,38,DEF,2.6
Bastien,Meupiyou Menadjou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Pedro,Cardoso de Lima,0,0,10,257,6,48.5,36.4,39.0,0,18,12.3,0,0,0,0.4,40,DEF,2.5
Alfie,Pond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,39,DEF,0.0
Hwang,Hee-chan,2,2,54,1439,29,216.5,163.4,166.0,0,165,53.4,2,0,5,0.1,56,MID,9.6
André,Trindade da Costa Neto,1,0,96,2760,53,320.6,423.0,46.0,4,473,78.9,2,0,12,0.1,52,MID,18.5
Jean-Ricner,Bellegarde,1,1,44,1239,30,210.3,195.4,145.0,0,208,54.6,3,0,5,0.0,51,MID,8.6
Fer,López González,0,1,12,228,9,61.0,29.0,37.0,0,38,12.4,0,0,1,0.0,51,MID,2.4
João Victor,Gomes da Silva,1,2,107,2829,56,353.4,486.6,176.0,6,529,102.0,4,0,10,0.3,53,MID,20.2
Gonçalo Manuel,Ganchinho Guedes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
Marshall,Munetsi,1,2,38,872,19,61.8,163.6,196.0,1,131,42.1,0,0,2,0.0,53,MID,7.2
Boubacar,Traoré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Tawanda,Chirewa,0,0,2,25,0,0.3,3.2,0.0,0,4,0.4,0,0,0,0.2,43,MID,0.5
Tom,Edozie,1,0,8,12,0,0.4,34.4,23.0,0,27,5.8,0,0,0,0.4,43,MID,1.9
Enso,González Medina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,43,MID,0.0
Joe,Hodge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Fábio,Soares Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,FWD,0.0
Saša,Kalajdžić,0,0,1,14,0,4.3,1.0,2.0,0,1,0.7,0,0,0,0.0,49,FWD,0.2
Leon,Chiwome,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,FWD,0.0
Nathan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,42,FWD,0.0
Jhon,Arias,1,0,45,1117,21,204.0,171.0,148.0,2,175,52.1,2,0,1,0.1,49,MID,9.2
David,Møller Wolfe,0,2,35,1042,23,126.5,159.8,46.0,0,78,33.3,1,0,1,0.1,42,DEF,8.3
Jackson,Tchatchoua,0,1,52,1834,37,349.9,318.2,69.0,0,156,73.8,3,0,3,0.0,44,DEF,11.8
Ladislav,Krejcí,2,2,68,2356,46,147.5,536.6,278.0,1,235,96.6,3,1,3,0.1,45,DEF,15.1
Tolu,Arokodare,3,2,66,1402,28,178.4,252.4,561.0,4,221,98.2,3,0,1,0.1,51,FWD,12.9
Mateus,Mané,3,2,74,1787,30,489.6,328.2,283.0,9,314,109.5,5,0,0,1.4,42,FWD,17.6
Saheed,Olagunju,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luke,Rawlings,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Temple,Ojinnaka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Ethan,Sutherland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jerome,Abbey,0,0,1,16,0,0.0,3.2,0.0,0,2,0.3,0,0,0,0.0,45,MID,0.2
Angel,Gomes,0,0,16,457,8,91.5,52.8,28.0,0,78,17.1,1,0,1,0.0,46,MID,3.5
Adam,Armstrong,2,2,39,1141,20,85.0,145.0,191.0,1,129,41.9,3,0,3,0.1,51,FWD,7.6
Alfie,Brooks,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Josh,Gracey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
