assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_percent,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,1998-04-27,10,305,False,True,0,0,5,0.24,139,221632,None,,0,0,0,0,133.6,266,72,197,9.49,None,,3,2,0.0,0.0,0,1.25,0.06,2.64,0.13,1.39,28.32,1.36,0.07,Cristian,0.0,766,261,33,1.59,4,False,93.2,169,57,569,False,574.8,94,41,,1869,Knee injury - Expected back 01 Jun,2026-04-12T21:30:08.466916Z,50,252,38,p221632,0,0,None,0,,221632.jpg,4.0,58,21,0,88,2,10,False,0,0.0,https://www.tottenhamhotspur.com/news/1021010/team-news-roberto-de-zerbi-confirms-cuti-romero-out-for-rest-of-season?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Romero,2.9,113,41,False,None,22,1.06,i,58,18,6,2022-08-30,223.0,161,33,91,1033163,0,1247346,0,0.0,18.2,Romero,9
0,1998-09-19,1,219,False,True,100,100,4,0.24,165,135720,None,,0,0,-3,3,49.5,369,131,192,11.61,None,,0,2,3.5,4.2,8,0.28,0.02,0.90,0.06,0.62,20.15,1.22,0.04,Kevin,4.2,55,19,25,1.51,0,False,55.5,283,90,570,False,407.0,179,72,,1489,,2026-02-02T00:30:11.097727Z,42,637,140,p135720,0,0,None,0,,135720.jpg,2.6,256,97,0,45,0,14,False,0,0.0,,[],Danso,0.2,379,137,False,None,17,1.03,a,27,18,6,2025-07-01,96.0,291,86,63,31554,0,35107,0,1.0,15.0,Danso,8
0,1993-04-24,1,29,False,True,0,0,0,0.0,9,115556,None,,0,0,-2,2,22.2,411,149,14,9.26,None,,0,2,0.0,0.0,0,0.07,0.05,0.56,0.37,0.49,1.11,0.73,0.32,Ben,0.0,559,231,3,1.99,1,False,14.2,414,150,571,False,67.4,417,155,,136,Ankle injury - Unknown return date,2026-01-17T18:30:08.916445Z,43,586,124,p115556,0,0,None,0,,115556.jpg,3.3,142,49,0,5,0,244,False,0,0.0,https://www.tottenhamhotspur.com/news/2026/january/spurs-vs-manchester-city-premier-league-team-news-thomas-frank-hopeful-on-micky-van-de-ven-dominic-solanke-ready-to-start-against-city/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Davies,0.1,554,198,False,None,2,1.32,i,5,18,6,2014-07-23,52.0,346,115,10,4540,0,12248,0,0.0,2.3,Davies,1
0,2002-02-03,0,34,False,True,100,100,0,0.0,70,493125,None,,0,0,0,0,3.2,471,170,75,13.11,None,,0,2,0.2,0.2,1,0.01,0.0,0.32,0.05,0.31,12.26,2.14,0.05,Radu,0.2,367,132,13,2.27,0,False,16.1,411,147,572,False,130.6,369,139,,515,,2025-07-21T10:00:05.088977Z,45,449,92,p493125,0,0,None,0,,493125.jpg,1.7,398,146,0,14,0,177,False,0,0.0,,[],Drăgușin,0.0,670,236,False,None,5,0.87,a,5,18,6,2024-01-11,27.0,386,135,17,4541,0,3632,0,0.0,3.8,Dragusin,0
0,2000-08-09,3,271,False,True,100,100,9,0.4,72,232859,None,,0,0,-4,4,209.7,196,50,116,5.1,None,,0,2,2.8,2.2,6,1.77,0.08,2.67,0.12,0.90,31.42,1.38,0.04,Djed,2.2,159,49,31,1.36,0,False,70.5,237,81,573,False,291.0,251,98,,2049,,2026-03-01T22:00:07.861085Z,41,663,155,p232859,0,0,None,0,,232859.jpg,2.6,254,95,0,112,0,241,False,0,0.0,,[],Spence,0.9,210,81,False,None,23,1.01,a,44,18,6,2022-07-19,207.0,176,41,78,310378,0,373149,0,0.5,19.0,Spence,4
1,2002-11-28,1,121,False,True,100,100,1,0.07,37,487053,None,,0,0,-2,2,187.0,219,54,68,4.58,None,,0,2,1.0,2.8,7,0.72,0.05,0.90,0.06,0.18,19.15,1.29,0.01,Destiny,2.8,124,37,25,1.69,0,False,49.8,307,101,574,False,207.2,305,121,,1335,,2026-04-24T14:30:09.164014Z,43,602,135,p487053,0,0,None,0,,487053.jpg,1.4,432,157,0,70,0,106,False,0,0.0,,[],Udogie,0.3,318,116,False,None,14,0.94,a,31,18,6,2022-08-16,103.0,282,81,29,56076,0,116830,0,0.7,6.7,Udogie,4
1,2001-04-19,10,431,False,True,100,100,9,0.27,174,491279,None,,0,0,-1,1,95.2,301,96,212,6.27,None,,3,2,2.5,2.5,6,0.38,0.01,3.20,0.09,2.82,42.99,1.27,0.08,Micky,2.5,144,45,50,1.48,4,False,99.6,150,47,575,False,683.4,57,25,,3041,,2026-03-06T05:30:08.287295Z,44,556,118,p491279,0,0,None,0,,491279.jpg,3.3,143,50,0,121,1,152,False,0,0.0,,[],van de Ven,17.6,15,6,False,None,35,1.04,a,38,18,6,2023-08-08,218.0,169,38,116,3663747,0,4753594,0,0.6,26.4,Van de Ven,9
0,2005-06-26,0,0,False,True,0,0,0,0,0,548308,None,,0,0,0,0,0.0,610,229,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ashley,0.0,510,196,0,0,0,False,0.0,621,230,576,False,0.0,618,230,,0,Has joined Stoke City on loan for the rest of the season.,2025-07-25T14:55:41.438809Z,40,727,189,p548308,0,0,None,0,,548308.jpg,0.0,628,229,0,0,0,241,False,0,0,,[],Phillips,0.0,743,256,False,None,0,0,u,0,18,6,2023-08-05,0.0,580,226,0,0,0,2018,0,0.0,0.0,Phillips,0
0,2004-09-04,0,0,False,True,0,0,0,0,0,553299,None,,0,0,0,0,0.0,612,230,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Takai,0.0,512,197,0,0,0,False,0.0,623,231,577,False,0.0,620,231,,0,has joined Borussia Mönchengladbach on loan for the rest of the season.,2026-01-02T18:40:16.158468Z,40,729,190,p553299,0,0,None,0,,553299.jpg,0.0,630,230,0,0,0,108,False,0,0,,[],Kōta,0.0,610,217,False,None,0,0,u,0,18,6,2025-07-08,0.0,582,227,0,1005,0,9209,0,0.0,0.0,Takai,0
0,2007-02-24,0,0,False,True,0,0,0,0,0,610799,None,,0,0,-1,1,0.0,564,210,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luka,0.0,462,173,0,0,0,False,0.0,581,211,578,False,0.0,578,211,,0,has joined Hamburger SV on loan for the rest of the season.,2025-09-02T13:17:42.706711Z,39,800,234,p610799,0,0,None,0,,610799.jpg,0.0,589,211,0,0,0,97,False,0,0,,[],Vušković,0.3,326,119,False,None,0,0,u,0,18,6,2025-06-01,0.0,533,206,0,7334,0,92881,0,0.0,0.0,Vuskovic,0
0,1992-07-08,0,0,False,True,0,0,0,0,0,85971,None,,0,0,0,0,0.0,841,379,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Son,0.0,838,378,0,0,0,False,0.0,841,379,579,False,0.0,841,379,,0,has joined Los Angeles FC permanently.,2025-08-11T01:22:33.649224Z,85,10,5,p85971,0,0,None,0,,85971.jpg,0.0,841,379,0,0,0,114,False,0,0,,[],Heung-min,0.1,457,156,False,None,0,0,u,0,18,6,2015-08-28,0.0,841,379,0,0,0,25651,0,0.0,0.0,Son,0
0,1996-11-23,0,5,False,True,100,100,0,0.0,0,172780,None,,0,0,-2,2,9.5,449,216,5,13.24,None,,0,3,0.5,0.8,1,0.06,0.16,0.27,0.72,0.21,0.65,1.72,0.56,James,0.8,318,143,0,0.0,0,False,2.8,480,216,581,False,2.8,507,232,,34,,2025-08-08T13:57:59.638052Z,68,42,26,p172780,0,0,None,0,,172780.jpg,1.0,522,243,0,4,0,241,False,0,0.0,,[],Maddison,0.3,334,115,False,None,0,0.0,a,1,18,6,2023-06-28,15.0,415,204,3,26746,0,27237,0,0.1,0.4,Maddison,0
6,2000-08-02,7,257,False,True,0,0,7,0.41,9,460842,None,,0,0,-1,1,413.8,83,59,133,7.8,4,,2,3,0.0,0.0,0,2.41,0.14,4.33,0.25,1.92,22.74,1.33,0.11,Mohammed,0.0,830,373,20,1.17,2,False,104.7,136,73,582,False,333.4,224,93,,1535,Thigh injury - Expected back 01 Jun,2026-01-04T21:30:13.237860Z,64,60,38,p460842,0,0,3,0,,460842.jpg,3.9,75,35,0,95,0,81,False,0,0.0,https://www.tottenhamhotspur.com/news/2026/april/injury-update-mohammed-kudus/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Kudus,9.1,43,15,False,None,19,1.11,i,29,18,6,2025-07-10,302.0,113,68,75,3264066,0,5233055,0,0.0,11.7,Kudus,3
0,2000-04-25,0,0,False,True,0,0,0,0,0,445044,None,,0,0,-1,1,0.0,836,376,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dejan,0.0,829,372,0,0,0,False,0.0,836,376,583,False,0.0,836,376,,0,Knee injury - Unknown return date,2025-07-21T10:00:05.109205Z,64,59,37,p445044,0,0,None,0,,445044.jpg,0.0,836,376,0,0,0,206,False,0,0,https://www.tottenhamhotspur.com/news/2026/february/live-blog-tottenham-hotspur-vs-newcastle-united-premier-league/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Kulusevski,0.0,723,300,False,None,0,0,i,0,18,6,2023-07-01,0.0,836,376,0,1397,0,2306,0,0.0,0.0,Kulusevski,0
2,2005-04-27,7,266,False,True,100,100,3,0.2,19,511499,1,,0,0,-3,3,457.2,70,54,111,7.49,None,,1,3,4.2,4.8,3,2.43,0.16,4.89,0.33,2.47,17.29,1.17,0.17,Mathys,4.8,38,16,23,1.55,4,False,107.6,127,71,584,False,303.4,244,104,,1334,,2026-03-23T08:30:08.724530Z,62,77,50,p511499,0,0,None,0,,511499.jpg,2.5,284,117,0,72,0,73,False,0,0.0,,[],Tel,0.5,268,93,False,None,13,0.88,a,20,18,6,2025-07-01,312.0,108,65,78,96405,0,53459,0,0.8,12.6,Tel,1
1,1997-06-25,4,366,False,True,100,100,8,0.38,91,202993,None,,0,0,-3,3,197.8,210,138,278,13.31,None,,1,3,3.2,3.5,5,0.84,0.04,1.56,0.07,0.72,23.65,1.13,0.03,Rodrigo,3.5,96,40,25,1.2,1,False,67.4,246,120,585,False,349.0,212,84,,1880,,2026-01-08T18:30:11.365390Z,52,206,128,p202993,0,0,None,0,,202993.jpg,3.3,150,64,0,131,0,230,False,0,0.0,,[],Bentancur,0.2,402,137,False,None,23,1.1,a,56,18,6,2022-01-31,124.0,259,143,86,61528,0,68767,0,0.7,16.5,Bentancur,7
3,2006-02-02,0,163,False,True,100,100,3,0.28,18,570526,None,,0,0,-3,3,106.4,296,170,79,7.45,None,,1,3,0.8,0.5,0,0.43,0.04,1.66,0.16,1.23,13.66,1.29,0.12,Lucas,0.5,341,155,18,1.7,1,False,41.5,335,160,586,False,164.6,336,151,,955,,2026-01-21T21:30:07.663440Z,52,218,135,p570526,0,0,None,0,,570526.jpg,2.1,336,143,0,39,0,206,False,0,0.0,,[],Bergvall,0.2,404,138,False,None,11,1.04,a,22,18,6,2024-07-01,147.0,237,130,49,105068,0,113224,0,0.1,9.4,Bergvall,2
0,1996-08-30,0,99,False,True,100,100,1,0.15,26,227127,None,,0,0,-3,3,25.5,402,202,74,11.1,None,,0,3,1.0,0.2,0,0.10,0.02,0.46,0.07,0.36,12.21,1.83,0.05,Yves,0.2,389,177,17,2.55,0,False,13.7,416,188,587,False,89.6,399,175,,600,,2026-03-13T15:00:09.881349Z,52,209,129,p227127,0,0,None,0,,227127.jpg,1.5,426,185,0,30,0,132,False,0,0.0,,[],Bissouma,0.0,594,223,False,None,7,1.05,a,18,18,6,2022-06-17,23.0,394,197,17,3806,0,15535,0,0.0,3.3,Bissouma,4
2,2004-11-28,6,176,False,True,0,0,2,0.19,14,550839,None,,0,0,-2,2,284.3,154,101,77,7.13,None,,0,3,0.0,0.0,0,1.21,0.11,3.13,0.29,1.92,14.24,1.32,0.18,Wilson,0.0,795,347,13,1.2,0,False,67.6,245,119,588,False,158.8,342,155,,972,Knee injury - Unknown return date,2026-02-11T13:00:10.283271Z,53,201,125,p550839,0,0,None,0,,550839.jpg,1.9,364,156,0,53,0,73,False,0,0.0,https://www.tottenhamhotspur.com/news/2026/february/wilson-odobert-suffers-acl-injury/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Odobert,0.0,616,235,False,None,10,0.93,i,10,18,6,2024-08-16,234.0,153,83,46,16481,0,18697,0,0.0,8.7,Odobert,0
0,1999-07-24,0,0,False,True,0,0,0,0,0,235674,None,,0,0,-1,1,0.0,823,366,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Manor,0.0,802,352,0,0,0,False,0.0,823,366,589,False,0.0,823,366,,0,has joined Fiorentina on loan for the rest of the season.,2025-09-02T13:17:42.731308Z,54,162,99,p235674,0,0,None,0,,235674.jpg,0.0,823,366,0,0,0,105,False,0,0,,[],Solomon,0.0,771,329,False,None,0,0,u,0,18,6,2023-07-11,0.0,822,366,0,115,0,1483,0,0.0,0.0,Solomon,0
0,2001-02-11,0,0,False,True,0,0,0,0,0,436234,None,,0,0,-1,1,0.0,792,347,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bryan,0.0,749,316,0,0,0,False,0.0,796,347,590,False,0.0,796,347,,0,has joined Girona permanently.,2025-09-22T09:26:56.310666Z,49,319,197,p436234,0,0,None,0,,436234.jpg,0.0,796,347,0,0,0,200,False,0,0,,[],Gil Salvatierra,0.0,667,266,False,None,0,0,u,0,18,6,2021-07-26,0.0,789,346,0,675,0,4517,0,0.0,0.0,Bryan,0
2,2006-03-12,6,237,False,True,100,100,5,0.31,65,547701,None,,0,0,-2,2,138.1,261,163,132,8.08,None,,0,3,0.0,0.2,1,1.29,0.08,2.79,0.17,1.50,24.80,1.52,0.09,Archie,0.2,379,170,28,1.71,2,False,55.5,284,144,591,False,259.4,271,114,,1471,,2025-10-31T09:00:09.658347Z,48,373,232,p547701,0,0,None,0,,547701.jpg,2.5,274,111,0,56,0,241,False,0,0.0,,[],Gray,0.1,437,149,False,None,18,1.1,a,11,18,6,2024-07-02,158.0,229,124,61,26083,0,30863,0,0.0,12.7,Gray,5
0,2007-08-11,0,0,False,True,0,0,0,0,0,499721,None,,0,0,0,0,0.0,812,360,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mikey,0.0,775,334,0,0,0,False,0.0,813,360,592,False,0.0,813,360,,0,Has joined Rangers on loan for the rest of the season.,2025-08-11T01:19:38.328172Z,50,270,164,p499721,0,0,None,0,,499721.jpg,0.0,813,360,0,0,0,241,False,0,0,,[],Moore,0.0,805,353,False,None,0,0,u,0,18,6,2024-05-01,0.0,809,359,0,0,0,689,0,0.0,0.0,Moore,0
4,2002-09-14,2,313,False,True,100,100,3,0.19,74,482442,None,,0,0,-5,5,188.3,218,144,183,11.87,None,,0,3,1.2,1.2,0,1.11,0.07,2.74,0.18,1.63,26.67,1.73,0.11,Pape Matar,1.2,249,107,23,1.49,2,False,68.2,242,118,593,False,336.0,221,91,Pape Matar Sarr,1388,,2026-04-24T14:30:09.185437Z,45,444,265,p482442,0,0,None,0,,482442.jpg,2.7,239,93,0,77,0,189,False,0,0.0,,[],Sarr,1.0,200,70,False,None,13,0.84,a,32,18,6,2021-08-27,156.0,230,125,71,418435,0,620573,0,0.3,15.8,P.M.Sarr,3
0,2006-04-16,0,0,False,True,0,0,0,0,0,623095,None,,0,0,0,0,0.0,765,329,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Yang,0.0,702,286,0,0,0,False,0.0,772,330,594,False,0.0,772,330,,0,has joined Coventry City on loan for the rest of the season.,2025-08-11T01:24:33.782871Z,45,512,320,p623095,0,0,None,0,,623095.jpg,0.0,772,330,0,0,0,114,False,0,0,,[],Min-hyeok,0.0,744,313,False,None,0,0,u,0,18,6,2025-01-01,0.0,752,326,0,0,0,2838,0,0.0,0.0,Min-hyeok,0
0,2007-03-11,0,3,False,True,None,None,0,0.0,0,499726,None,,0,0,-2,2,1.8,481,231,2,12.86,None,,0,3,0.0,0.0,0,0.01,0.06,0.01,0.06,0.00,0.75,4.82,0.0,Callum,0.0,572,192,0,0.0,0,False,0.2,523,240,595,False,0.6,522,237,,14,,None,43,610,362,p499726,0,0,None,0,,499726.jpg,1.0,478,208,0,2,0,241,False,0,0.0,,[],Olusesi,0.2,377,131,False,None,0,0.0,a,0,18,6,2024-11-06,0.0,632,237,1,26162,0,32523,0,0.0,0.2,Olusesi,0
0,1997-09-14,4,187,False,True,100,100,0,0.0,16,154566,None,,0,0,-4,4,84.1,316,39,71,6.41,None,,1,4,0.2,0.0,0,0.34,0.03,3.30,0.3,2.97,17.80,1.61,0.27,Dominic,0.0,835,94,21,1.9,3,False,62.7,259,30,596,False,205.0,307,31,,997,,2026-04-25T22:30:09.551266Z,71,34,14,p154566,0,0,2,0,,154566.jpg,2.7,252,28,0,33,0,241,False,0,0.0,,[],Solanke-Mitchell,1.1,193,29,False,None,11,0.99,a,22,18,6,2024-08-10,339.0,95,29,40,287630,0,674667,0,0.0,5.6,Solanke,1
4,1997-05-10,17,505,False,True,100,100,7,0.32,60,212319,None,,0,0,0,0,239.6,173,17,147,6.77,None,,2,4,5.5,5.0,2,1.46,0.07,10.10,0.47,8.64,25.64,1.18,0.4,Richarlison,5.0,28,5,27,1.24,11,False,165.2,44,8,597,False,602.6,82,7,Richarlison,1954,,2026-01-11T18:30:11.144475Z,65,49,18,p212319,0,0,5,0,,212319.jpg,3.7,94,8,0,60,0,30,False,0,0.0,,[],de Andrade,8.7,47,9,False,None,20,0.92,a,27,18,6,2022-07-01,815.0,13,6,119,3496546,0,3143422,0,0.8,18.3,Richarlison,5
0,2005-04-20,0,0,False,True,0,0,0,0,0,552427,None,,0,0,0,0,0.0,729,77,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Will,0.0,663,70,0,0,0,False,0.0,736,78,598,False,0.0,735,78,,0,has joined Oxford United on loan for the rest of the season.,2025-08-11T01:18:54.659436Z,45,467,66,p552427,0,0,None,0,,552427.jpg,0.0,739,79,0,0,0,241,False,0,0,,[],Lankshear,0.0,686,87,False,None,0,0,u,0,18,6,2022-12-08,0.0,713,76,0,0,0,5159,0,0.0,0.0,Lankshear,0
0,2004-03-24,0,5,False,True,0,0,0,0.0,0,490145,None,,0,0,-2,2,4.1,466,60,1,12.86,None,,0,4,0.0,0.0,0,0.01,0.13,0.01,0.13,0.00,0.03,0.39,0.0,Dane,0.0,568,59,0,0.0,0,False,0.7,508,61,599,False,1.0,519,63,,7,has joined Hibernian on loan for the rest of the season.,2026-02-02T13:40:54.997559Z,43,605,86,p490145,0,0,None,0,,490145.jpg,1.0,476,56,0,1,0,241,False,0,0.0,,[],Scarlett,0.5,265,41,False,None,0,0.0,u,0,18,6,2020-08-21,2.0,460,62,2,60820,0,113104,0,0.0,0.5,Scarlett,0
3,1995-07-09,17,518,False,True,100,100,5,0.21,100,154296,None,,0,0,0,0,147.8,253,160,302,12.4,None,,1,3,4.5,5.2,12,0.65,0.03,3.37,0.14,2.72,32.60,1.34,0.11,João Maria,5.2,19,10,37,1.52,5,False,108.3,125,70,673,False,638.0,71,20,João Palhinha,2192,,2026-03-11T00:30:09.904194Z,55,135,84,p154296,0,0,None,0,,154296.jpg,3.8,82,38,0,92,0,173,False,0,0.0,,[],Lobo Alves Palhares Costa Palhinha Gonçalves,0.9,211,73,False,None,23,0.94,a,110,18,6,2025-08-03,295.0,118,70,126,397911,0,375777,0,0.9,22.9,J.Palhinha,8
5,2003-04-21,7,345,False,True,0,0,4,0.21,28,493362,2,,0,0,-7,7,533.8,52,45,149,7.68,3,,1,3,0.0,0.0,0,3.85,0.2,6.91,0.36,3.06,30.71,1.58,0.16,Xavi,0.0,827,371,36,1.85,2,False,113.9,112,63,717,False,349.6,210,83,,1747,Knee injury - Expected back 01 Jan,2026-04-25T22:30:09.604362Z,63,70,46,p493362,0,0,4,0,,493362.jpg,2.9,214,84,0,87,1,152,False,0,0.0,https://www.tottenhamhotspur.com/news/1061881/injury-update-xavi-simons?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Simons,1.1,194,67,False,None,19,0.98,i,34,18,6,2025-08-29,255.0,139,76,80,1067756,0,994992,0,0.0,12.7,Xavi,5
1,1998-12-05,1,150,False,True,100,100,4,0.22,22,247693,None,,0,0,-1,1,267.3,162,15,114,6.2,None,,0,4,1.5,1.5,1,1.63,0.09,3.70,0.2,2.07,25.24,1.37,0.11,Randal,1.5,230,30,31,1.69,1,False,71.0,234,29,726,False,169.6,330,33,,1655,,2025-11-14T12:00:08.068318Z,69,40,15,p247693,0,0,None,0,,247693.jpg,1.7,408,48,0,64,0,73,False,0,0.0,,[],Kolo Muani,0.4,285,44,False,None,21,1.14,a,28,18,6,2025-09-01,287.0,122,31,52,152124,0,134072,0,0.2,7.5,Kolo Muani,3
0,2008-12-06,0,3,False,True,None,None,0,0.0,0,640419,None,,0,0,0,0,0.5,492,178,0,0.0,None,,0,2,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Jun'ai,0.0,534,216,0,0.0,0,False,0.1,527,182,745,False,0.4,523,182,,1,,None,40,751,209,p640419,0,0,None,0,,640419.jpg,1.0,473,173,0,0,0,241,False,0,0.0,,[],Byfield,0.0,617,219,False,None,0,0.0,a,0,18,6,2025-07-25,0.0,602,244,1,2298,0,2402,0,0.0,0.2,Byfield,0
0,2006-07-13,0,3,False,True,None,None,0,0.0,0,499716,None,,0,0,0,0,0.0,600,224,0,0.0,None,,0,2,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.36,32.4,0.0,James,0.0,499,190,0,0.0,0,False,0.0,612,225,750,False,0.0,609,225,,1,,None,40,714,181,p499716,0,0,None,0,,499716.jpg,1.0,470,170,0,0,0,241,False,0,0.0,,[],Rowswell,0.0,633,227,False,None,0,0.0,a,0,18,6,2025-07-25,0.0,569,220,1,2125,0,1980,0,0.0,0.2,Rowswell,0
0,2005-09-05,0,0,False,True,0,0,0,0,0,590035,None,,0,0,0,0,0.0,748,315,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Yusuf,0.0,685,271,0,0,0,False,0.0,755,316,751,False,0.0,755,316,,0,has joined Bristol Rovers on loan for the rest of the season.,2026-01-26T15:57:58.935998Z,45,492,303,p590035,0,0,None,0,,590035.jpg,0.0,757,317,0,0,0,145,False,0,0,,[],Akhamrich,0.0,797,346,False,None,0,0,u,0,18,6,2025-07-25,0.0,735,312,0,675,0,664,0,0.0,0.0,Akhamrich,0
0,2008-10-01,0,0,False,True,None,None,0,0,0,611917,None,,0,0,0,0,0.0,760,325,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lucá,0.0,697,282,0,0,0,False,0.0,767,326,790,False,0.0,767,326,,0,,None,45,506,315,p611917,0,0,None,0,,611917.jpg,0.0,767,326,0,0,0,241,False,0,0,,[],Williams-Barnett,0.0,760,323,False,None,0,0,a,0,18,6,2025-07-25,0.0,747,322,0,1083,0,618,0,0.0,0.0,Williams-Barnett,0
1,2000-02-06,3,211,False,True,100,100,2,0.15,29,232787,None,,0,0,-5,5,205.9,200,132,124,9.43,None,,0,3,4.2,4.0,3,0.70,0.05,1.93,0.14,1.23,19.03,1.45,0.09,Conor,4.0,73,31,23,1.75,1,False,55.1,286,146,796,False,190.6,318,139,,1183,,2026-03-13T15:00:09.984000Z,50,254,152,p232787,0,0,None,0,,232787.jpg,2.8,223,85,0,73,0,241,False,0,0.0,,[],Gallagher,0.2,359,123,False,None,14,1.07,a,22,18,6,2026-01-14,154.0,233,127,44,65366,0,35089,0,0.8,8.8,Gallagher,2
0,2006-06-16,0,0,False,True,None,None,0,0.0,6,616221,None,,0,0,0,0,31.9,395,143,6,3.8,None,,0,2,0.0,0.0,0,0.03,0.02,0.05,0.03,0.02,2.61,1.65,0.01,João Victor,0.0,530,213,3,1.9,0,False,6.2,458,164,804,False,12.8,474,171,Souza,142,,None,40,747,206,p616221,0,0,None,0,,616221.jpg,0.8,530,180,0,3,0,30,False,0,0.0,,[],de Souza Menezes,0.0,681,241,False,None,2,1.27,a,0,18,6,2026-01-22,17.0,412,151,3,2903,0,1793,0,0.0,0.8,Souza,1
0,2005-06-09,0,0,False,True,None,None,0,0,0,536134,None,,0,0,0,0,0.0,724,295,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rio,0.0,657,247,0,0,0,False,0.0,730,295,811,False,0.0,729,294,,0,,None,45,460,278,p536134,0,0,None,0,,536134.jpg,0.0,734,298,0,0,0,241,False,0,0,,[],Kyerematen,0.0,792,343,False,None,0,0,a,0,18,6,2024-05-21,0.0,707,289,0,600,0,334,0,0.0,0.0,Kyerematen,0
0,2007-03-06,0,0,False,True,None,None,0,0,0,613232,None,,0,0,0,0,0.0,761,82,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,698,74,0,0,0,False,0.0,768,83,818,False,0.0,768,83,,0,,None,45,507,72,p613232,0,0,None,0,,613232.jpg,0.0,768,83,0,0,0,243,False,0,0,,[],Wilson,0.0,612,83,False,None,0,0,a,0,18,6,2026-02-21,0.0,748,82,0,6566,0,3228,0,0.0,0.0,Wilson,0
0,1996-01-25,0,74,False,True,25,25,0,0.0,2,159533,None,,0,0,-4,4,73.8,337,180,18,4.31,None,,0,3,0.1,0.1,0,0.57,0.14,1.26,0.31,0.69,8.38,2.01,0.17,Adama,0.2,387,176,12,2.87,0,False,17.2,405,185,326,False,33.4,448,196,,376,Muscle injury - 25% chance of playing,2026-05-11T00:00:11.146616Z,51,224,138,p159533,0,0,None,0,,159533.jpg,1.0,515,237,0,14,0,200,False,0,0.0,https://www.whufc.com/en/news/team-news-or-nuno-has-near-fully-fit-squad-for-final-day-fixture?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Traoré Diarra,0.1,421,144,False,None,1,0.24,d,2,19,21,2026-01-28,70.0,325,167,25,18094,0,39430,0,0.0,4.9,Adama,1
