,name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,GW,Position
18475,Vincent Kompany,0,0,0,0,0,0,0,0,0,0.0,0,0,244,0,0,367,0,0,0,0.0,21164,0.0,0,2018-05-06T12:30:00Z,06 May 13:30,0,0,0,0,0,8,0,0,0,0,0,0,37,0,175298,0,0,0,0,0,0,0,-26152,5059,31211,59,True,0,0,37,DEF
18476,Vincent Kompany,0,124,0,0,0,15,0,2,121,15.8,0,0,244,0,0,306,0,1,0,3.6,21163,20.0,1,2018-05-09T19:00:00Z,09 May 20:00,0,0,90,0,0,3,0,0,0,0,5,0,37,0,175298,0,0,0,1,3,0,2,-26152,5059,31211,59,True,0,0,37,DEF
18477,Virgil van Dijk,0,115,0,0,0,15,0,5,108,1.5,0,0,311,0,0,364,0,1,0,4.7,21296,28.8,0,2018-05-06T15:30:00Z,06 May 16:30,0,0,90,0,0,5,0,0,0,0,5,0,37,0,402441,0,0,0,0,1,17,2,-52700,4618,57318,57,False,0,0,37,DEF
18478,Wayne Hennessey,0,22,0,0,0,10,0,0,9,0.0,0,0,115,0,0,368,0,1,0,1.0,20980,9.8,0,2018-05-05T11:30:00Z,05 May 12:30,0,0,90,0,0,15,0,0,0,0,6,0,37,1,168056,0,0,0,2,1,0,2,-933,6626,7559,44,False,0,0,37,GK
18479,Wayne Rooney,0,0,0,0,0,0,0,0,0,0.0,0,0,161,0,0,365,0,0,0,0.0,21027,0.0,0,2018-05-05T16:30:00Z,05 May 17:30,0,0,0,0,0,14,0,0,0,0,0,0,37,0,570901,0,0,0,1,1,0,0,-8847,4392,13239,71,True,0,0,37,FWD
18480,Wayne Routledge,0,0,0,0,0,0,0,0,0,0.0,0,0,360,0,0,362,0,0,0,0.0,21372,0.0,0,2018-05-05T14:00:00Z,05 May 15:00,0,0,0,0,0,2,0,0,0,0,0,0,37,0,3346,0,0,0,0,1,0,0,11,25,14,51,False,0,0,37,MID
18481,Wayne Routledge,0,0,0,0,0,0,0,0,0,0.0,0,0,360,0,0,308,0,0,0,0.0,21371,0.0,0,2018-05-08T18:45:00Z,08 May 19:45,0,0,0,0,0,14,0,0,0,0,0,0,37,0,3346,0,0,0,1,0,0,0,11,25,14,51,True,0,0,37,MID
18482,Wesley Hoedt,0,42,0,0,0,16,0,12,29,10.9,2,0,525,0,0,365,1,1,0,4.1,21638,29.8,1,2018-05-05T16:30:00Z,05 May 17:30,0,0,90,0,0,7,0,0,0,0,9,0,37,0,5931,0,1,0,1,1,0,1,787,1021,234,50,False,0,1,37,DEF
18483,Wesley Hoedt,0,40,0,0,3,31,1,17,28,0.3,0,0,525,0,0,308,1,0,0,3.4,21637,32.0,0,2018-05-08T18:45:00Z,08 May 19:45,0,0,90,0,0,16,0,0,0,0,10,0,37,0,5931,1,1,0,1,0,2,9,787,1021,234,50,False,0,0,37,DEF
18484,Wes Morgan,0,30,0,0,0,14,0,8,24,0.1,1,0,191,0,1,366,2,2,0,1.8,21086,15.6,0,2018-05-05T14:00:00Z,05 May 15:00,0,0,90,0,0,20,0,0,0,0,2,0,37,0,176453,0,1,0,2,0,2,1,416,6400,5984,44,True,0,0,37,DEF
18485,Wes Morgan,0,25,0,0,0,11,0,5,20,10.3,0,0,191,0,0,304,0,1,0,2.5,21085,14.8,1,2018-05-09T18:45:00Z,09 May 19:45,0,0,90,0,0,1,0,0,0,0,6,0,37,0,176453,0,0,0,1,3,0,2,416,6400,5984,44,True,0,0,37,DEF
18486,Wilfred Ndidi,0,0,0,0,0,0,0,0,0,0.0,0,0,206,0,0,366,0,0,0,0.0,21115,0.0,0,2018-05-05T14:00:00Z,05 May 15:00,0,0,0,0,0,20,0,0,0,0,0,0,37,0,24401,0,0,0,2,0,0,0,-767,48,815,49,True,0,0,37,MID
18487,Wilfred Ndidi,0,0,0,0,0,0,0,0,0,0.0,0,0,206,0,0,304,0,0,0,0.0,21114,0.0,0,2018-05-09T18:45:00Z,09 May 19:45,0,0,0,0,0,1,0,0,0,0,0,0,37,0,24401,0,0,0,1,3,0,0,-767,48,815,49,True,0,0,37,MID
18488,Wilfried Bony,0,0,0,0,0,0,0,0,0,0.0,0,0,542,0,0,362,0,0,0,0.0,21665,0.0,0,2018-05-05T14:00:00Z,05 May 15:00,0,0,0,0,0,2,0,0,0,0,0,0,37,0,8082,0,0,0,0,1,0,0,-23,39,62,56,False,0,0,37,FWD
18489,Wilfried Bony,0,0,0,0,0,0,0,0,0,0.0,0,0,542,0,0,308,0,0,0,0.0,21664,0.0,0,2018-05-08T18:45:00Z,08 May 19:45,0,0,0,0,0,14,0,0,0,0,0,0,37,0,8082,0,0,0,1,0,0,0,-23,39,62,56,True,0,0,37,FWD
18490,Wilfried Zaha,1,28,0,0,0,13,0,0,23,38.8,4,0,126,0,0,368,3,1,0,7.6,20991,5.6,3,2018-05-05T11:30:00Z,05 May 12:30,0,0,90,1,0,15,0,0,0,0,3,0,37,0,449230,4,0,2,2,1,32,5,-1550,43264,44814,70,False,0,0,37,FWD
18491,Willian Borges Da Silva,0,0,0,0,0,3,0,0,0,0.0,0,0,106,0,0,364,0,0,0,0.0,20965,0.0,0,2018-05-06T15:30:00Z,06 May 16:30,0,0,4,0,0,10,0,0,0,0,0,0,37,0,809512,0,0,0,0,1,0,1,-56034,22688,78722,71,True,0,0,37,MID
18492,Willian Borges Da Silva,0,60,2,0,0,17,0,0,48,57.1,3,0,106,0,0,344,1,1,0,9.6,20964,11.8,5,2018-05-09T18:45:00Z,09 May 19:45,0,0,90,0,1,8,0,0,0,0,5,0,37,0,809512,7,0,1,1,1,27,2,-56034,22688,78722,71,True,0,0,37,MID
18493,Willy Caballero,0,0,0,0,0,0,0,0,0,0.0,0,0,96,0,0,364,0,0,0,0.0,20946,0.0,0,2018-05-06T15:30:00Z,06 May 16:30,0,0,0,0,0,10,0,0,0,0,0,0,37,0,7897,0,0,0,0,1,0,0,-113,24,137,48,True,0,0,37,GK
18494,Willy Caballero,0,25,0,0,0,11,0,0,24,0.0,1,0,96,0,0,344,0,1,0,1.0,20945,9.6,0,2018-05-09T18:45:00Z,09 May 19:45,0,0,90,0,0,8,0,0,0,0,7,0,37,1,7897,0,0,0,1,1,0,2,-113,24,137,48,True,0,0,37,GK
18495,Will Hughes,0,33,0,0,0,9,0,1,27,5.8,0,0,416,0,0,369,1,1,0,1.0,21461,4.0,0,2018-05-05T14:00:00Z,05 May 15:00,0,0,90,0,0,13,0,0,0,0,3,0,37,0,17236,1,0,0,1,2,0,2,-1253,299,1552,46,True,0,0,37,MID
18496,Winston Reid,0,0,0,0,0,0,0,0,0,0.0,0,0,442,0,0,366,0,0,0,0.0,21492,0.0,0,2018-05-05T14:00:00Z,05 May 15:00,0,0,0,0,0,9,0,0,0,0,0,0,37,0,35486,0,0,0,2,0,0,0,-114,10,124,48,False,0,0,37,DEF
18497,Winston Reid,0,0,0,0,0,0,0,0,0,0.0,0,0,442,0,0,310,0,0,0,0.0,21491,0.0,0,2018-05-10T18:45:00Z,10 May 19:45,0,0,0,0,0,12,0,0,0,0,0,0,37,0,35486,0,0,0,0,0,0,0,-114,10,124,48,True,0,0,37,DEF
18498,Xherdan Shaqiri,0,20,0,0,2,28,0,0,15,51.3,2,0,342,0,0,368,2,2,1,10.6,21344,47.8,3,2018-05-05T11:30:00Z,05 May 12:30,0,0,90,1,4,6,0,0,0,0,7,0,37,0,495678,1,0,0,2,1,7,8,-45689,7481,53170,62,True,0,1,37,MID
18499,Yannick Bolasie,0,5,0,0,0,2,0,2,5,4.3,0,0,147,0,0,365,0,0,0,2.8,21012,6.8,0,2018-05-05T16:30:00Z,05 May 17:30,0,0,45,0,1,14,0,0,0,0,3,0,37,0,12386,4,0,0,1,1,17,1,-1425,87,1512,64,True,0,0,37,MID
18500,Yoan Gouffran,0,0,0,0,0,0,0,0,0,0.0,0,0,297,0,0,369,0,0,0,0.0,21269,0.0,0,2018-05-05T14:00:00Z,05 May 15:00,0,0,0,0,0,18,0,0,0,0,0,0,37,0,169,0,0,0,1,2,0,0,1,1,0,50,False,0,0,37,
18501,Yoan Gouffran,0,0,0,0,0,0,0,0,0,0.0,0,0,297,0,0,309,0,0,0,0.0,21268,0.0,0,2018-05-09T19:00:00Z,09 May 20:00,0,0,0,0,0,17,0,0,0,0,0,0,37,0,169,0,0,0,0,1,0,0,1,1,0,50,False,0,0,37,
18502,Yohan Benalouane,0,27,0,0,0,7,0,7,17,1.3,0,0,195,0,0,366,1,2,0,4.4,21094,24.8,0,2018-05-05T14:00:00Z,05 May 15:00,0,0,90,1,0,20,0,0,0,0,5,0,37,0,3314,0,0,1,2,0,18,1,8,29,21,42,True,0,0,37,DEF
18503,Yohan Benalouane,0,0,0,0,0,0,0,0,0,0.0,0,0,195,0,0,304,0,0,0,0.0,21093,0.0,0,2018-05-09T18:45:00Z,09 May 19:45,0,0,0,0,0,1,0,0,0,0,0,0,37,0,3314,0,0,0,1,3,0,0,8,29,21,42,True,0,0,37,DEF
18504,Yohan Cabaye,0,33,0,0,0,9,0,1,25,11.8,0,0,129,0,0,368,1,1,0,1.8,20994,3.0,1,2018-05-05T11:30:00Z,05 May 12:30,0,0,62,0,0,15,0,0,0,0,2,0,37,0,14464,0,1,1,2,1,3,2,15,167,152,53,False,0,0,37,MID
18505,Younes Kaboul,0,0,0,0,0,0,0,0,0,0.0,0,0,398,0,0,369,0,0,0,0.0,21443,0.0,0,2018-05-05T14:00:00Z,05 May 15:00,0,0,0,0,0,13,0,0,0,0,0,0,37,0,8062,0,0,0,1,2,0,0,-13,29,42,42,True,0,0,37,DEF
18506,Zlatan Ibrahimovic,0,0,0,0,0,0,0,0,0,0.0,0,0,523,0,0,363,0,0,0,0.0,21635,0.0,0,2018-05-04T19:00:00Z,04 May 20:00,0,0,0,0,0,3,0,0,0,0,0,0,37,0,8824,0,0,0,0,1,0,0,1,84,83,95,False,0,0,37,FWD
18507,Zlatan Ibrahimovic,0,0,0,0,0,0,0,0,0,0.0,0,0,523,0,0,310,0,0,0,0.0,21634,0.0,0,2018-05-10T18:45:00Z,10 May 19:45,0,0,0,0,0,20,0,0,0,0,0,0,37,0,8824,0,0,0,0,0,0,0,1,84,83,95,False,0,0,37,FWD
18508,Alvaro Morata,0,0,0,0,0,0,0,0,0,0.0,0,0,472,0,0,364,0,0,0,0.0,21549,0.0,0,2018-05-06T15:30:00Z,06 May 16:30,0,0,0,0,0,10,0,0,0,0,0,0,37,0,453954,0,0,0,0,1,0,0,-3218,5123,8341,104,True,0,0,37,FWD
18509,Alvaro Morata,0,23,0,0,0,8,0,1,12,23.8,1,0,472,0,0,344,0,1,0,11.1,21548,15.4,3,2018-05-09T18:45:00Z,09 May 19:45,0,0,90,1,0,8,0,0,0,0,1,0,37,0,453954,1,0,0,1,1,72,2,-3218,5123,8341,104,True,0,0,37,FWD
18510,Aaron Cresswell,0,52,0,0,0,11,0,6,40,9.3,0,0,443,0,0,380,0,1,0,2.9,22264,16.8,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,87,0,0,7,0,0,0,0,3,0,38,0,193430,0,0,1,1,3,3,2,39212,42136,2924,49,True,0,0,38,DEF
18511,Aaron Lennon,0,24,0,0,0,7,0,1,18,7.6,1,0,153,0,0,371,1,2,0,2.9,21974,9.6,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,1,1,2,0,0,0,0,5,0,38,0,13013,2,1,0,2,1,12,2,-455,322,777,54,True,0,0,38,MID
18512,Aaron Mooy,0,49,0,0,0,16,0,2,38,29.9,1,0,172,0,0,373,1,1,0,5.4,21993,15.6,2,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,1,1,0,0,0,0,10,0,38,0,274638,2,2,1,1,0,8,2,-1374,2143,3517,52,True,0,0,38,MID
18513,Aaron Ramsdale,0,0,0,0,0,0,0,0,0,0.0,0,0,549,0,0,371,0,0,0,0.0,22370,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,4,0,0,0,0,0,0,38,0,7198,0,0,0,2,1,0,0,-99,15,114,40,False,0,0,38,GK
18514,Aaron Ramsey,1,45,1,0,0,29,1,3,32,17.3,2,0,18,0,0,373,0,0,0,6.8,21839,34.2,1,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,8,0,0,0,0,9,0,38,0,266503,3,3,1,1,0,16,6,-1207,17352,18559,68,False,0,0,38,MID
18515,Aaron Wan-Bissaka,0,53,0,0,0,25,1,3,50,15.7,4,0,579,0,0,372,0,0,0,4.9,22400,33.4,1,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,19,0,0,0,0,5,0,38,0,622,2,4,0,0,2,0,3,-23,21,44,45,True,0,0,38,DEF
18516,Abdelhamid Sabiri,0,0,0,0,0,0,0,0,0,0.0,0,0,522,0,0,373,0,0,0,0.0,22343,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,1,0,0,0,0,0,0,38,0,492,0,0,0,1,0,0,0,-1,5,6,47,True,0,0,38,MID
18517,Abdoulaye Doucoure,0,75,0,0,0,14,0,2,65,3.4,1,0,414,0,0,375,1,1,0,4.2,22235,18.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,12,0,0,0,0,12,0,38,0,649744,1,0,0,0,1,21,2,-16337,4613,20950,52,False,0,0,38,MID
18518,Adam Federici,0,0,0,0,0,0,0,0,0,0.0,0,0,31,0,0,371,0,0,0,0.0,21852,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,4,0,0,0,0,0,0,38,0,129677,0,0,0,2,1,0,0,-936,127,1063,40,False,0,0,38,
18519,Adam Lallana,0,19,0,0,0,4,0,0,17,6.9,2,0,228,0,0,374,1,0,0,1.8,22049,4.6,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,16,0,1,3,0,0,0,0,0,0,38,0,20208,1,0,0,0,4,6,1,112,157,45,73,True,0,0,38,MID
18520,Adam Legzdins,0,0,0,0,0,0,0,0,0,0.0,0,0,545,0,0,371,0,0,0,0.0,22366,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,2,0,0,0,0,0,0,38,0,6021,0,0,0,2,1,0,0,-68,22,90,40,True,0,0,38,GK
18521,Adam Smith,0,0,0,0,0,0,0,0,0,0.0,0,0,35,0,0,371,0,0,0,0.0,21856,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,4,0,0,0,0,0,0,38,0,24228,0,0,0,2,1,0,0,-708,63,771,48,False,0,0,38,DEF
18522,Ademola Lookman,0,0,0,0,0,0,0,0,0,0.0,0,0,157,0,0,380,0,0,0,0.0,21978,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,20,0,0,0,0,0,0,38,0,3864,0,0,0,1,3,0,0,-7,2,9,51,False,0,0,38,FWD
18523,Adrian Mariappa,0,48,0,0,0,18,0,9,40,11.1,0,0,405,0,0,375,1,1,0,3.5,22226,21.6,1,2018-05-13T14:00:00Z,13 May 15:00,0,0,69,0,0,12,0,0,0,0,2,0,38,0,289081,0,2,0,0,1,2,2,-5500,2268,7768,41,False,0,0,38,DEF
18524,Adrien Sebastian Perruchet Silva,1,30,0,0,0,16,0,2,22,1.5,1,0,589,0,0,379,2,5,0,1.9,22410,15.2,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,17,0,0,0,0,11,0,38,0,2115,3,1,0,4,5,2,4,-103,44,147,59,False,0,1,38,MID
18525,Adrian San Miguel del Castillo,0,29,0,0,0,22,0,0,17,0.0,0,0,438,0,0,380,0,1,0,4.3,22259,43.4,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,7,0,0,0,0,14,0,38,6,142834,0,0,0,1,3,0,4,31789,33120,1331,40,True,0,0,38,GK
18526,Ahmed El-Sayed Hegazi,0,30,0,0,0,18,0,8,25,0.1,0,0,468,0,0,372,0,2,0,2.1,22289,21.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,6,0,0,0,0,4,0,38,0,1049752,1,2,0,0,2,0,1,12349,21635,9286,46,False,0,0,38,DEF
18527,Ahmed Musa,0,0,0,0,0,0,0,0,0,0.0,0,0,207,0,0,379,0,0,0,0.0,22028,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,17,0,0,0,0,0,0,38,0,21683,0,0,0,4,5,0,0,-24,3,27,61,False,0,0,38,MID
18528,Aiden O'Neill,0,0,0,0,0,0,0,0,0,0.0,0,0,623,0,0,371,0,0,0,0.0,22444,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,2,0,0,0,0,0,0,38,0,379,0,0,0,2,1,0,0,4,18,14,45,True,0,0,38,MID
18529,Ainsley Maitland-Niles,0,13,0,0,0,5,0,2,8,0.1,0,0,546,0,1,373,1,0,0,0.1,22367,0.8,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,18,0,0,8,0,0,0,0,5,0,38,0,4721,0,1,0,1,0,0,1,137,379,242,45,False,0,0,38,MID
18530,Alberto Moreno,0,0,0,0,0,0,0,0,0,0.0,0,0,216,0,0,374,0,0,0,0.0,22037,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,3,0,0,0,0,0,0,38,0,70583,0,0,0,0,4,0,0,196,893,697,43,True,0,0,38,DEF
18531,Aleksandar Dragovic,0,0,0,0,0,0,0,0,0,0.0,0,0,541,0,0,379,0,0,0,0.0,22362,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,17,0,0,0,0,0,0,38,0,5833,0,0,0,4,5,0,0,-364,18,382,49,False,0,0,38,DEF
18532,Aleksandar Kolarov,0,0,0,0,0,0,0,0,0,0.0,0,0,243,0,0,377,0,0,0,0.0,22064,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,14,0,0,0,0,0,0,38,0,1743,0,0,0,1,0,0,0,2,4,2,55,False,0,0,38,
18533,Aleksandar Mitrovic,0,0,0,0,0,0,0,0,0,0.0,0,0,303,0,0,376,0,0,0,0.0,22124,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,5,0,0,0,0,0,0,38,0,37604,0,0,0,0,3,0,0,-133,12,145,47,True,0,0,38,FWD
18534,Alexander Sorloth,0,0,0,0,0,0,0,0,0,0.0,0,0,620,0,0,372,0,0,0,0.0,22441,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,19,0,0,0,0,0,0,38,0,3974,0,0,0,0,2,0,0,-153,146,299,54,True,0,0,38,FWD
18535,Alexandre Lacazette,0,36,0,1,0,7,1,1,31,15.0,3,0,28,0,0,373,1,0,0,4.3,21849,9.4,1,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,1,0,8,0,0,0,0,2,0,38,0,450063,2,0,0,1,0,19,2,26560,38382,11822,103,False,0,0,38,FWD
18536,Alexis Sanchez,0,41,0,0,0,10,1,4,28,9.7,3,0,14,0,0,375,0,0,0,3.8,21835,8.4,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,18,0,0,0,0,5,0,38,0,179253,3,1,1,0,1,20,3,-18171,3218,21389,114,True,0,0,38,FWD
18537,Alex Iwobi,0,52,0,0,0,13,1,1,47,13.8,1,0,21,0,0,373,1,0,0,2.6,21842,10.4,1,2018-05-13T14:00:00Z,13 May 15:00,0,0,71,0,0,8,0,0,0,0,7,0,38,0,62392,2,0,0,1,0,2,3,7372,9038,1666,51,False,0,0,38,FWD
18538,Alex McCarthy,0,24,0,0,0,9,0,1,10,0.0,0,0,305,0,0,377,0,1,0,1.1,22126,11.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,11,0,0,0,0,5,0,38,1,45437,0,0,0,1,0,0,2,-1414,860,2274,44,True,0,0,38,GK
18539,Alex Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0.0,0,0,19,0,0,374,0,0,0,0.0,21840,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,3,0,0,0,0,0,0,38,0,131563,0,0,0,0,4,0,0,-7331,130,7461,55,True,0,0,38,MID
18540,Alex Palmer,0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,372,0,0,0,0.0,22378,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,6,0,0,0,0,0,0,38,0,8123,0,0,0,0,2,0,0,27,196,169,40,False,0,0,38,GK
18541,Alex Pritchard,0,36,1,0,0,17,0,2,26,67.0,0,0,593,0,0,373,1,1,0,9.0,22414,15.6,5,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,1,1,0,0,0,0,3,0,38,0,3848,2,1,1,1,0,7,2,-171,87,258,54,True,0,0,38,FWD
18542,Alfie Mawson,0,57,0,0,0,17,0,5,50,1.8,2,0,357,0,0,378,1,2,0,2.1,22178,18.8,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,15,0,0,0,0,6,0,38,0,239214,0,1,0,2,1,0,1,-2659,7237,9896,51,True,0,0,38,DEF
18543,Alfie Whiteman,0,0,0,0,0,0,0,0,0,0.0,0,0,566,0,0,379,0,0,0,0.0,22387,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,9,0,0,0,0,0,0,38,0,4965,0,0,0,4,5,0,0,-12,39,51,40,True,0,0,38,GK
18544,Ali Gabr,0,0,0,0,0,0,0,0,0,0.0,0,0,610,0,0,372,0,0,0,0.0,22431,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,6,0,0,0,0,0,0,38,0,3686,0,0,0,0,2,0,0,2,113,111,42,False,0,0,38,DEF
18545,Allan-Romeo Nyom,0,23,0,0,0,10,0,3,17,1.2,0,0,422,0,0,372,0,2,0,2.2,22243,20.4,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,6,0,0,0,0,3,0,38,0,62177,0,1,0,0,2,0,1,38,212,174,47,False,0,0,38,DEF
18546,Anders Lindegaard,0,0,0,0,0,0,0,0,0,0.0,0,0,554,0,0,371,0,0,0,0.0,22375,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,2,0,0,0,0,0,0,38,0,10956,0,0,0,2,1,0,0,-147,51,198,40,True,0,0,38,GK
18547,Ander Herrera,0,7,0,0,0,3,0,1,4,1.3,0,0,278,0,0,375,0,0,0,0.5,22099,1.2,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,13,0,0,18,0,0,0,0,0,0,38,0,77490,0,0,0,0,1,2,1,-196,451,647,50,True,0,0,38,MID
18548,Andreas Christensen,0,61,0,0,0,20,0,14,59,0.7,0,0,470,0,0,376,0,3,0,3.6,22291,35.2,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,13,0,0,0,0,4,0,38,0,110953,0,0,0,0,3,0,1,-5584,1180,6764,53,False,0,0,38,DEF
18549,Andreas Pereira,0,0,0,0,0,0,0,0,0,0.0,0,0,476,0,0,375,0,0,0,0.0,22297,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,18,0,0,0,0,0,0,38,0,1901,0,0,0,0,1,0,0,0,1,1,49,True,0,0,38,
18550,Andrew Robertson,1,72,1,0,3,55,1,4,65,19.8,0,0,475,0,0,374,0,0,1,10.0,22296,62.8,1,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,1,3,0,0,0,0,9,0,38,0,439883,0,0,0,0,4,17,18,17976,27756,9780,50,True,0,0,38,DEF
18551,Andrew Surman,0,58,0,0,0,14,0,3,47,14.1,0,0,41,0,0,371,0,1,0,3.8,21862,15.6,1,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,4,0,0,0,0,4,0,38,0,184026,1,1,0,2,1,8,2,2488,4601,2113,43,False,0,0,38,MID
18552,Andre Gray,0,20,0,0,0,4,0,2,16,3.4,0,0,92,0,0,375,1,1,0,1.4,21913,3.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,71,1,0,12,0,0,0,0,1,0,38,0,78552,1,0,0,0,1,8,2,1542,2283,741,63,False,0,0,38,FWD
18553,Andros Townsend,1,48,1,1,0,20,1,2,41,32.2,3,0,131,0,0,372,0,0,0,7.6,21952,31.6,2,2018-05-13T14:00:00Z,13 May 15:00,0,0,84,0,1,19,0,0,0,0,5,0,38,0,84447,6,0,1,0,2,12,6,4795,7509,2714,56,True,0,0,38,MID
18554,Andre Ayew,1,25,0,0,0,13,0,1,17,25.4,2,0,449,0,0,378,0,2,0,16.3,22270,35.0,2,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,15,0,0,0,0,2,0,38,0,59221,8,1,0,2,1,103,5,879,1778,899,68,True,0,0,38,FWD
18555,Andre Carrillo,0,0,0,0,0,0,0,0,0,0.0,0,0,527,0,0,375,0,0,0,0.0,22348,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,12,0,0,0,0,0,0,38,0,2739,0,0,0,0,1,0,0,-91,13,104,54,False,0,0,38,MID
18556,Andy Carroll,0,0,0,0,0,0,0,0,0,0.0,0,0,457,0,0,380,0,0,0,0.0,22278,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,7,0,0,0,0,0,0,38,0,17465,0,0,0,1,3,0,0,2470,3149,679,57,True,0,0,38,FWD
18557,Andy King,0,41,0,0,0,28,0,1,38,17.6,0,0,201,0,0,378,1,2,1,10.5,22022,43.2,1,2018-05-13T14:00:00Z,13 May 15:00,0,0,57,0,1,15,0,0,0,0,4,0,38,0,206208,1,0,0,2,1,44,6,-1929,3606,5535,42,True,0,0,38,MID
18558,Angelo Ogbonna,0,28,0,0,0,9,0,7,25,0.3,0,0,444,0,1,380,0,1,0,2.1,22265,18.8,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,7,0,0,0,0,3,0,38,0,201996,0,0,0,1,3,2,2,10481,12991,2510,42,True,0,0,38,DEF
18559,Angel Rangel,0,59,0,0,0,16,0,3,51,20.5,0,0,353,0,0,378,0,2,0,3.3,22174,10.4,1,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,1,15,0,0,0,0,9,0,38,0,432689,0,0,0,2,1,2,1,-3652,2476,6128,39,True,0,0,38,DEF
18560,Anthony Knockaert,0,36,0,0,0,15,0,1,35,1.8,1,0,62,0,0,374,0,4,0,1.6,21883,10.4,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,90,0,0,10,0,0,0,0,6,0,38,0,32578,0,0,0,0,4,4,2,395,624,229,55,False,0,0,38,MID
18561,Anthony Martial,0,0,0,0,0,0,0,0,0,0.0,0,0,280,0,0,375,0,0,0,0.0,22101,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,18,0,0,0,0,0,0,38,0,154756,0,0,0,0,1,0,0,10136,12801,2665,78,True,0,0,38,FWD
18562,Antonio Martinez Lopez,0,0,0,0,0,0,0,0,0,0.0,0,0,567,0,0,380,0,0,0,0.0,22388,0.0,0,2018-05-13T14:00:00Z,13 May 15:00,0,0,0,0,0,7,0,0,0,0,0,0,38,0,2122,0,0,0,1,3,0,0,-11,8,19,50,True,0,0,38,
