assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_calibrating,price_change_hourly_rate,price_change_locked_until,price_change_percent,price_change_projections,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1998-08-27,0,4,True,True,75,100,0,0.0,1,465351,None,,0,0,0,0,1.5,199,63,1,2.73,None,,0,2,2.1,2.8,1,0.04,0.11,0.04,0.11,0.00,0.10,0.27,0.0,Matheus,1.0,280,97,0,0.0,0,False,0.9,238,89,389,False,3.8,229,94,Matheus Nunes,33,Unspecified injury - 75% chance of playing,2026-08-27T11:30:08.171622Z,60,90,10,p465351,0,0,5,0,,465351.jpg,1.0,280,97,False,-204,None,-5.4,"[{'offset': 0, 'projected_percent': '-5.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-22.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-33.1', 'likelihood': -2}]",2,0,173,False,0,0.0,https://www.mancity.com/news/mens/enzo-maresca-crystal-palace-press-conference-injury-news-63923408,[],Nunes,1.5,160,66,False,None,0,0.0,d,0,15,43,2023-09-01,4.0,142,47,1,2996,2996,13054,13054,0.2,0.2,Matheus N.,0
0,1997-05-14,0,11,True,True,None,None,0,0.0,6,171314,None,,0,0,0,0,17.9,67,21,6,6.0,None,,0,2,2.5,2.5,2,0.14,0.14,0.14,0.14,0.00,0.65,0.65,0.0,Rúben,2.0,139,48,1,1.0,0,False,4.4,92,31,390,False,24.4,67,29,Rúben Dias,90,,None,55,124,12,p171314,0,0,None,0,,171314.jpg,2.0,139,48,False,-27,None,-1.1,"[{'offset': 0, 'projected_percent': '-1.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-4.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-6.7', 'likelihood': -1}]",8,0,173,False,0,0.0,,[],dos Santos Gato Alves Dias,1.8,138,55,False,None,1,1.0,a,0,15,43,2020-09-29,2.0,175,62,2,8917,8917,11037,11037,0.4,0.4,Rúben,0
0,2002-01-23,1,28,True,True,None,None,0,0.0,5,477424,None,,0,0,0,0,13.3,97,29,7,7.0,None,,0,2,2.5,2.5,9,0.05,0.05,0.24,0.24,0.19,0.65,0.65,0.19,Joško,9.0,23,9,1,1.0,1,False,7.8,33,8,391,False,47.6,11,3,,90,,None,55,183,25,p477424,0,0,None,0,,477424.jpg,9.0,23,9,False,1418,None,66.4,"[{'offset': 0, 'projected_percent': '66.4', 'likelihood': 3}, {'offset': 1, 'projected_percent': '97.6', 'likelihood': 4}, {'offset': 2, 'projected_percent': '117.5', 'likelihood': 5}]",5,0,97,False,0,0.0,,[],Gvardiol,13.5,29,10,False,None,1,1.0,a,2,15,43,2023-08-05,17.0,59,17,9,193539,193539,30214,30214,1.6,1.6,Gvardiol,0
0,2001-06-06,0,0,True,True,None,None,0,0,0,448514,None,,0,0,0,0,0.0,564,201,0,0,None,,0,2,2.5,2.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Rayan,0.0,562,198,0,0,0,False,0.0,565,201,392,False,0.0,551,201,,0,,None,55,171,23,p448514,0,0,None,0,,448514.jpg,0.0,562,198,False,-128,None,-73.5,"[{'offset': 0, 'projected_percent': '-73.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-109.8', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-133.0', 'likelihood': -5}]",0,0,3,False,0,0,,[],Aït-Nouri,0.8,217,80,False,None,0,0,a,0,15,43,2025-06-09,0.0,546,195,0,2460,2460,14483,14483,0.0,0.0,Aït-Nouri,0
0,2004-02-29,0,14,True,True,None,None,0,0.0,2,578153,None,,0,0,0,0,3.4,161,48,4,4.0,None,,0,2,2.5,2.5,2,0.02,0.02,0.02,0.02,0.00,0.65,0.65,0.0,Abdukodir,2.0,149,50,1,1.0,0,False,2.0,180,69,393,False,17.0,101,43,,90,,None,55,216,32,p578153,0,0,None,0,,578153.jpg,2.0,149,50,False,-46,None,-17.0,"[{'offset': 0, 'projected_percent': '-17.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-23.0', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-26.8', 'likelihood': -2}]",6,0,231,False,0,0.0,,[],Khusanov,1.7,142,58,False,None,1,1.0,a,2,15,43,2025-01-20,0.0,570,201,2,5571,5571,12758,12758,0.4,0.4,Khusanov,0
0,2005-07-21,0,0,False,True,0,0,0,0,0,494307,None,,0,0,0,0,0.0,513,194,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Max,0.0,513,188,0,0,0,False,0.0,517,194,394,False,0.0,501,194,,0,Has joined Burnley on loan for the rest of the season,2026-08-18T14:11:56.324656Z,50,339,69,p494307,0,0,None,0,,494307.jpg,0.0,513,188,False,-1,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Alleyne,0.0,593,201,False,None,0,0,u,0,15,43,2022-12-16,0.0,470,185,0,0,0,336,336,0.0,0.0,Alleyne,0
0,2004-11-21,0,-1,True,True,None,None,0,0.0,2,477064,None,,0,0,0,0,3.8,156,47,2,3.21,None,,0,2,1.7,1.7,1,0.02,0.03,0.19,0.3,0.17,0.55,0.88,0.27,Rico,1.0,199,76,1,1.61,0,False,4.7,83,29,395,False,3.8,227,93,,56,,None,45,481,130,p477064,0,0,None,0,,477064.jpg,1.0,199,76,False,18,None,0.5,"[{'offset': 0, 'projected_percent': '0.5', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.2', 'likelihood': 1}]",0,0,241,False,0,0.0,,[],Lewis,0.2,315,119,False,None,1,1.61,a,0,15,43,2022-07-16,39.0,17,3,1,3169,3169,2227,2227,0.2,0.2,Lewis,0
0,2006-01-12,0,0,True,True,None,None,0,0,0,616222,None,,0,0,0,0,0.0,425,172,0,0,None,,0,2,1.7,1.7,0,0.00,0,0.00,0,0.00,0.00,0,0,Vitor,0.0,430,165,0,0,0,False,0.0,435,171,396,False,0.0,419,171,Vitor Reis,0,,None,45,534,149,p616222,0,0,None,0,,616222.jpg,0.0,430,165,False,-3,None,-22.3,"[{'offset': 0, 'projected_percent': '-22.3', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-50.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-69.0', 'likelihood': -3}]",0,0,30,False,0,0,,[],de Oliveira Nunes dos Reis,0.0,548,188,False,None,0,0,a,0,15,43,2025-01-21,0.0,366,155,0,92,92,206,206,0.0,0.0,Vitor Reis,0
0,2000-01-07,0,16,True,True,None,None,0,0.0,0,437730,None,,0,0,0,0,8.9,128,75,5,5.0,None,,0,3,2.9,2.9,2,0.02,0.02,0.08,0.08,0.06,0.65,0.65,0.06,Antoine,2.0,169,86,1,1.0,0,False,4.6,88,46,397,False,5.8,205,83,,90,,None,85,6,4,p437730,0,0,3,0,,437730.jpg,2.0,169,86,False,-1026,None,-17.7,"[{'offset': 0, 'projected_percent': '-17.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-27.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-33.6', 'likelihood': -2}]",4,0,81,False,0,0.0,,[],Semenyo,24.3,12,6,False,None,1,1.0,a,1,15,43,2026-01-09,31.0,28,14,2,41444,41444,145367,145367,0.2,0.2,Semenyo,0
0,2000-05-28,0,15,True,True,None,None,0,0.0,0,209244,3,,0,0,0,0,49.6,5,4,6,6.67,3,,0,3,2.5,2.5,1,0.40,0.44,0.52,0.57,0.12,0.65,0.72,0.13,Phil,1.0,290,140,1,1.11,0,False,7.5,37,22,398,False,10.4,163,60,,81,,None,70,24,15,p209244,0,0,None,0,,209244.jpg,1.0,290,140,False,-292,None,-24.4,"[{'offset': 0, 'projected_percent': '-24.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-40.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-51.1', 'likelihood': -3}]",3,0,241,False,0,0.0,,[],Foden,4.1,79,26,False,None,1,1.11,a,3,15,43,2016-12-05,15.0,71,39,1,16497,16497,38530,38530,0.1,0.1,Foden,1
2,2003-08-17,1,28,True,True,None,None,0,0.0,0,466052,1,,0,0,0,0,48.8,6,5,0,0.0,1,,0,3,2.6,2.6,8,0.50,1.67,0.50,1.67,0.00,0.10,0.33,0.0,Rayan,8.0,35,18,0,0.0,0,False,9.2,18,14,399,False,39.2,28,15,,27,,None,75,18,11,p466052,0,0,None,0,,466052.jpg,8.0,35,18,False,1442,None,63.6,"[{'offset': 0, 'projected_percent': '63.6', 'likelihood': 3}, {'offset': 1, 'projected_percent': '95.2', 'likelihood': 4}, {'offset': 2, 'projected_percent': '115.5', 'likelihood': 5}]",0,0,73,False,0,0.0,,[],Cherki,10.5,37,14,False,None,0,0.0,a,0,15,43,2025-06-10,4.0,146,75,8,173179,173179,35846,35846,1.1,1.1,Cherki,0
0,2002-05-27,0,0,True,True,0,0,0,0,0,248875,None,,0,0,0,0,0.0,613,269,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jérémy,0.0,609,268,0,0,0,False,0.0,613,269,400,False,0.0,612,268,,0,Calf injury - Expected back 5 Sep,2026-08-18T17:00:08.385597Z,75,17,10,p248875,0,0,4,0,,248875.jpg,0.0,609,268,False,-482,None,-97.9,"[{'offset': 0, 'projected_percent': '-97.9', 'likelihood': -4}, {'offset': 1, 'projected_percent': '-128.1', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-147.5', 'likelihood': -5}]",0,0,21,False,0,0,https://www.mancity.com/news/mens/enzo-maresca-bournemouth-premier-league-team-news-63922897,[],Doku,1.3,169,51,False,None,0,0,i,0,15,43,2023-08-24,0.0,613,269,0,468,468,63496,63496,0.0,0.0,Doku,0
0,1999-02-07,0,0,True,True,None,None,0,0,0,438234,None,,0,0,0,0,0.0,611,70,0,0,2,,0,4,2.2,2.2,0,0.00,0,0.00,0,0.00,0.00,0,0,Omar,0.0,607,69,0,0,0,False,0.0,611,70,401,False,0.0,609,69,Omar Marmoush,0,,None,70,27,9,p438234,0,0,2,0,,438234.jpg,0.0,607,69,False,144,None,2.4,"[{'offset': 0, 'projected_percent': '2.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '5.6', 'likelihood': 1}, {'offset': 2, 'projected_percent': '7.6', 'likelihood': 1}]",0,0,63,False,0,0,,[],Marmoush,1.1,181,27,False,None,0,0,a,0,15,43,2025-01-23,0.0,610,70,0,24740,24740,17401,17401,0.0,0.0,Marmoush,0
0,1996-06-22,0,0,False,True,0,0,0,0,0,220566,None,,0,0,0,0,0.0,604,264,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rodrigo 'Rodri',0.0,600,263,0,0,0,False,0.0,604,264,402,False,0.0,601,262,Rodri,0,Has joined Barcelona permanently,2026-07-23T12:01:23.675537Z,65,37,25,p220566,0,0,None,0,,220566.jpg,0.0,600,263,False,-2,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,200,False,0,0,,[],Hernandez Cascante,0.0,565,236,False,None,0,0,u,0,15,43,2019-07-04,0.0,602,262,0,0,0,772,772,0.0,0.0,Rodrigo,0
0,1998-07-29,0,0,False,True,0,0,0,0,0,433036,None,,0,0,0,0,0.0,590,254,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tijjani,0.0,586,253,0,0,0,False,0.0,590,254,404,False,0.0,585,251,,0,Has joined Al Qadsiah permanently,2026-08-20T14:02:58.154273Z,60,78,50,p433036,0,0,None,0,,433036.jpg,0.0,586,253,False,-24,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,152,False,0,0,,[],Reijnders,0.1,470,192,False,None,0,0,u,0,15,43,2025-06-10,0.0,583,247,0,0,0,5327,5327,0.0,0.0,Reijnders,0
0,2002-01-03,0,0,True,True,None,None,0,0,0,465694,None,,0,0,0,0,0.0,568,241,0,0,None,,0,3,2.0,2.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nico,0.0,565,239,0,0,0,False,0.0,569,239,405,False,0.0,555,233,,0,,None,55,178,108,p465694,0,0,None,0,,465694.jpg,0.0,565,239,False,2,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",0,0,200,False,0,0,,[],González Iglesias,0.2,378,145,False,None,0,0,a,0,15,43,2025-02-03,0.0,552,229,0,1593,1593,1553,1553,0.0,0.0,N.Gonzalez,0
0,1994-05-06,0,3,True,True,None,None,0,0.0,0,91651,None,,0,0,0,0,2.1,185,108,2,6.67,None,,0,3,2.0,2.0,1,0.01,0.03,0.01,0.03,0.00,0.10,0.33,0.0,Mateo,1.0,245,110,0,0.0,0,False,0.4,268,124,406,False,2.2,249,113,,27,,None,55,117,76,p91651,0,0,None,0,,91651.jpg,1.0,245,110,False,-2,None,-20.2,"[{'offset': 0, 'projected_percent': '-20.2', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-26.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-30.3', 'likelihood': -2}]",2,0,97,False,0,0.0,,[],Kovačić,0.1,434,172,False,None,0,0.0,a,0,15,43,2023-06-27,0.0,512,207,1,730,730,1139,1139,0.2,0.2,Kovačić,0
0,2006-01-02,0,0,True,True,None,None,0,0,0,575204,None,,0,0,0,0,0.0,532,222,0,0,None,,0,3,1.5,1.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Claudio,0.0,531,221,0,0,0,False,0.0,536,221,407,False,0.0,520,214,,0,,None,50,377,223,p575204,0,0,None,0,,575204.jpg,0.0,531,221,False,-1,None,-46.0,"[{'offset': 0, 'projected_percent': '-46.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-61.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-71.7', 'likelihood': -3}]",0,0,10,False,0,0,,[],Echeverri,0.0,558,231,False,None,0,0,a,0,15,43,2024-01-25,0.0,492,192,0,85,85,256,256,0.0,0.0,Echeverri,0
0,1995-12-02,0,0,False,True,0,0,0,0,0,155405,None,,0,0,0,0,0.0,451,178,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kalvin,0.0,453,175,0,0,0,False,0.0,459,175,408,False,0.0,443,168,,0,Has joined Sheffield United on loan for the rest of the season,2026-08-18T14:11:56.348781Z,50,244,147,p155405,0,0,None,0,,155405.jpg,0.0,453,175,False,0,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Phillips,0.0,592,253,False,None,0,0,u,0,15,43,2022-07-04,0.0,391,137,0,0,0,281,281,0.0,0.0,Phillips,0
0,2007-08-22,0,0,True,True,None,None,0,0,0,590039,None,,0,0,0,0,0.0,418,162,0,0,None,,0,3,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Divine,0.0,423,159,0,0,0,False,0.0,428,159,409,False,0.0,412,152,,0,,None,45,525,261,p590039,0,0,None,0,,590039.jpg,0.0,423,159,False,-9,None,-32.5,"[{'offset': 0, 'projected_percent': '-32.5', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-44.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-51.4', 'likelihood': -3}]",0,0,241,False,0,0,,[],Mukasa,0.2,360,134,False,None,0,0,a,0,15,43,2025-08-07,0.0,358,120,0,861,861,2215,2215,0.0,0.0,Mukasa,0
0,2009-07-10,0,0,True,True,None,None,0,0,0,649208,None,,0,0,0,0,0.0,538,226,0,0,None,,0,3,1.5,1.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Jeremy,0.0,536,224,0,0,0,False,0.0,541,224,410,False,0.0,525,217,,0,,None,50,392,234,p649208,0,0,None,0,,649208.jpg,0.0,536,224,False,0,None,-50.5,"[{'offset': 0, 'projected_percent': '-50.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-50.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-50.5', 'likelihood': -3}]",0,0,241,False,0,0,,[],Monga,0.0,566,237,False,None,0,0,a,0,15,43,2026-07-11,0.0,503,200,0,74,74,253,253,0.0,0.0,Monga,0
0,2000-07-21,0,6,True,True,None,None,0,0.0,0,223094,None,,0,0,0,0,5.2,145,17,3,3.0,None,,0,4,4.0,4.0,2,0.02,0.02,0.76,0.76,0.74,0.65,0.65,0.74,Erling,2.0,172,18,1,1.0,0,False,5.9,55,9,411,False,3.8,230,16,,90,,None,155,1,1,p223094,0,0,1,0,,223094.jpg,2.0,172,18,False,-321,None,-2.3,"[{'offset': 0, 'projected_percent': '-2.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-3.3', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-4.0', 'likelihood': -1}]",3,0,161,False,0,0.0,,[],Haaland,67.9,1,1,False,None,1,1.0,a,0,15,43,2022-07-01,50.0,7,3,2,59308,59308,89625,89625,0.1,0.1,Haaland,0
0,2002-11-06,0,14,True,True,100,None,0,0.0,1,215379,2,,-1,1,-1,1,20.8,62,40,6,8.71,None,,0,3,2.3,2.3,2,0.25,0.36,0.25,0.36,0.00,0.55,0.8,0.0,Elliot,2.0,160,80,1,1.45,0,False,2.8,142,64,481,False,7.2,187,74,,62,,2026-08-23T17:00:07.952697Z,64,52,36,p215379,0,0,None,0,,215379.jpg,2.0,160,80,False,-471,None,-1.6,"[{'offset': 0, 'projected_percent': '-1.6', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-11.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-18.4', 'likelihood': -1}]",3,0,241,False,0,0.0,,[],Anderson,6.1,63,20,False,None,1,1.45,a,2,15,43,2026-07-02,0.0,597,257,2,7637,7637,141620,141620,0.3,0.3,Anderson,0
0,1992-05-20,0,0,True,True,None,None,0,0,0,106921,None,,0,0,0,0,0.0,442,51,0,0,None,,0,1,2.6,2.6,0,0.00,0,0.00,0,0.00,0.00,0,0,Gerónimo,0.0,446,62,0,0,0,False,0.0,451,62,587,False,0.0,435,62,,0,,None,50,235,8,p106921,0,0,None,0,,106921.jpg,0.0,446,62,False,-2,None,-4.5,"[{'offset': 0, 'projected_percent': '-4.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-26.9', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-41.3', 'likelihood': -3}]",0,0,10,False,0,0,,[],Rulli,0.0,549,63,False,None,0,0,a,0,15,43,2026-08-12,0.0,383,51,0,85,85,200,200,0.0,0.0,Rulli,0
0,2007-10-02,0,0,True,True,None,None,0,0,0,637238,None,,0,0,0,0,0.0,582,251,0,0,None,,0,3,2.0,2.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ayyoub,0.0,579,249,0,0,0,False,0.0,584,251,616,False,0.0,572,246,,0,,None,55,221,138,p637238,0,0,None,0,,637238.jpg,0.0,579,249,False,0,2026-09-09T14:56:53.434190Z,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,145,False,0,0,,[],Bouaddi,0.0,542,224,False,None,0,0,a,0,15,43,2026-08-26,0.0,573,243,0,1598,1598,157,157,0.0,0.0,Bouaddi,0
0,1997-05-07,0,13,True,True,100,100,0,0.0,0,166989,None,,0,0,0,0,11.3,117,69,5,6.82,None,,0,3,2.2,2.2,2,0.11,0.15,0.15,0.2,0.04,0.94,1.28,0.05,Youri,2.0,150,73,2,2.73,0,False,2.0,182,82,43,False,5.0,214,90,,66,,2026-07-23T12:01:23.321726Z,60,62,41,p166989,0,0,3,0,,166989.jpg,2.0,150,73,False,-115,None,-41.6,"[{'offset': 0, 'projected_percent': '-41.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-52.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-59.8', 'likelihood': -3}]",5,0,21,False,0,0.0,,[],Tielemans,2.4,119,37,False,None,1,1.36,a,0,16,1,2026-07-14,4.0,139,69,2,11114,11114,31419,31419,0.3,0.3,Tielemans,0
0,2004-01-03,0,0,True,True,0,0,0,0,0,535301,None,,0,0,0,0,0.0,520,212,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Carlos,0.0,519,211,0,0,0,False,0.0,523,210,131,False,0.0,507,203,,0,Ankle injury - Unknown return date,2026-08-06T16:00:10.997714Z,50,360,209,p535301,0,0,None,0,,535301.jpg,0.0,519,211,False,-21,None,-16.8,"[{'offset': 0, 'projected_percent': '-16.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-26.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-32.5', 'likelihood': -2}]",0,0,38,False,0,0,,[],Baleba,0.2,356,131,False,None,0,0,i,0,16,1,2026-08-25,0.0,478,180,0,2219,2219,3952,3952,0.0,0.0,Baleba,0
0,2004-05-03,0,17,True,True,None,None,0,0.0,3,532605,None,,0,0,0,0,4.2,151,89,9,12.27,None,,0,3,1.5,1.5,2,0.23,0.31,0.23,0.31,0.00,0.94,1.28,0.0,Andrey,2.0,133,60,2,2.73,0,False,1.8,191,85,162,False,11.4,151,51,Andrey Santos,66,,None,50,359,208,p532605,0,0,None,0,,532605.jpg,2.0,133,60,False,-35,None,-30.3,"[{'offset': 0, 'projected_percent': '-30.3', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-38.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-43.6', 'likelihood': -3}]",5,0,30,False,0,0.0,,[],Nascimento dos Santos,1.0,198,64,False,None,1,1.36,a,1,16,1,2026-07-13,2.0,174,86,2,6717,6717,13567,13567,0.4,0.4,Andrey Santos,0
0,1990-10-08,0,0,True,True,100,75,0,0,0,59735,None,,0,0,0,0,0.0,336,21,0,0,None,,0,1,1.9,1.4,0,0.00,0,0.00,0,0.00,0.00,0,0,Karl,0.0,348,41,0,0,0,False,0.0,352,41,325,False,0.0,335,41,,0,,2026-07-23T12:01:23.549136Z,45,403,22,p59735,0,0,None,0,,59735.jpg,0.0,348,41,False,0,None,-1.1,"[{'offset': 0, 'projected_percent': '-1.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-1.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-1.1', 'likelihood': -1}]",0,0,244,False,0,0,,[],Darlow,0.0,509,54,False,None,0,0,a,0,16,1,2026-06-14,0.0,260,21,0,210,210,228,228,0.0,0.0,Darlow,0
0,2002-07-07,0,7,True,True,None,None,0,0.0,2,465247,None,,0,0,0,0,0.0,498,61,0,0.0,None,,0,1,2.6,2.6,1,0.00,0.0,0.00,0.0,0.00,1.01,1.01,0.0,Senne,1.0,217,18,2,2.0,0,False,2.0,178,12,412,False,20.2,82,12,,90,,None,50,317,18,p465247,0,0,None,0,,465247.jpg,1.0,217,18,False,-210,None,-11.2,"[{'offset': 0, 'projected_percent': '-11.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-14.3', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-16.2', 'likelihood': -1}]",8,0,21,False,2,2.0,,[],Lammens,15.6,26,5,False,None,1,1.0,a,0,16,1,2025-09-01,0.0,452,61,1,29078,29078,78874,78874,0.2,0.2,Lammens,0
0,1998-04-14,0,0,False,True,0,0,0,0,0,451302,None,,0,0,0,0,0.0,377,37,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Altay,0.0,388,54,0,0,0,False,0.0,390,54,413,False,0.0,373,54,,0,Has joined Celta Vigo on loan for the rest of the season,2026-08-10T14:02:28.608415Z,45,470,38,p451302,0,0,None,0,,451302.jpg,0.0,388,54,False,-3,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,219,False,0,0,,[],Bayındır,0.0,555,64,False,None,0,0,u,0,16,1,2023-09-01,0.0,310,37,0,0,0,556,556,0.0,0.0,Bayindir,0
0,1986-04-15,0,0,True,True,0,0,0,0,0,21205,None,,0,0,0,0,0.0,277,1,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,293,21,0,0,0,False,0.0,296,21,414,False,0.0,280,21,,0,Hamstring injury - Unknown return date,2026-08-15T16:00:07.854151Z,40,543,49,p21205,0,0,None,0,,21205.jpg,0.0,293,21,False,-3,None,-14.7,"[{'offset': 0, 'projected_percent': '-14.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-17.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-19.0', 'likelihood': -1}]",0,0,241,False,0,0,,[],Heaton,0.1,431,48,False,None,0,0,i,0,16,1,2021-07-02,0.0,195,1,0,188,188,945,945,0.0,0.0,Heaton,0
0,2004-10-26,0,-11,True,True,None,None,0,0.0,1,596777,None,,0,0,0,0,1.2,217,122,1,2.0,None,,0,3,2.2,2.2,0,0.03,0.06,0.50,1.0,0.47,0.92,1.84,0.94,Patrick,0.0,595,258,2,4.0,0,False,0.7,250,112,415,False,0.0,596,257,,45,,None,60,107,68,p596777,0,0,None,0,,596777.jpg,0.0,595,258,False,-188,None,-93.1,"[{'offset': 0, 'projected_percent': '-93.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-131.3', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-155.7', 'likelihood': -5}]",0,0,58,False,0,0.0,,[],Dorgu,1.1,184,58,False,None,1,2.0,a,0,16,1,2025-02-02,16.0,66,36,0,4213,4213,24735,24735,0.0,0.0,Dorgu,1
