name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,GW
Fábio Freitas Gouveia Carvalho,MID,Brentford,0.0,0,0,0,0,0.0,123,0.00,0.00,0.00,0.00,274,0,0,0.0,0.0,2026-02-28T15:00:00Z,0,False,3,0,0,0,0,28,0,13960,0,4,3,0.0,0,-46,17,63,47,False,0,0,0,0,0,28
Sean Neave,FWD,Newcastle,0.0,0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,279,0,0,0.0,0.0,2026-02-28T15:00:00Z,0,False,9,0,0,0,0,28,0,32940,0,3,2,0.0,0,4,488,484,43,True,0,0,0,0,0,28
Luis Díaz Marulanda,MID,Liverpool,0.0,0,0,0,0,0.0,383,0.00,0.00,0.00,0.00,277,0,0,0.0,0.0,2026-02-28T15:00:00Z,0,False,19,0,0,0,0,28,0,5530,0,2,5,0.0,0,-7,0,7,80,True,0,0,0,0,0,28
Joe Hodge,MID,Wolves,0.0,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,280,0,0,0.0,0.0,2026-02-27T20:00:00Z,0,False,2,0,0,0,0,28,0,3277,0,0,2,0.0,0,-12,0,12,45,True,0,0,0,0,0,28
Sander Berge,MID,Fulham,0.0,0,0,13,0,2.8,330,0.01,0.01,0.00,0.88,275,1,0,0.9,5.8,2026-03-01T14:00:00Z,90,False,18,0,0,0,0,28,0,10141,1,1,2,0.0,2,71,248,177,49,True,0,2,8,6,0,28
Tanaka Ao,MID,Leeds,0.0,0,0,0,0,0.0,358,0.00,0.00,0.00,0.00,276,0,0,0.0,0.0,2026-02-28T17:30:00Z,0,False,13,0,0,0,0,28,0,25526,0,1,0,0.0,0,-779,195,974,48,True,0,0,0,0,0,28
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0.0,503,0.00,0.00,0.00,0.00,273,0,0,0.0,0.0,2026-03-01T14:00:00Z,0,False,6,0,0,0,0,28,0,8116,0,1,2,0.0,0,-26,0,26,40,False,0,0,0,0,0,28
Matty Cash,DEF,Aston Villa,0.0,0,0,11,0,33.9,36,0.07,0.07,0.00,0.86,280,2,0,5.7,23.0,2026-02-27T20:00:00Z,90,False,20,0,0,0,0,28,0,1437246,1,0,2,0.0,0,1715,48237,46522,49,False,1,2,7,6,5,28
Bendito Mantato,MID,Man Utd,0.0,0,0,0,0,0.0,769,0.00,0.00,0.00,0.00,278,0,0,0.0,0.0,2026-03-01T14:00:00Z,0,False,8,0,0,0,0,28,0,505,0,1,2,0.0,0,5,23,18,45,True,0,0,0,0,0,28
Bruno Borges Fernandes,MID,Man Utd,0.0,1,3,47,0,96.3,449,0.41,1.27,0.86,0.38,278,1,1,20.8,74.0,2026-03-01T14:00:00Z,90,False,8,0,0,0,0,28,0,4876001,1,1,2,38.0,13,72430,126022,53592,99,True,0,1,2,1,0,28
Stefanos Tzimas,FWD,Brighton,0.0,0,0,0,0,0.0,180,0.00,0.00,0.00,0.00,273,0,0,0.0,0.0,2026-03-01T14:00:00Z,0,False,16,0,0,0,0,28,0,9582,0,1,2,0.0,0,-45,24,69,52,True,0,0,0,0,0,28
Daniel Bentley,GK,Wolves,0.0,0,0,0,0,0.0,629,0.00,0.00,0.00,0.00,280,0,0,0.0,0.0,2026-02-27T20:00:00Z,0,False,2,0,0,0,0,28,0,62489,0,0,2,0.0,0,248,629,381,39,True,0,0,0,0,0,28
Marcus Rashford,MID,Man Utd,0.0,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,278,0,0,0.0,0.0,2026-03-01T14:00:00Z,0,False,8,0,0,0,0,28,0,1963,0,1,2,0.0,0,-2,0,2,70,True,0,0,0,0,0,28
TJ Carroll,DEF,Aston Villa,0.0,0,0,0,0,0.0,781,0.00,0.00,0.00,0.00,280,0,0,0.0,0.0,2026-02-27T20:00:00Z,0,False,20,0,0,0,0,28,0,1426,0,0,2,0.0,0,15,67,52,40,False,0,0,0,0,0,28
Rico Henry,DEF,Brentford,0.0,1,0,18,0,26.9,109,0.08,0.08,0.00,0.97,274,3,0,6.8,33.2,2026-02-28T15:00:00Z,90,False,3,0,0,0,0,28,0,24929,1,4,3,8.0,4,2156,2832,676,43,False,0,2,4,4,2,28
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,0,0.0,51,0.00,0.00,0.00,0.00,280,0,0,0.0,0.0,2026-02-27T20:00:00Z,0,False,20,0,0,0,0,28,0,2444,0,0,2,0.0,0,-5,0,5,55,False,0,0,0,0,0,28
Abdallah Sima,MID,Brighton,0.0,0,0,0,0,0.0,165,0.00,0.00,0.00,0.00,273,0,0,0.0,0.0,2026-03-01T14:00:00Z,0,False,16,0,0,0,0,28,0,1433,0,1,2,0.0,0,-3,0,3,54,True,0,0,0,0,0,28
Tosin Adarabioyo,DEF,Chelsea,0.0,0,0,4,0,0.0,232,0.00,0.00,0.00,0.00,271,0,0,0.0,0.0,2026-03-01T16:30:00Z,1,False,1,0,0,0,0,28,0,32501,0,1,2,0.0,1,261,515,254,40,False,0,2,2,0,0,28
Sam Greenwood,MID,Leeds,0.0,0,0,0,0,0.0,355,0.00,0.00,0.00,0.00,276,0,0,0.0,0.0,2026-02-28T17:30:00Z,0,False,13,0,0,0,0,28,0,4178,0,1,0,0.0,0,-7,0,7,49,True,0,0,0,0,0,28
Jarrad Branthwaite,DEF,Everton,0.0,0,0,19,0,0.3,290,0.00,0.04,0.04,1.03,279,2,1,8.6,52.4,2026-02-28T15:00:00Z,90,False,15,0,0,0,0,28,0,30064,1,3,2,33.0,9,1843,2670,827,53,False,0,9,11,3,2,28
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,0,0.0,111,0.00,0.00,0.00,0.00,274,0,0,0.0,0.0,2026-02-28T15:00:00Z,0,False,3,0,0,0,0,28,0,14659,0,4,3,0.0,0,23,243,220,42,False,0,0,0,0,0,28
Wellity Lucky,DEF,Liverpool,0.0,0,0,0,0,0.0,760,0.00,0.00,0.00,0.00,277,0,0,0.0,0.0,2026-02-28T15:00:00Z,0,False,19,0,0,0,0,28,0,2042,0,2,5,0.0,0,-25,52,77,40,True,0,0,0,0,0,28
Alex Cairns,GK,Leeds,0.0,0,0,0,0,0.0,340,0.00,0.00,0.00,0.00,276,0,0,0.0,0.0,2026-02-28T17:30:00Z,0,False,13,0,0,0,0,28,0,19506,0,1,0,0.0,0,-137,88,225,39,True,0,0,0,0,0,28
Mateo Joseph Fernández-Regatillo,FWD,Leeds,0.0,0,0,0,0,0.0,364,0.00,0.00,0.00,0.00,276,0,0,0.0,0.0,2026-02-28T17:30:00Z,0,False,13,0,0,0,0,28,0,1247,0,1,0,0.0,0,-1,0,1,50,True,0,0,0,0,0,28
Kai Havertz,FWD,Arsenal,0.0,0,0,4,0,0.0,30,0.00,0.00,0.00,0.05,271,0,0,0.0,0.0,2026-03-01T16:30:00Z,14,False,7,0,0,0,0,28,0,66912,0,1,2,0.0,1,-15020,234,15254,73,True,0,0,2,1,1,28
Raúl Jiménez Rodríguez,FWD,Fulham,0.0,0,0,10,0,15.2,337,0.02,0.45,0.43,0.65,275,1,0,3.2,6.2,2026-03-01T14:00:00Z,72,False,18,0,0,0,0,28,0,325677,1,1,2,11.0,2,96216,105512,9296,61,True,0,2,5,1,2,28
Brian Brobbey,FWD,Sunderland,0.0,0,0,0,0,0.0,730,0.00,0.00,0.00,0.00,272,0,0,0.0,0.0,2026-02-28T12:30:00Z,0,False,4,0,0,0,0,28,0,130602,0,1,1,0.0,0,-39603,2052,41655,55,False,0,0,0,0,0,28
Evann Guessand,MID,Crystal Palace,0.0,0,0,3,0,0.8,677,0.01,0.01,0.00,0.83,278,1,0,0.7,4.4,2026-03-01T14:00:00Z,32,False,14,0,0,0,0,28,0,6453,0,1,2,2.0,1,621,846,225,62,False,0,0,5,3,2,28
Kaye Furo,FWD,Brentford,0.0,0,0,0,0,0.0,797,0.00,0.00,0.00,0.00,274,0,0,0.0,0.0,2026-02-28T15:00:00Z,0,False,3,0,0,0,0,28,0,1870,0,4,3,0.0,0,-1,182,183,45,False,0,0,0,0,0,28
Antony dos Santos,MID,Man Utd,0.0,0,0,0,0,0.0,454,0.00,0.00,0.00,0.00,278,0,0,0.0,0.0,2026-03-01T14:00:00Z,0,False,8,0,0,0,0,28,0,7354,0,1,2,0.0,0,-8,0,8,59,True,0,0,0,0,0,28
Tyler Onyango,MID,Everton,0.0,0,0,0,0,0.0,704,0.00,0.00,0.00,0.00,279,0,0,0.0,0.0,2026-02-28T15:00:00Z,0,False,15,0,0,0,0,28,0,6413,0,3,2,0.0,0,-13,0,13,45,False,0,0,0,0,0,28
Reinildo Mandava,DEF,Sunderland,0.0,0,0,0,0,0.0,541,0.00,0.00,0.00,0.00,286,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,11,0,0,0,0,29,0,384728,0,1,0,0.0,0,-14842,1187,16029,38,False,0,0,0,0,0,29
Lorenzo Lucca,FWD,Nott'm Forest,0.3,0,0,0,0,0.0,805,0.00,0.00,0.00,0.00,287,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,13,0,0,0,0,29,0,2594,0,2,2,0.0,0,-614,139,753,55,False,0,0,0,0,0,29
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0.0,57,0.00,0.00,0.00,0.00,281,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,7,0,0,0,0,29,0,3136,0,4,1,0.0,0,-2,0,2,50,True,0,0,0,0,0,29
Ryan Christie,MID,Bournemouth,1.3,0,0,16,1,14.5,87,0.10,0.12,0.02,0.17,282,0,0,3.1,11.0,2026-03-03T19:30:00Z,73,False,5,0,0,0,0,29,0,7797,1,0,0,5.0,3,-76,131,207,49,True,0,3,11,6,2,29
Leo Shahar,DEF,Newcastle,-0.5,0,0,0,0,0.0,765,0.00,0.00,0.00,0.00,288,0,0,0.0,0.0,2026-03-04T20:15:00Z,0,False,14,0,0,0,0,29,0,3457,0,1,2,0.0,0,-28,134,162,40,True,0,0,0,0,0,29
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0.0,216,0.00,0.00,0.00,0.00,284,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,9,0,0,0,0,29,0,2879,0,0,2,0.0,0,-19,48,67,48,False,0,0,0,0,0,29
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0.0,612,0.00,0.00,0.00,0.00,285,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,10,0,0,0,0,29,0,142401,0,1,0,0.0,0,-1575,0,1575,59,False,0,0,0,0,0,29
Jorrel Hato,DEF,Chelsea,1.2,0,0,11,0,0.8,672,0.00,0.04,0.04,0.78,281,1,0,1.6,11.4,2026-03-04T19:30:00Z,90,False,2,0,0,0,0,29,0,23045,1,4,1,4.0,2,-10,456,466,46,False,0,2,4,2,2,29
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,282,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,4,0,0,0,0,29,0,4166,0,0,0,0.0,0,-38,0,38,44,False,0,0,0,0,0,29
Bashir Humphreys,DEF,Burnley,1.3,0,0,5,0,1.8,193,0.01,0.01,0.00,1.30,284,2,0,1.6,14.6,2026-03-03T19:30:00Z,90,False,9,0,0,0,0,29,0,18132,1,0,2,0.0,0,489,1300,811,39,False,1,6,8,3,2,29
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0.0,92,0.00,0.00,0.00,0.00,282,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,5,0,0,0,0,29,0,7893,0,0,0,0.0,0,-42,0,42,45,True,0,0,0,0,0,29
Enock Agyei,MID,Burnley,-0.5,0,0,0,0,0.0,203,0.00,0.00,0.00,0.00,284,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,9,0,0,0,0,29,0,6013,0,0,2,0.0,0,-54,74,128,47,False,0,0,0,0,0,29
Callum Bates,MID,Everton,0.5,0,0,0,0,0.0,306,0.00,0.00,0.00,0.00,284,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,3,0,0,0,0,29,0,12863,0,0,2,0.0,0,-48,427,475,43,True,0,0,0,0,0,29
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0.0,289,0.00,0.00,0.00,0.00,284,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,3,0,0,0,0,29,0,12091,0,0,2,0.0,0,-103,0,103,39,True,0,0,0,0,0,29
Etienne Green,GK,Burnley,0.0,0,0,0,0,0.0,184,0.00,0.00,0.00,0.00,284,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,9,0,0,0,0,29,0,20966,0,0,2,0.0,0,-104,0,104,40,False,0,0,0,0,0,29
Destiny Udogie,DEF,Spurs,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,289,0,0,0.0,0.0,2026-03-05T20:00:00Z,0,False,8,0,0,0,0,29,0,38598,0,3,1,0.0,0,-349,19,368,43,True,0,0,0,0,0,29
Simon Moore,GK,Sunderland,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,286,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,11,0,0,0,0,29,0,46708,0,1,0,0.0,0,-105,204,309,39,False,0,0,0,0,0,29
Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0.0,96,0.00,0.00,0.00,0.00,282,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,5,0,0,0,0,29,0,3899,0,0,0,0.0,0,-10,0,10,45,True,0,0,0,0,0,29
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,592,0.00,0.00,0.00,0.00,289,0,0,0.0,0.0,2026-03-05T20:00:00Z,0,False,8,0,0,0,0,29,0,420,0,3,1,0.0,0,-2,0,2,50,True,0,0,0,0,0,29
Pape Matar Sarr,MID,Spurs,2.0,0,0,12,0,7.3,593,0.01,0.11,0.10,1.78,289,3,0,3.0,7.2,2026-03-05T20:00:00Z,90,False,8,0,0,0,0,29,0,146402,1,3,1,15.0,1,4484,9735,5251,45,True,1,4,11,5,2,29
Hákon Rafn Valdimarsson,GK,Brentford,0.2,0,0,0,0,0.0,105,0.00,0.00,0.00,0.00,282,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,4,0,0,0,0,29,0,78570,0,0,0,0.0,0,225,739,514,39,False,0,0,0,0,0,29
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0.0,460,0.00,0.00,0.00,0.00,288,0,0,0.0,0.0,2026-03-04T20:15:00Z,0,False,15,0,0,0,0,29,0,3302,0,1,2,0.0,0,-16,0,16,45,False,0,0,0,0,0,29
Marcos Senesi Barón,DEF,Bournemouth,6.7,0,3,31,1,0.7,72,0.04,0.04,0.00,0.40,282,0,0,1.9,18.4,2026-03-03T19:30:00Z,90,False,5,0,0,0,0,29,0,2136677,1,0,0,0.0,11,42148,76296,34148,49,True,0,8,10,4,2,29
Adam Armstrong,FWD,Wolves,1.2,0,0,5,0,0.6,817,0.00,0.00,0.00,1.17,290,0,0,0.9,6.2,2026-03-03T20:15:00Z,59,False,12,0,0,0,0,29,0,7723,1,1,2,2.0,1,-653,1109,1762,54,True,0,3,5,1,1,29
Tyler Morton,MID,Liverpool,0.0,0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,290,0,0,0.0,0.0,2026-03-03T20:15:00Z,0,False,20,0,0,0,0,29,0,268,0,1,2,0.0,0,0,0,0,45,False,0,0,0,0,0,29
Alexis Mac Allister,MID,Liverpool,7.8,0,0,11,0,26.5,386,0.05,0.13,0.08,0.44,290,2,0,5.1,14.6,2026-03-03T20:15:00Z,90,False,20,0,0,0,0,29,0,275119,1,1,2,10.0,2,83834,87562,3728,62,False,0,3,8,1,4,29
André Trindade da Costa Neto,MID,Wolves,3.4,0,3,46,0,15.2,643,0.05,0.11,0.06,1.83,290,1,1,8.0,57.4,2026-03-03T20:15:00Z,90,False,12,0,0,0,0,29,0,9612,1,1,2,7.0,12,300,577,277,52,True,0,4,20,11,5,29
Harrison Ashby,DEF,Newcastle,0.0,0,0,0,0,0.0,482,0.00,0.00,0.00,0.00,288,0,0,0.0,0.0,2026-03-04T20:15:00Z,0,False,14,0,0,0,0,29,0,14440,0,1,2,0.0,0,-86,0,86,39,True,0,0,0,0,0,29
Samuel Amissah,DEF,Fulham,0.0,0,0,0,0,0.0,323,0.00,0.00,0.00,0.00,285,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,19,0,0,0,0,29,0,18588,0,1,0,0.0,0,-37,142,179,38,True,0,0,0,0,0,29
Luís Hemir Silva Semedo,FWD,Sunderland,0.0,0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,286,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,11,0,0,0,0,29,0,10632,0,1,0,0.0,0,-24,0,24,44,False,0,0,0,0,0,29
Adama Traoré Diarra,MID,West Ham,0.7,0,0,1,0,0.0,326,0.00,0.00,0.00,0.05,285,0,0,0.0,0.0,2026-03-04T19:30:00Z,2,False,10,0,0,0,0,29,0,20181,0,1,0,0.0,1,-259,234,493,51,False,0,0,0,0,0,29
Yasin Ayari,MID,Brighton,-0.8,0,0,-3,0,0.6,166,0.00,0.00,0.00,0.04,283,0,0,0.1,0.2,2026-03-04T19:30:00Z,12,False,1,0,0,0,0,29,0,54336,0,1,0,0.0,0,-6346,220,6566,48,True,1,1,2,1,0,29
Mateo Kovačić,MID,Man City,0.0,0,0,0,0,0.0,422,0.00,0.00,0.00,0.00,287,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,16,0,0,0,0,29,0,2430,0,2,2,0.0,0,-7,6,13,58,True,0,0,0,0,0,29
Thierno Barry,FWD,Everton,3.5,0,0,4,0,0.5,310,0.00,0.00,0.00,0.71,284,0,0,0.8,3.2,2026-03-03T19:30:00Z,7,False,3,0,0,0,0,29,0,143189,0,0,2,4.0,1,7443,16832,9389,57,True,0,1,2,0,1,29
Ollie Scarles,DEF,West Ham,0.0,0,0,0,0,0.0,608,0.00,0.00,0.00,0.00,285,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,10,0,0,0,0,29,0,4913,0,1,0,0.0,0,-88,28,116,43,False,0,0,0,0,0,29
Rico Lewis,DEF,Man City,0.5,0,0,0,0,0.0,410,0.00,0.00,0.00,0.00,287,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,16,0,0,0,0,29,0,156775,0,2,2,0.0,0,-313,786,1099,46,True,0,0,0,0,0,29
Brenden Aaronson,MID,Leeds,2.3,0,0,7,0,1.8,350,0.01,0.11,0.10,0.86,286,1,0,1.8,2.2,2026-03-03T19:30:00Z,73,False,17,0,0,0,0,29,0,87971,1,1,0,14.0,2,3662,10515,6853,54,True,0,1,5,3,1,29
Eliezer Mayenda Dossou,FWD,Sunderland,2.8,0,0,-3,0,0.1,561,0.00,0.00,0.00,0.42,286,0,0,0.0,0.0,2026-03-03T19:30:00Z,55,False,11,0,0,0,0,29,0,68541,1,1,0,0.0,1,3239,3856,617,52,False,0,0,1,1,0,29
Seth Ridgeon,MID,Fulham,0.0,0,0,0,0,0.0,770,0.00,0.00,0.00,0.00,285,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,19,0,0,0,0,29,0,567,0,1,0,0.0,0,4,25,21,45,True,0,0,0,0,0,29
Steven Benda,GK,Fulham,0.0,0,0,0,0,0.0,315,0.00,0.00,0.00,0.00,285,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,19,0,0,0,0,29,0,966,0,1,0,0.0,0,-26,0,26,40,True,0,0,0,0,0,29
Myles Lewis-Skelly,DEF,Arsenal,1.0,0,0,0,0,0.0,10,0.00,0.00,0.00,0.00,283,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,6,0,0,0,0,29,0,182842,0,1,0,0.0,0,-713,443,1156,51,False,0,0,0,0,0,29
Hugo Bueno López,DEF,Wolves,2.8,0,0,-1,0,0.8,633,0.01,0.01,0.00,0.62,290,1,0,0.7,4.0,2026-03-03T20:15:00Z,11,False,12,0,0,0,0,29,0,29933,0,1,2,2.0,1,1827,3482,1655,43,True,0,1,2,0,1,29
Milan Aleksić,MID,Sunderland,0.0,0,0,0,0,0.0,546,0.00,0.00,0.00,0.00,286,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,11,0,0,0,0,29,0,2168,0,1,0,0.0,0,-6,16,22,49,False,0,0,0,0,0,29
Toti Gomes,DEF,Wolves,0.6,0,0,0,0,0.0,637,0.00,0.00,0.00,0.00,290,0,0,0.0,0.0,2026-03-03T20:15:00Z,0,False,12,0,0,0,0,29,0,10492,0,1,2,0.0,0,389,465,76,42,True,0,0,0,0,0,29
Ismaïla Sarr,MID,Crystal Palace,5.2,0,3,42,0,1.4,267,0.01,1.17,1.16,1.58,289,1,2,12.1,75.8,2026-03-05T20:00:00Z,90,False,18,0,0,0,0,29,0,443075,1,3,1,44.0,15,-25700,11558,37258,63,False,0,3,5,1,1,29
Abdukodir Khusanov,DEF,Man City,1.3,0,0,2,0,1.4,406,0.01,0.01,0.00,0.15,287,0,0,0.3,1.2,2026-03-04T19:30:00Z,13,False,16,0,0,0,0,29,0,45991,0,2,2,0.0,1,-1004,648,1652,54,True,0,0,0,1,0,29
André Onana,GK,Man Utd,0.0,0,0,0,0,0.0,432,0.00,0.00,0.00,0.00,288,0,0,0.0,0.0,2026-03-04T20:15:00Z,0,False,15,0,0,0,0,29,0,18326,0,1,2,0.0,0,-31,0,31,49,False,0,0,0,0,0,29
Rio Cardines,MID,Crystal Palace,0.0,0,0,0,0,0.0,690,0.00,0.00,0.00,0.00,289,0,0,0.0,0.0,2026-03-05T20:00:00Z,0,False,18,0,0,0,0,29,0,33794,0,3,1,0.0,0,-56,62,118,44,False,0,0,0,0,0,29
Alejandro Garnacho Ferreyra,MID,Chelsea,2.8,1,1,31,0,71.9,453,0.86,1.32,0.46,0.78,281,1,0,15.9,42.4,2026-03-04T19:30:00Z,90,False,2,0,0,0,0,29,0,58712,1,4,1,45.0,6,-646,996,1642,64,False,0,0,6,2,4,29
Tammy Abraham,FWD,Aston Villa,2.0,0,0,1,0,1.3,808,0.00,0.25,0.25,0.37,281,0,0,0.8,0.2,2026-03-04T19:30:00Z,19,False,7,0,0,0,0,29,0,41380,0,4,1,6.0,1,-11050,1981,13031,60,True,0,0,1,0,1,29
Dan Neil,MID,Sunderland,0.0,0,0,0,0,0.0,549,0.00,0.00,0.00,0.00,286,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,11,0,0,0,0,29,0,3644,0,1,0,0.0,0,-26,0,26,48,False,0,0,0,0,0,29
Kiernan Dewsbury-Hall,MID,Everton,6.8,0,1,36,1,7.3,242,0.03,0.63,0.60,0.79,284,0,1,8.3,39.4,2026-03-03T19:30:00Z,90,False,3,0,0,0,0,29,0,626380,1,0,2,36.0,9,171511,179906,8395,50,True,0,1,8,5,2,29
Kieran Trippier,DEF,Newcastle,1.8,1,0,23,0,16.8,478,0.06,0.06,0.00,1.48,288,1,0,6.2,42.8,2026-03-04T20:15:00Z,90,False,14,0,0,0,0,29,0,174668,1,1,2,2.0,6,-1304,1200,2504,49,True,1,12,16,3,4,29
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,Spurs,3.3,0,0,14,0,13.8,673,0.00,0.03,0.03,1.78,289,3,0,3.6,17.2,2026-03-05T20:00:00Z,90,False,8,0,0,0,0,29,0,103689,1,3,1,5.0,4,-1406,711,2117,55,True,0,7,12,2,3,29
Tino Livramento,DEF,Newcastle,-0.1,0,0,0,0,0.0,477,0.00,0.00,0.00,0.00,288,0,0,0.0,0.0,2026-03-04T20:15:00Z,0,False,14,0,0,0,0,29,0,239508,0,1,2,0.0,0,-1526,22,1548,49,True,0,0,0,0,0,29
Issa Diop,DEF,Fulham,0.8,0,0,10,0,0.7,320,0.01,0.01,0.00,1.09,285,1,0,2.4,21.2,2026-03-04T19:30:00Z,90,False,19,0,0,0,0,29,0,9556,1,1,0,2.0,2,180,296,116,43,True,0,4,4,3,0,29
Rasmus Højlund,FWD,Man Utd,0.0,0,0,0,0,0.0,465,0.00,0.00,0.00,0.00,288,0,0,0.0,0.0,2026-03-04T20:15:00Z,0,False,15,0,0,0,0,29,0,33078,0,1,2,0.0,0,-33,0,33,63,False,0,0,0,0,0,29
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0.0,599,0.00,0.00,0.00,0.00,289,0,0,0.0,0.0,2026-03-05T20:00:00Z,0,False,8,0,0,0,0,29,0,71813,0,3,1,0.0,0,-927,0,927,43,True,0,0,0,0,0,29
Ezri Konsa Ngoyo,DEF,Aston Villa,3.0,0,0,-3,0,0.8,38,0.00,0.00,0.00,3.60,281,4,0,1.8,17.0,2026-03-04T19:30:00Z,90,False,7,0,0,0,0,29,0,1043800,1,4,1,0.0,0,-23210,10228,33438,44,True,0,5,5,2,0,29
Caleb Kporha,DEF,Crystal Palace,0.0,0,0,0,0,0.0,265,0.00,0.00,0.00,0.00,289,0,0,0.0,0.0,2026-03-05T20:00:00Z,0,False,18,0,0,0,0,29,0,1821,0,3,1,0.0,0,22,58,36,40,False,0,0,0,0,0,29
Leon Routh,DEF,Aston Villa,-0.5,0,0,0,0,0.0,768,0.00,0.00,0.00,0.00,281,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,7,0,0,0,0,29,0,1853,0,4,1,0.0,0,-18,23,41,40,True,0,0,0,0,0,29
Archie Gray,MID,Spurs,3.7,1,0,23,0,15.6,591,0.56,0.61,0.05,1.78,289,3,0,5.7,32.4,2026-03-05T20:00:00Z,90,False,8,0,0,0,0,29,0,19168,1,3,1,9.0,5,698,1227,529,48,True,0,5,8,3,0,29
Noah Sadiki,MID,Sunderland,2.0,0,0,5,1,2.0,552,0.01,0.01,0.00,1.15,286,0,0,1.1,8.6,2026-03-03T19:30:00Z,90,False,11,0,0,0,0,29,0,7306,1,1,0,0.0,3,1,234,233,49,False,0,5,8,3,0,29
Sávio Moreira de Oliveira,MID,Man City,0.7,0,0,2,0,0.8,415,0.01,0.50,0.49,0.11,287,0,0,2.1,6.0,2026-03-04T19:30:00Z,8,False,16,0,0,0,0,29,0,50698,0,2,2,14.0,1,149,372,223,69,True,0,0,0,0,0,29
Nathan Collins,DEF,Brentford,1.8,0,0,23,1,1.4,106,0.14,0.14,0.00,1.92,282,0,0,2.5,15.4,2026-03-03T19:30:00Z,90,False,4,0,0,0,0,29,0,338307,1,0,0,8.0,6,-27487,4636,32123,49,False,0,5,5,3,0,29
Manuel Ugarte Ribeiro,MID,Man Utd,0.8,0,0,2,0,1.5,459,0.00,0.19,0.19,1.15,288,1,0,1.3,5.0,2026-03-04T20:15:00Z,29,False,15,0,0,0,0,29,0,19002,0,1,2,6.0,1,-428,139,567,47,False,0,1,5,2,2,29
Lewis Hall,DEF,Newcastle,2.8,0,0,10,0,5.4,473,0.02,0.08,0.06,1.48,288,1,0,2.1,9.8,2026-03-04T20:15:00Z,90,False,14,0,0,0,0,29,0,313356,1,1,2,6.0,2,-15698,6164,21862,53,True,0,5,6,4,1,29
Wesley Fofana,DEF,Chelsea,0.8,0,0,7,0,0.5,230,0.00,0.25,0.25,0.44,281,1,0,1.7,4.8,2026-03-04T19:30:00Z,78,False,2,0,0,0,0,29,0,44884,1,4,1,12.0,2,-2155,580,2735,44,False,0,3,3,1,0,29
