assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,259,75,75,10,41184,0,0,-2,2,281.9,0,164,3,1.5,0.8,0,Marouane,0.0,14,1,90.9,257,False,299.0,0,0,0,0,1604,Hamstring injury - 75% chance of playing,58,0,0,0,41184.jpg,1.7,1,0,Fellaini,0.3,False,27,d,11,1,333.0,48,16717,0,23711,0,0.0,8.3,Fellaini,8
0,0,6,0,0,0,106824,0,0,-4,4,1.8,0,259,3,0.0,0.0,0,Memphis,0.0,1,0,0.7,258,False,1.2,0,0,0,0,24,Joined Lyon on 20/1,71,0,0,0,106824.jpg,0.8,0,0,Depay,0.2,False,7,u,11,1,4.0,3,1125,0,7914,0,0.0,0.4,Depay,1
0,0,297,100,100,5,2404,0,0,-3,3,209.3,0,275,3,2.8,1.0,0,Michael,0.0,14,0,54.5,259,False,288.0,0,0,0,0,1601,,42,0,0,0,2404.jpg,1.8,0,0,Carrick,1.7,False,16,a,11,1,48.0,42,153023,0,140961,0,0.0,10.0,Carrick,2
1,1,154,0,0,4,18892,0,0,-5,5,167.0,0,178,3,0.0,0.0,0,Ashley,0.0,6,0,37.6,260,False,147.4,0,0,0,0,760,Hamstring injury - Expected back 12 Aug,50,0,0,0,18892.jpg,2.2,0,0,Young,0.1,False,18,i,11,1,61.0,26,4466,0,6205,0,0.0,5.2,Young,2
3,0,158,100,100,3,154976,0,0,-2,2,470.8,0,33,3,-1.1,-1.5,2,Adnan,0.0,38,0,106.4,261,False,226.2,0,0,0,0,1628,,53,0,0,0,154976.jpg,2.0,1,0,Januzaj,0.5,False,44,a,15,56,364.0,49,37914,0,57711,0,0.0,9.2,Januzaj,3
6,11,559,100,100,13,59846,0,0,-3,3,720.8,1,307,3,3.8,1.0,0,Ander,0.0,18,1,159.2,262,False,593.2,0,0,0,0,2465,,62,0,0,0,59846.jpg,3.1,1,0,Herrera,2.2,False,21,a,11,1,276.0,97,190224,0,124734,0,0.0,15.6,Herrera,5
0,0,0,0,0,0,156689,0,0,-1,1,0.0,0,12,3,0.0,0.0,0,Andreas,0.0,0,0,0.0,263,False,0.0,0,0,0,0,0,Season-long loan to Granada,44,0,0,0,156689.jpg,0.0,0,0,Pereira,0.0,False,44,u,11,1,0.0,0,761,0,2871,0,0.0,0.0,Pereira,0
0,1,214,100,100,5,42774,0,0,-5,5,112.3,1,317,3,1.5,0.0,1,Morgan,0.0,14,1,42.0,264,False,216.2,0,0,0,0,1073,,45,0,0,0,42774.jpg,2.2,0,0,Schneiderlin,0.4,False,2,a,6,11,90.0,37,49537,0,49078,0,0.0,8.2,Schneiderlin,2
0,0,0,0,0,0,15208,0,0,-4,4,0.0,0,200,3,0.0,0.0,0,Bastian,0.0,0,0,0.0,265,False,0.0,0,0,0,0,0,Transferred to Chicago Fire,51,0,0,0,15208.jpg,0.0,0,0,Schweinsteiger,0.1,False,31,u,11,1,0.0,0,1738,0,7255,0,0.0,0.0,Schweinsteiger,0
3,3,227,100,100,7,109322,0,0,-4,4,522.3,1,318,3,2.3,1.0,4,Jesse,0.0,12,1,118.0,266,False,229.4,0,0,0,0,1360,,56,0,0,0,109322.jpg,2.4,0,0,Lingard,0.8,False,14,a,11,1,439.0,60,69403,0,78117,0,0.0,10.7,Lingard,3
6,9,302,100,100,9,148225,0,0,-3,3,399.1,3,593,3,5.7,1.0,1,Anthony,0.0,13,4,136.2,267,False,382.8,0,0,0,0,1553,,92,0,0,0,148225.jpg,3.8,0,0,Martial,2.5,False,11,a,11,1,579.0,95,122918,0,311906,0,0.0,10.3,Martial,2
1,3,279,100,100,10,57249,0,0,-8,8,512.2,1,0,3,2.8,1.0,0,Henrikh,0.0,8,4,126.2,268,False,325.8,0,0,0,0,1348,,87,0,0,0,57249.jpg,3.0,0,0,Mkhitaryan,2.1,False,22,a,11,1,427.0,73,260173,0,458737,0,0.0,8.4,Mkhitaryan,1
5,9,322,100,100,6,13017,0,0,-4,4,593.8,0,509,4,4.8,1.0,2,Wayne,0.0,16,5,160.2,269,False,394.2,0,0,0,0,1540,,86,0,0,0,13017.jpg,3.0,0,0,Rooney,2.4,False,10,a,11,1,616.0,76,159995,0,286114,0,0.0,8.8,Rooney,8
0,0,0,0,0,0,112139,0,0,0,0,0.0,0,1,4,0.0,0.0,0,James,0.0,0,0,0.0,270,False,0.0,0,0,0,0,0,Joined Derby in season-long loan deal,50,0,0,0,112139.jpg,0.0,0,0,Wilson,0.1,False,19,u,11,1,0.0,0,828,0,3581,0,0.0,0.0,Wilson,0
3,2,287,100,100,7,176297,0,0,-6,6,411.4,0,237,4,2.8,1.0,0,Marcus,0.0,15,5,145.5,271,False,316.2,0,0,0,0,1712,,64,0,0,0,176297.jpg,2.4,0,0,Rashford,10.6,False,19,a,11,1,734.0,76,1112776,0,915212,0,0.0,11.9,Rashford,3
7,28,540,0,0,11,9808,0,0,-1,1,775.0,6,0,4,0.0,0.0,0,Zlatan,0.0,22,17,327.3,272,False,807.8,0,0,0,0,2438,Knee injury - Unknown return date,114,0,1,0,9808.jpg,5.8,0,0,Ibrahimovic,22.8,False,9,i,11,1,1694.0,163,2545887,0,3439837,0,0.0,14.3,Ibrahimovic,7
0,0,0,None,None,0,19101,0,0,-4,4,0.0,0,0,1,-1.0,-1.0,0,Dimitrios,0.0,0,0,0.0,273,False,0.0,0,0,0,0,0,,41,0,0,0,19101.jpg,0.0,0,0,Konstantopoulos,0.1,False,1,a,12,25,0.0,0,1170,0,6879,0,0.0,0.0,Konstantopoulos,0
0,10,493,100,25,8,12496,0,0,0,0,0.3,3,0,1,-0.3,-0.3,0,Víctor,0.0,36,0,61.0,274,False,607.6,0,0,0,0,2520,,45,0,0,0,12496.jpg,3.6,0,79,Valdés,4.3,False,26,a,12,25,2.0,102,210768,0,334116,0,0.0,22.7,Valdés,1
0,0,174,100,25,3,75880,0,0,-3,3,10.4,0,0,2,-0.3,-0.3,1,Daniel,0.0,16,1,39.8,275,False,220.8,0,0,0,0,918,,47,0,0,0,75880.jpg,2.2,0,0,Ayala,0.1,False,4,a,12,25,166.0,31,7741,0,12781,0,0.0,6.6,Ayala,3
3,6,371,100,100,4,40202,0,0,-3,3,169.1,0,0,2,1.2,-1.0,1,George,0.0,35,0,82.0,276,False,436.0,0,0,0,0,1964,,42,0,0,0,40202.jpg,2.5,0,0,Friend,1.8,False,3,a,12,25,213.0,59,155485,0,297371,0,0.0,14.0,Friend,4
0,0,0,100,0,0,169061,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Dael,0.0,0,0,0.0,277,False,0.0,0,0,0,0,0,,40,0,0,0,169061.jpg,0.0,0,0,Fry,0.5,False,22,a,12,25,0.0,0,4654,0,66449,0,0.0,0.0,Fry,0
1,14,682,None,None,11,83312,0,0,4,-4,55.7,1,0,2,0.8,-1.0,1,Ben,0.0,53,1,112.2,278,False,818.4,0,0,0,0,3420,,49,0,0,0,83312.jpg,3.2,0,0,Gibson,8.8,False,6,a,12,25,248.0,121,801709,0,490767,0,0.0,24.7,Gibson,4
0,0,49,0,0,1,48771,0,0,-4,4,31.9,0,0,2,0.0,0.0,0,Emilio,0.0,5,0,11.9,279,False,47.6,0,0,0,0,320,Joined Birmingham City on 18/1,41,0,0,0,48771.jpg,2.5,0,0,Nsue Lopez,0.2,False,24,u,12,25,38.0,10,11301,0,27388,0,0.0,2.4,Nsue,0
0,3,198,100,100,4,55317,0,0,-3,3,10.0,0,0,2,-1.0,-1.0,0,Bernardo,0.0,13,0,27.4,280,False,224.8,0,0,0,0,975,,42,0,0,0,55317.jpg,3.2,0,0,Espinosa Zúñiga,0.1,False,5,a,12,25,39.0,35,10310,0,7464,0,0.0,8.3,Bernardo,2
0,0,6,0,0,0,49773,0,0,-1,1,20.5,0,0,3,0.0,0.0,0,Albert,0.0,2,0,6.0,281,False,8.4,0,0,0,0,122,Joined Aston Villa on 31/8,54,0,0,0,49773.jpg,1.5,0,0,Adomah,0.0,False,27,u,12,25,33.0,3,883,0,10306,0,0.0,0.6,Adomah,0
3,3,364,None,None,7,12002,0,0,-7,7,566.9,0,0,3,1.0,-1.0,2,Stewart,0.0,39,1,117.7,282,False,324.6,0,0,0,0,2214,,48,0,0,0,12002.jpg,2.6,0,0,Downing,0.4,False,19,a,12,25,283.0,77,32596,0,63686,0,0.0,16.0,Downing,1
2,0,427,100,100,10,59044,0,0,-2,2,323.3,0,0,3,1.4,-1.0,2,Adam,0.0,45,0,84.8,283,False,454.6,0,0,0,0,2804,,43,0,0,0,59044.jpg,2.1,0,0,Clayton,0.8,False,8,a,12,25,71.0,70,81084,0,70261,0,0.0,16.3,Clayton,10
0,1,125,100,100,3,10460,0,0,-7,7,139.9,0,0,3,-0.6,-1.0,2,Grant,0.0,12,1,31.9,284,False,93.4,0,0,0,0,710,,43,0,0,0,10460.jpg,2.2,0,0,Leadbitter,0.0,False,7,a,12,25,88.0,28,1743,0,1805,0,0.0,6.5,Leadbitter,1
0,0,0,0,0,0,96778,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Adam,0.0,0,0,0.0,285,False,0.0,0,0,0,0,0,Joined Sheffield Wednesday on 31/8,44,0,0,0,96778.jpg,0.0,0,0,Reach,0.0,False,20,u,12,25,0.0,0,507,0,2381,0,0.0,0.0,Reach,0
2,3,401,None,None,9,80179,0,0,0,0,511.6,0,0,3,0.6,-1.0,2,Adam,0.0,36,0,102.5,286,False,275.6,0,0,0,0,2695,,45,0,0,0,80179.jpg,2.3,0,0,Forshaw,0.4,False,34,a,12,25,240.0,77,61682,0,50819,0,0.0,17.1,Forshaw,4
0,0,0,0,0,0,153601,0,0,-3,3,0.0,0,0,3,0.0,0.0,0,Carlos,0.0,0,0,0.0,287,False,0.0,0,0,0,0,0,Season-long loan to Real Oviedo,42,0,0,0,153601.jpg,0.0,0,0,De Pena,0.2,False,16,u,12,25,0.0,0,15586,0,16085,0,0.0,0.0,De Pena,0
0,0,0,0,0,0,169535,0,0,-2,2,0.0,0,0,3,0.0,0.0,0,Julien,0.0,0,0,0.0,288,False,0.0,0,0,0,0,0,Joined Derby on loan from 5/1 until end of the season,43,0,0,0,169535.jpg,0.0,0,0,de Sart,0.0,False,23,u,12,25,0.0,0,2427,0,3496,0,0.0,0.0,de Sart,0
3,0,91,100,100,1,123125,0,0,-6,6,121.7,0,0,3,-0.2,-1.0,0,Viktor,0.0,6,0,37.0,289,False,82.6,0,0,0,0,438,,49,0,0,0,123125.jpg,1.9,0,0,Fischer,0.2,False,11,a,12,25,165.0,25,2205,0,44023,0,0.0,5.1,Fischer,0
1,5,399,100,100,8,82428,0,0,-2,2,245.8,2,0,3,2.2,-1.0,0,Marten,0.0,44,4,100.1,290,False,370.6,0,0,0,0,2773,,43,0,0,0,82428.jpg,2.8,0,0,de Roon,1.8,False,14,a,12,25,390.0,91,220485,0,156893,0,0.0,21.2,de Roon,8
0,0,11,0,0,0,12744,0,0,-4,4,3.3,0,0,4,0.0,0.0,0,David,0.0,0,0,0.7,291,False,3.4,0,0,0,0,43,Joined Derby County on 9/1,46,0,0,0,12744.jpg,1.0,0,0,Nugent,0.2,False,35,u,12,25,2.0,4,10034,0,31594,0,0.0,0.9,Nugent,0
0,0,21,0,0,0,20047,0,0,-6,6,28.0,0,0,4,0.0,0.0,0,Jordan,0.0,2,0,15.4,292,False,21.6,0,0,0,0,211,Season-long loan to Sheffield Wednesday,54,0,0,0,20047.jpg,1.3,0,0,Rhodes,0.2,False,9,u,12,25,104.0,8,3459,0,39226,0,0.0,1.5,Rhodes,0
0,4,203,100,100,4,49464,0,0,-4,4,132.4,1,0,4,-0.4,-1.0,0,Cristhian,0.0,15,4,78.3,293,False,224.0,0,0,0,0,1355,,46,0,0,0,49464.jpg,2.3,0,0,Stuani,2.4,False,18,a,12,25,430.0,54,487812,0,450227,0,0.0,11.7,Stuani,4
0,4,625,100,100,14,40383,0,0,0,0,10.0,1,233,1,5.8,0.5,2,Fraser,0.0,48,0,56.4,294,False,553.6,0,0,0,0,3420,,50,0,0,1,40383.jpg,3.5,0,76,Forster,5.0,False,1,a,13,20,0.0,134,229464,0,223518,0,0.0,26.8,Forster,3
0,0,0,0,0,0,102884,0,0,0,0,0.0,0,15,1,0.0,0.0,0,Paulo,0.0,0,0,0.0,295,False,0.0,0,0,0,0,0,Joined Rayo Vallecano on season-long loan deal,45,0,0,0,102884.jpg,0.0,0,0,Gazzaniga,0.0,False,25,u,13,20,0.0,0,157,0,337,0,0.0,0.0,Gazzaniga,0
5,9,575,100,75,12,40146,0,0,1,-1,442.4,2,415,2,3.0,0.4,2,Ryan,0.0,36,2,121.5,296,False,517.4,0,0,0,0,2507,,56,0,0,0,40146.jpg,4.4,0,0,Bertrand,3.9,False,21,a,13,20,255.0,123,278302,0,155465,0,0.0,22.0,Bertrand,3
0,10,592,100,100,11,38580,0,0,-2,2,128.0,1,487,2,5.5,0.0,2,Jose,0.0,46,0,100.2,297,False,654.4,0,0,0,0,2934,,53,0,0,0,38580.jpg,3.0,0,0,Fonte,3.2,False,23,a,20,21,221.0,98,158939,0,245913,0,0.0,18.5,Fonte,4
1,8,469,None,None,7,80447,0,0,0,0,62.8,1,152,2,4.2,0.5,2,Maya,0.0,32,1,87.5,298,False,532.6,0,0,0,0,2070,,45,0,0,0,80447.jpg,3.4,0,0,Yoshida,5.9,False,3,a,13,20,277.0,78,303257,0,63196,0,0.0,17.3,Yoshida,2
0,0,80,100,100,1,169359,0,0,-4,4,87.9,0,169,2,1.5,0.5,0,Matt,0.0,4,0,16.5,299,False,64.6,0,0,0,0,373,,41,0,0,0,169359.jpg,2.4,0,0,Targett,0.2,False,33,a,13,20,12.0,12,14063,0,37697,0,0.0,2.9,Targett,0
0,0,0,100,100,0,84395,0,0,0,0,0.0,0,0,2,0.5,0.5,0,Florin,0.0,0,0,0.0,300,False,0.0,0,0,0,0,0,,40,0,0,0,84395.jpg,0.0,0,0,Gardos,0.1,False,5,a,13,20,0.0,0,5903,0,6030,0,0.0,0.0,Gardos,0
3,11,584,100,75,11,58822,0,0,-1,1,648.9,1,320,2,2.8,0.4,2,Cédric,0.0,36,0,139.6,301,False,591.0,0,0,0,0,2515,,49,0,0,0,58822.jpg,3.4,0,0,Soares,2.7,False,2,a,13,20,155.0,102,248138,0,186986,0,0.0,20.8,Cédric,7
0,5,140,None,None,3,56192,0,0,-2,2,114.7,0,203,2,0.5,0.5,0,Cuco,0.0,6,0,22.7,302,False,94.2,0,0,0,0,592,,43,0,0,0,56192.jpg,3.4,0,0,Martina,0.4,False,15,a,13,20,20.0,31,62022,0,56025,0,0.0,7.2,Martina,0
0,14,435,75,0,7,97032,0,0,1,-1,81.1,3,452,2,0.0,0.0,0,Virgil,0.0,23,1,86.0,303,False,546.2,0,0,0,0,1852,Ankle injury - 75% chance of playing,56,0,0,0,97032.jpg,3.6,1,0,van Dijk,5.3,False,17,d,13,20,232.0,75,420817,0,723277,0,0.0,13.4,van Dijk,3
1,13,483,100,100,12,83283,0,0,-1,1,880.3,1,379,3,3.3,0.5,2,Nathan,0.0,40,7,243.8,304,False,545.6,0,0,0,0,2898,,59,0,0,0,83283.jpg,3.4,1,0,Redmond,7.4,False,22,a,13,20,1021.0,126,776141,0,757432,0,0.0,21.4,Redmond,2
3,0,450,100,100,10,17339,0,0,-4,4,573.0,0,535,3,2.8,0.5,2,Steven,0.0,37,0,138.9,305,False,437.6,0,0,0,0,2643,,51,0,0,0,17339.jpg,2.4,0,0,Davis,0.5,False,8,a,13,20,379.0,77,9571,0,41871,0,0.0,15.1,Davis,3
4,5,377,100,100,9,101178,0,0,-5,5,729.1,1,266,3,1.8,0.5,2,James,0.0,26,4,160.7,306,False,427.4,0,0,0,0,1883,,50,0,0,0,101178.jpg,3.1,0,0,Ward-Prowse,1.4,False,16,a,13,20,448.0,92,112243,0,63909,0,0.0,18.4,Ward-Prowse,4
0,0,16,100,100,0,153366,0,0,-2,2,1.4,0,1,3,0.5,0.5,0,Harrison,0.0,1,0,1.3,307,False,11.0,0,0,0,0,64,,43,0,0,0,153366.jpg,1.0,0,0,Reed,0.1,False,18,a,13,20,0.0,3,2088,0,3073,0,0.0,0.7,Reed,0
7,4,376,100,100,13,62399,0,0,-6,6,1144.1,1,564,3,2.2,0.5,2,Dusan,0.0,29,3,242.0,308,False,455.4,0,0,0,0,2411,,69,0,1,0,62399.jpg,3.3,0,0,Tadic,2.0,False,11,a,13,20,819.0,108,163774,0,285911,0,0.0,15.7,Tadic,4
1,3,157,100,100,2,85654,0,0,-4,4,129.1,1,183,3,0.8,0.5,0,Jordy,0.0,15,1,33.3,309,False,122.4,0,0,0,0,1022,,46,0,0,0,85654.jpg,2.4,0,0,Clasie,0.1,False,4,a,13,20,94.0,38,4187,0,5616,0,0.0,8.3,Clasie,3
0,4,566,100,100,13,78056,0,0,-1,1,280.5,0,239,3,3.7,0.5,2,Oriol,0.0,42,1,110.7,310,False,585.6,0,0,0,0,3071,,44,0,0,0,78056.jpg,2.3,0,0,Romeu Vidal,0.8,False,14,a,13,20,240.0,80,67943,0,45249,0,0.0,18.2,Oriol Romeu,11
2,8,170,100,100,3,44683,0,0,-6,6,132.8,1,56,3,3.3,0.5,0,Jay,0.0,15,5,89.4,311,False,255.2,0,0,0,0,893,,59,0,0,0,44683.jpg,3.0,0,0,Rodriguez,0.3,False,9,a,13,20,507.0,73,56513,0,64349,0,0.0,12.4,Rodriguez,0
0,0,232,100,100,6,132015,0,0,-3,3,305.0,0,0,3,0.8,0.5,0,Pierre-Emile,0.0,16,0,74.1,312,False,222.0,0,0,0,0,1300,,42,0,0,0,132015.jpg,1.7,0,0,Højbjerg,1.6,False,23,a,13,20,216.0,38,116439,0,163812,0,0.0,9.0,Højbjerg,2
2,2,159,75,0,2,20452,0,0,-4,4,231.6,0,435,4,0.0,0.0,0,Shane,0.0,23,3,100.1,313,False,201.6,0,0,0,0,1262,Foot injury - 75% chance of playing,61,0,1,0,20452.jpg,1.8,0,0,Long,3.0,False,7,d,13,20,584.0,57,118295,0,506570,0,0.0,9.3,Long,2
1,10,218,100,100,6,78356,0,0,-2,2,134.3,1,32,4,0.7,0.5,2,Charlie,0.0,8,6,97.9,314,False,274.2,0,0,0,0,934,,63,0,0,0,78356.jpg,4.1,0,0,Austin,1.8,False,10,a,13,20,573.0,62,871921,0,901567,0,0.0,9.8,Austin,1
0,3,92,None,None,0,1822,0,0,-3,3,0.0,1,24,1,-0.5,-0.5,0,Shay,0.0,14,0,14.4,315,False,144.8,0,0,0,0,450,,42,1,0,1,1822.jpg,2.6,0,18,Given,0.4,False,24,a,14,110,0.0,13,20683,0,25611,0,0.0,3.1,Given,1
0,2,104,100,100,2,105666,0,0,-5,5,0.0,1,341,1,2.0,-0.5,10,Jack,0.0,8,0,12.2,316,False,121.8,0,0,0,0,450,,45,0,0,0,105666.jpg,4.0,0,17,Butland,0.9,False,1,a,14,110,0.0,20,11577,0,149322,0,0.0,4.4,Butland,0
0,0,0,0,0,0,112316,0,0,-2,2,0.0,0,31,1,0.0,0.0,0,Jakob,0.0,0,0,0.0,317,False,0.0,0,0,0,0,0,Loaned to Wigan Athletic ,43,0,0,0,112316.jpg,0.0,0,0,Haugaard,0.1,False,29,u,14,110,0.0,0,291,0,3586,0,0.0,0.0,Haugaard,0
2,6,549,100,100,9,37869,0,0,-1,1,65.3,2,176,2,1.0,-0.5,6,Ryan,0.0,53,1,119.3,318,False,732.2,0,0,0,0,3150,,49,2,0,0,37869.jpg,2.7,0,0,Shawcross,1.7,False,17,a,14,110,395.0,94,92207,0,113470,0,0.0,19.2,Shawcross,6
0,0,29,100,100,0,32318,0,0,-2,2,34.5,0,14,2,0.0,0.0,0,Marc,0.0,7,0,10.3,319,False,63.0,0,0,0,0,255,,38,0,0,0,32318.jpg,0.0,0,0,Wilson,2.3,False,12,a,19,35,5.0,0,122886,0,98770,0,0.0,0.0,Marc Wilson,3
1,5,340,100,100,6,50089,0,0,-3,3,165.0,1,293,2,1.5,-0.5,12,Geoff,0.0,25,0,69.6,320,False,354.4,0,0,0,0,1629,,42,0,0,0,50089.jpg,3.1,0,0,Cameron,0.4,False,20,a,14,110,174.0,58,30947,0,30942,0,0.0,13.8,Cameron,1
2,9,614,100,100,10,39487,0,0,1,-1,353.8,1,388,2,0.0,-0.5,6,Erik,0.0,50,0,107.1,321,False,583.2,0,0,0,0,3151,,46,0,0,0,39487.jpg,2.9,0,0,Pieters,6.7,False,3,a,14,110,130.0,103,477400,0,389505,0,0.0,22.4,Pieters,5
0,3,153,100,100,3,61595,0,0,-5,5,59.7,1,111,2,1.0,-0.5,1,Marc,0.0,7,1,28.2,322,False,172.4,0,0,0,0,650,,40,0,0,0,61595.jpg,3.4,0,0,Muniesa,0.8,False,5,a,14,110,50.0,34,73817,0,51802,0,0.0,8.5,Muniesa,2
0,0,174,100,100,3,17997,0,0,-3,3,146.7,0,107,2,-0.5,-0.5,0,Phil,0.0,17,0,35.4,323,False,155.0,0,0,0,0,1168,,42,0,0,0,17997.jpg,1.8,1,0,Bardsley,0.1,False,2,a,14,110,51.0,27,9225,0,11939,0,0.0,6.4,Bardsley,4
0,0,23,0,0,0,69960,0,0,0,0,3.4,0,330,2,0.0,0.0,0,Philipp,0.0,5,0,5.0,324,False,36.4,0,0,0,0,180,Joined Wolfsburg in season-long loan deal,45,0,0,0,69960.jpg,0.5,0,0,Wollscheid,0.2,False,26,u,14,110,10.0,1,851,0,43812,0,0.0,0.2,Wollscheid,1
0,3,376,100,100,6,9047,0,0,-3,3,176.1,0,324,2,1.5,-0.5,0,Glen,0.0,34,0,62.8,325,False,350.0,0,0,0,0,1957,,47,0,0,0,9047.jpg,2.4,0,0,Johnson,0.1,False,8,a,14,110,101.0,56,14530,0,20288,0,0.0,11.9,Johnson,1
0,0,0,0,0,0,155706,0,0,0,0,0.0,0,12,2,0.0,0.0,0,Dionatan do Nascimento,0.0,0,0,0.0,326,False,0.0,0,0,0,0,0,Omitted from 25 man squad,40,0,0,0,155706.jpg,0.0,0,0,Teixeira,0.4,False,23,u,14,110,0.0,0,3510,0,33839,0,0.0,0.0,Teixeira,0
0,0,0,75,0,0,20481,0,0,-1,1,0.0,0,18,3,0.0,0.0,0,Stephen,0.0,0,0,0.0,327,False,0.0,0,0,0,0,0,Broken Leg - 75% chance of playing,44,0,0,0,20481.jpg,0.0,0,0,Ireland,0.0,False,7,d,14,110,0.0,0,597,0,671,0,0.0,0.0,Ireland,0
4,5,218,100,100,6,20208,0,0,-4,4,477.6,1,109,3,-0.2,-0.5,0,Charlie,0.0,23,1,106.7,328,False,263.4,0,0,0,0,1491,,46,0,0,0,20208.jpg,2.5,0,0,Adam,0.3,False,16,a,14,110,328.0,59,60731,0,54573,0,0.0,12.8,Adam,7
1,3,380,100,100,7,12150,0,0,-3,3,336.6,0,432,3,1.3,-0.5,2,Glenn,0.0,40,0,77.0,329,False,392.6,0,0,0,0,2276,,42,1,0,0,12150.jpg,2.1,0,0,Whelan,0.7,False,6,a,14,110,41.0,62,42775,0,53972,0,0.0,14.8,Whelan,5
3,3,195,100,100,6,12813,0,0,-7,7,198.7,0,312,3,-0.2,-0.5,1,Jonathan,0.0,22,4,98.0,330,False,294.0,0,0,0,0,1304,,53,0,0,0,12813.jpg,3.1,0,0,Walters,0.1,False,19,a,14,110,487.0,72,12131,0,17650,0,0.0,13.6,Walters,1
7,8,401,100,75,9,41464,0,0,-4,4,768.7,3,528,3,2.6,-0.4,0,Marko,0.0,43,6,216.2,331,False,530.4,0,0,0,0,2713,,71,0,1,0,41464.jpg,3.7,1,0,Arnautovic,1.0,False,10,a,14,110,861.0,117,108677,0,150112,0,0.0,16.5,Arnautovic,9
0,0,63,75,0,0,19568,0,0,-1,1,55.2,0,270,3,0.0,0.0,0,Ibrahim,0.0,5,0,14.8,332,False,32.0,0,0,0,0,384,Knee injury - 75% chance of playing,54,0,0,0,19568.jpg,1.3,0,0,Afellay,0.0,False,14,d,14,110,63.0,15,1183,0,1415,0,0.0,2.8,Afellay,0
2,8,275,100,100,8,68312,0,0,-5,5,672.9,2,302,3,1.8,-0.5,2,Xherdan,0.0,21,4,141.6,333,False,293.6,0,0,0,0,1699,,60,0,0,0,68312.jpg,3.8,0,0,Shaqiri,3.0,False,22,a,14,110,453.0,80,263949,0,488455,0,0.0,13.3,Shaqiri,2
1,1,126,None,None,2,102738,0,0,-5,5,111.3,0,194,3,-0.5,-0.5,0,Giannelli,0.0,20,0,22.0,334,False,65.0,0,0,0,0,796,,45,1,0,0,102738.jpg,2.0,0,0,Imbula,0.1,False,21,a,14,110,44.0,24,5576,0,14165,0,0.0,5.3,Imbula,1
0,4,93,0,0,0,40276,0,0,-5,5,84.5,0,360,3,0.0,0.0,0,Bojan,0.0,12,3,32.1,335,False,125.4,0,0,0,0,475,Joined German side Mainz on loan from 29/1 till the end of the season,55,0,1,0,40276.jpg,3.3,0,0,Krkic,0.7,False,27,u,14,110,114.0,30,46643,0,110043,0,0.0,5.5,Bojan,1
3,7,262,100,100,4,3773,0,0,-6,6,260.9,2,47,4,1.0,-0.5,7,Peter,0.0,23,7,126.8,336,False,346.6,0,0,0,0,1343,,44,0,0,0,3773.jpg,2.9,0,0,Crouch,3.4,False,25,a,14,110,664.0,79,458215,0,365345,0,0.0,18.0,Crouch,3
2,2,190,100,100,5,61858,0,0,-3,3,148.6,0,245,4,2.3,-0.5,2,Mame Biram,0.0,26,1,68.4,337,False,198.0,0,0,0,0,1385,,57,0,0,0,61858.jpg,1.9,0,0,Diouf,0.3,False,18,a,14,110,340.0,51,19376,0,36207,0,0.0,8.9,Diouf,3
0,0,0,0,0,0,61316,0,0,-2,2,0.0,0,246,4,0.0,0.0,0,Jose Luis,0.0,0,0,0.0,338,False,0.0,0,0,0,0,0,Joined Deportivo la Coruna in season-long loan deal,53,0,0,0,61316.jpg,0.0,0,0,Mato Sanmartín,0.1,False,9,u,14,110,0.0,0,732,0,6797,0,0.0,0.0,Joselu,0
0,6,187,100,100,2,20487,0,0,-5,5,0.0,1,210,1,-1.5,-1.5,0,Vito,0.0,19,0,24.8,339,False,247.0,0,0,0,0,810,,40,0,0,0,20487.jpg,3.8,0,41,Mannone,0.6,False,1,a,15,56,0.0,34,35846,0,55663,0,0.0,8.5,Mannone,0
0,9,608,100,100,4,111234,0,0,2,-2,40.0,3,18,1,2.5,-1.5,1,Jordan,0.0,50,0,97.4,340,False,933.0,0,0,0,0,2610,,42,0,0,0,111234.jpg,3.5,0,135,Pickford,11.0,False,13,a,15,56,0.0,102,563596,0,454041,0,0.0,24.3,Pickford,0
0,1,342,75,0,4,37742,0,0,-2,2,31.5,0,231,2,0.0,0.0,0,Younes,0.0,36,2,71.8,341,False,443.2,0,0,0,0,1910,Hamstring injury - 75% chance of playing,43,0,0,0,37742.jpg,2.5,0,0,Kaboul,0.6,False,4,d,18,57,243.0,57,61802,0,68404,0,0.0,13.3,Kaboul,2
1,3,335,100,100,3,3736,0,0,-1,1,21.3,0,193,2,1.3,-1.5,0,John,0.0,42,0,57.0,342,False,453.4,0,0,0,0,2158,,44,0,0,0,3736.jpg,1.7,0,0,O'Shea,0.4,False,16,a,15,56,98.0,47,8601,0,21686,0,0.0,10.7,O'Shea,5
