id,name,squad,price,status,position,totalPoints,avgPoints,round0,round1,round2,round3,round4,round5,round6,round7
1007,Ryan Christie,SCO,5.6,eliminated,MID,4,1.3,2,2,0,0,0,0,0,0
1008,Kenny McLean,SCO,4.8,eliminated,MID,3,1,0,1,2,0,0,0,0,0
1009,Andy Robertson,SCO,5.0,eliminated,DEF,10,3.3,9,1,0,0,0,0,0,0
1010,Kieran Tierney,SCO,4.3,eliminated,DEF,3,1.5,0,2,1,0,0,0,0,0
1011,Nathan Patterson,SCO,4.0,eliminated,DEF,3,1,1,2,0,0,0,0,0,0
1012,Jack Hendry,SCO,3.9,eliminated,DEF,11,3.7,9,2,0,0,0,0,0,0
1013,John Souttar,SCO,3.8,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1014,Scott McKenna,SCO,3.8,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1015,Anthony Ralston,SCO,3.8,eliminated,DEF,2,1,0,1,1,0,0,0,0,0
1016,Dominic Hyam,SCO,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1018,Grant Hanley,SCO,3.5,eliminated,DEF,11,5.5,9,2,0,0,0,0,0,0
1019,Che Adams,SCO,5.4,eliminated,FWD,10,3.3,7,2,1,0,0,0,0,0
1021,George Hirst,SCO,4.6,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1022,Lyndon Dykes,SCO,4.6,eliminated,FWD,2,1,1,1,0,0,0,0,0,0
1023,Findlay Curtis,SCO,4.0,eliminated,FWD,1,0.5,0,0,1,0,0,0,0,0
1024,Liam Kelly,SCO,3.7,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1025,Angus Gunn,SCO,3.6,eliminated,GK,12,4,9,2,1,0,0,0,0,0
1027,Scott McTominay,SCO,6.5,eliminated,MID,7,2.3,3,2,2,0,0,0,0,0
1028,Lewis Ferguson,SCO,4.8,eliminated,MID,10,3.3,3,4,3,0,0,0,0,0
1029,Idrissa Gueye,SEN,4.9,eliminated,MID,10,2.5,2,2,4,2,0,0,0,0
1030,Pape Matar Sarr,SEN,5.6,eliminated,MID,2,1,0,1,0,1,0,0,0,0
1031,Pathe Ciss,SEN,5.6,eliminated,MID,5,1.3,1,1,1,2,0,0,0,0
1032,Pape Gueye,SEN,5.9,eliminated,MID,23,5.8,2,1,17,3,0,0,0,0
1033,Mamadou Sarr,SEN,4.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1034,Moussa Niakhate,SEN,4.3,eliminated,DEF,12,3,0,0,9,3,0,0,0,0
1035,El Hadji Malick Diouf,SEN,4.1,eliminated,DEF,1,0.3,0,0,0,1,0,0,0,0
1036,Ismail Jakobs,SEN,4.1,eliminated,DEF,11,3.7,0,1,9,1,0,0,0,0
1037,Kalidou Koulibaly,SEN,4.9,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1038,Abdoulaye Seck,SEN,3.8,eliminated,DEF,3,3,0,0,3,0,0,0,0,0
1039,Antoine Mendy,SEN,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1041,Nicolas Jackson,SEN,6.7,eliminated,FWD,12,3,2,7,2,1,0,0,0,0
1042,Iliman Ndiaye,SEN,6.5,eliminated,FWD,18,6,4,0,12,2,0,0,0,0
1043,Ismaila Sarr,SEN,6.2,eliminated,FWD,42,10.5,2,15,13,12,0,0,0,0
1046,Assane Diao,SEN,4.9,eliminated,FWD,1,1,0,0,1,0,0,0,0,0
1047,Cherif Ndiaye,SEN,4.9,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1048,Bamba Dieng,SEN,4.9,eliminated,FWD,1,1,1,0,0,0,0,0,0,0
1049,Ibrahim Mbaye,SEN,4.4,eliminated,FWD,11,2.8,8,1,1,1,0,0,0,0
1051,Edouard Mendy,SEN,4.5,eliminated,GK,2,1,1,1,0,0,0,0,0,0
1052,Yehvann Diouf,SEN,3.9,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1053,Mory Diaw,SEN,3.8,eliminated,GK,11,3.7,0,1,9,1,0,0,0,0
1054,Krepin Diatta,SEN,6.1,eliminated,MID,12,3,3,2,4,3,0,0,0,0
1055,Lamine Camara,SEN,6.2,eliminated,MID,7,1.8,2,2,4,-1,0,0,0,0
1056,Habib Diarra,SEN,6.2,eliminated,MID,21,7,1,0,9,11,0,0,0,0
1057,Jayden Adams,RSA,4.0,eliminated,MID,4,1.3,2,1,1,0,0,0,0,0
1058,Teboho Mokoena,RSA,4.3,eliminated,MID,12,4,1,9,0,2,0,0,0,0
1059,Themba Zwane,RSA,4.3,eliminated,MID,-1,-1,-1,0,0,0,0,0,0,0
1060,Thalente Mbatha,RSA,4.9,eliminated,MID,7,1.8,1,2,3,1,0,0,0,0
1061,Tshepang Moremi,RSA,4.9,eliminated,MID,5,2.5,0,0,4,1,0,0,0,0
1062,Sphephelo S'Miso Sithole,RSA,5.1,eliminated,MID,6,2,-1,0,3,4,0,0,0,0
1063,Aubrey Modiba,RSA,3.7,eliminated,DEF,13,3.3,1,2,8,2,0,0,0,0
1064,Thabang Matuludi,RSA,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1065,Khuliso Mudau,RSA,3.6,eliminated,DEF,14,3.5,1,2,9,2,0,0,0,0
1066,Nkosinathi Sibisi,RSA,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1067,Mbekezeli Mbokazi,RSA,3.5,eliminated,DEF,14,3.5,1,2,9,2,0,0,0,0
1068,Khulumani Ndamane,RSA,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1069,Ime Okon,RSA,3.5,eliminated,DEF,14,3.5,1,2,9,2,0,0,0,0
1070,Samukele Kabini,RSA,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1071,Lyle Foster,RSA,5.4,eliminated,FWD,1,1,1,0,0,0,0,0,0,0
1072,Relebohile Mofokeng,RSA,4.9,eliminated,FWD,4,1.3,0,1,2,1,0,0,0,0
1073,Oswin Appollis,RSA,4.9,eliminated,FWD,7,1.8,1,2,2,2,0,0,0,0
1075,Evidence Makgopa,RSA,4.5,eliminated,FWD,7,1.8,1,2,2,2,0,0,0,0
1076,Thapelo Maseko,RSA,4.2,eliminated,FWD,18,6,0,7,9,2,0,0,0,0
1077,Ronwen Williams,RSA,4.5,eliminated,GK,15,3.8,1,2,9,3,0,0,0,0
1078,Ricardo Goss,RSA,3.7,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1081,Yeremy Pino,ESP,5.9,playing,MID,2,1,0,1,1,0,0,0,0,0
1082,Alex Baena,ESP,6.0,playing,MID,32,4.6,0,3,10,8,4,1,3,3
1084,Martin Zubimendi,ESP,6.1,playing,MID,1,1,0,0,0,0,0,0,0,1
1085,Pedro Porro,ESP,5.5,playing,DEF,55,9.2,0,7,0,16,9,2,14,7
1086,Aymeric Laporte,ESP,5.5,playing,DEF,57,7.1,9,12,7,7,7,1,7,7
1087,Alejandro Grimaldo,ESP,4.9,playing,DEF,0,0,0,0,0,0,0,0,0,0
1088,Marc Cucurella,ESP,5.1,playing,DEF,59,7.4,7,10,7,13,7,2,6,7
1089,Pau Cubarsi,ESP,5.0,playing,DEF,53,6.6,7,7,7,7,7,4,7,7
1092,Lamine Yamal Nasraoui Ebana,ESP,10.0,playing,MID,29,3.6,1,7,3,3,4,2,5,4
1093,Ferran Torres,ESP,7.8,playing,FWD,19,2.4,2,1,1,1,3,1,1,9
1094,Mikel Oyarzabal,ESP,8.1,playing,FWD,46,5.8,2,15,2,14,2,2,7,2
1095,Borja Iglesias,ESP,6.8,playing,FWD,1,1,0,0,0,0,1,0,0,0
1097,Victor Munoz,ESP,4.0,playing,FWD,0,0,0,0,0,0,0,0,0,0
1098,David Raya,ESP,5.0,playing,GK,0,0,0,0,0,0,0,0,0,0
1099,Unai Simon,ESP,5.0,playing,GK,52,6.5,7,7,7,7,7,2,8,7
1101,Joan Garcia,ESP,4.0,playing,GK,0,0,0,0,0,0,0,0,0,0
1102,Marcos Llorente,ESP,5.5,playing,DEF,22,7.3,9,0,12,0,0,0,1,0
1104,Rodrigo Hernandez Cascante,ESP,7.5,playing,MID,28,3.5,3,3,4,4,4,2,4,4
1105,Dani Olmo,ESP,7.7,playing,MID,33,4.1,1,8,1,4,3,7,6,3
1106,Pedro Gonzalez Lopez,ESP,8.1,playing,MID,19,2.4,2,3,4,4,3,1,1,1
1109,Besfort Zeneli,SWE,4.7,eliminated,MID,2,1,0,1,0,1,0,0,0,0
1110,Elliot Stroud,SWE,4.7,eliminated,MID,6,1.5,1,1,2,2,0,0,0,0
1111,Taha Ali,SWE,4.9,eliminated,MID,2,1,0,1,0,1,0,0,0,0
1112,Eric Smith,SWE,4.9,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1113,Lucas Bergvall,SWE,5.1,eliminated,MID,7,1.8,4,0,1,2,0,0,0,0
1114,Yasin Ayari,SWE,5.3,eliminated,MID,22,5.5,17,1,2,2,0,0,0,0
1116,Jesper Karlstrom,SWE,5.6,eliminated,MID,3,1.5,2,1,0,0,0,0,0,0
1117,Mattias Svanberg,SWE,6.1,eliminated,MID,10,5,9,0,0,1,0,0,0,0
1118,Daniel Svensson,SWE,4.5,eliminated,DEF,2,0.7,1,0,1,0,0,0,0,0
1119,Gabriel Gudmundsson,SWE,4.2,eliminated,DEF,1,0.3,2,-3,2,0,0,0,0,0
1120,Carl Starfelt,SWE,4.1,eliminated,DEF,1,1,0,0,1,0,0,0,0,0
1121,Victor Lindelof,SWE,4.0,eliminated,DEF,2,0.5,2,-2,2,0,0,0,0,0
1122,Gustaf Lagerbielke,SWE,3.7,eliminated,DEF,2,0.5,2,-2,2,0,0,0,0,0
1124,Viktor Gyokeres,SWE,7.8,eliminated,FWD,23,5.8,14,3,4,2,0,0,0,0
1125,Anthony Elanga,SWE,5.8,eliminated,FWD,21,5.3,1,8,10,2,0,0,0,0
1126,Benjamin Nygren,SWE,4.9,eliminated,FWD,5,1.3,2,1,1,1,0,0,0,0
1127,Gustaf Nilsson,SWE,4.9,eliminated,FWD,1,1,0,0,0,1,0,0,0,0
1129,Kristoffer Nordfeldt,SWE,3.9,eliminated,GK,0,0,2,-2,0,0,0,0,0,0
1133,Johan Manzambi,SUI,5.6,eliminated,MID,35,8.8,1,15,13,6,0,0,0,0
1135,Granit Xhaka,SUI,6.2,eliminated,MID,20,3.3,2,10,1,3,2,2,0,0
1137,Michel Aebischer,SUI,5.9,eliminated,MID,9,2.3,3,4,1,1,0,0,0,0
1138,Remo Freuler,SUI,5.9,eliminated,MID,20,3.3,7,2,2,3,3,3,0,0
1139,Ardon Jashari,SUI,5.2,eliminated,MID,3,1,1,0,0,0,1,1,0,0
1140,Fabian Rieder,SUI,6.2,eliminated,MID,11,2.2,1,4,0,1,3,2,0,0
1141,Manuel Akanji,SUI,5.0,eliminated,DEF,24,4,2,2,2,9,9,0,0,0
1142,Ricardo Rodriguez,SUI,4.5,eliminated,DEF,38,6.3,9,2,2,9,9,7,0,0
1143,Nico Elvedi,SUI,4.3,eliminated,DEF,23,3.8,2,1,2,9,9,0,0,0
1144,Silvan Widmer,SUI,4.2,eliminated,DEF,12,2.4,0,9,1,1,1,0,0,0
1145,Miro Muheim,SUI,4.0,eliminated,DEF,-1,-0.3,-1,0,0,0,0,0,0,0
1146,Eray Comert,SUI,3.9,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1147,Aurele Amenda,SUI,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1148,Luca Jaquez,SUI,3.5,eliminated,DEF,10,5,0,1,9,0,0,0,0,0
1149,Breel Embolo,SUI,7.5,eliminated,FWD,35,5.8,9,7,8,9,2,0,0,0
1150,Noah Okafor,SUI,5.9,eliminated,FWD,1,1,0,0,0,1,0,0,0,0
1151,Dan Ndoye,SUI,6.8,eliminated,FWD,28,4.7,3,3,1,9,2,10,0,0
1153,Gregor Kobel,SUI,4.7,eliminated,GK,29,4.8,3,2,4,9,10,1,0,0
1154,Yvon Mvogo,SUI,4.2,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1155,Marvin Keller,SUI,3.7,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1156,Djibril Sow,SUI,6.1,eliminated,MID,11,2.8,0,3,3,0,3,2,0,0
1157,Denis Zakaria,SUI,6.1,eliminated,MID,15,3.8,2,0,0,9,2,2,0,0
1158,Ruben Vargas,SUI,6.8,eliminated,MID,33,5.5,3,15,10,3,1,1,0,0
1160,Ellyes Skhiri,TUN,4.7,eliminated,MID,4,1.3,2,2,0,0,0,0,0,0
1161,Rani Khedira,TUN,4.7,eliminated,MID,4,1.3,1,1,2,0,0,0,0,0
1162,Hadj Mahmoud,TUN,4.9,eliminated,MID,2,1,1,0,1,0,0,0,0,0
1163,Mortadha Ben Ouanes,TUN,5.0,eliminated,MID,1,1,0,0,1,0,0,0,0,0
1164,Anis Ben Slimane,TUN,5.3,eliminated,MID,6,2,2,2,2,0,0,0,0,0
1165,Moutaz Neffati,TUN,4.1,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1166,Ali Abdi,TUN,4.1,eliminated,DEF,-3,-1,-2,-1,0,0,0,0,0,0
1167,Omar Rekik,TUN,3.8,eliminated,DEF,6,3,7,-1,0,0,0,0,0,0
1169,Adem Arous,TUN,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1170,Mohamed Amine Ben Hmida,TUN,3.6,eliminated,DEF,-2,-0.7,-2,0,0,0,0,0,0,0
1172,Raed Chikhaoui,TUN,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1174,Ismael Gharbi,TUN,4.6,eliminated,FWD,4,1.3,1,1,2,0,0,0,0,0
1175,Elias Saad,TUN,4.5,eliminated,FWD,3,1.5,2,1,0,0,0,0,0,0
1176,Firas Chaouat,TUN,4.4,eliminated,FWD,3,1,1,1,1,0,0,0,0,0
1177,Sebastian Tounekti,TUN,4.4,eliminated,FWD,4,1.3,1,2,1,0,0,0,0,0
1178,Hazem Mastouri,TUN,4.2,eliminated,FWD,10,10,0,0,10,0,0,0,0,0
1181,Rayan Elloumi,TUN,4.0,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1183,Khalil Ayari,TUN,4.0,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1184,Abdelmouhib Chamakh,TUN,4.1,eliminated,GK,-2,-2,-2,0,0,0,0,0,0,0
1185,Aymen Dahmen,TUN,3.9,eliminated,GK,0,0,0,-1,1,0,0,0,0,0
1187,Sabri Ben Hessen,TUN,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1188,Ismail Yuksek,TUR,4.6,eliminated,MID,6,3,3,3,0,0,0,0,0,0
1189,Salih Ozcan,TUR,4.7,eliminated,MID,3,1.5,1,0,2,0,0,0,0,0
1190,Atakan Karazor,TUR,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1191,Irfan Can Kahveci,TUR,5.9,eliminated,MID,1,1,0,0,1,0,0,0,0,0
1192,Orkun Kokcu,TUR,6.0,eliminated,MID,10,3.3,2,1,7,0,0,0,0,0
1193,Kaan Ayhan,TUR,4.5,eliminated,DEF,10,10,0,0,10,0,0,0,0,0
1194,Zeki Celik,TUR,4.3,eliminated,DEF,2,1,1,0,1,0,0,0,0,0
1195,Ferdi Kadioglu,TUR,4.3,eliminated,DEF,3,1.5,1,2,0,0,0,0,0,0
1196,Samet Akaydin,TUR,4.1,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1197,Mert Muldur,TUR,4.1,eliminated,DEF,4,1.3,1,2,1,0,0,0,0,0
1198,Ozan Kabak,TUR,4.0,eliminated,DEF,1,1,0,0,1,0,0,0,0,0
1199,Eren Elmali,TUR,4.0,eliminated,DEF,1,0.5,0,0,1,0,0,0,0,0
1200,Abdulkerim Bardakci,TUR,4.0,eliminated,DEF,4,1.3,1,2,1,0,0,0,0,0
1201,Merih Demiral,TUR,4.0,eliminated,DEF,3,1.5,1,2,0,0,0,0,0,0
1202,Mustafa Eskihellac,TUR,3.9,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1203,Ahmetcan Kaplan,TUR,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1204,Kenan Yildiz,TUR,7.0,eliminated,MID,6,2,1,2,3,0,0,0,0,0
1205,Kerem Akturkoglu,TUR,6.2,eliminated,FWD,3,1.5,2,1,0,0,0,0,0,0
1206,Baris Alper Yilmaz,TUR,6.1,eliminated,FWD,14,4.7,1,1,12,0,0,0,0,0
1208,Oguz Aydin,TUR,5.0,eliminated,FWD,2,2,0,0,2,0,0,0,0,0
1209,Yunus Akgun,TUR,4.9,eliminated,FWD,2,1,0,2,0,0,0,0,0,0
1210,Deniz Gul,TUR,4.4,eliminated,FWD,2,1,1,1,0,0,0,0,0,0
1211,Ugurcan Cakir,TUR,4.2,eliminated,GK,5,1.7,1,2,2,0,0,0,0,0
1212,Altay Bayindir,TUR,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1213,Mert Gunok,TUR,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1214,Muhammed Sengezer,TUR,3.9,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1215,Arda Guler,TUR,7.0,eliminated,MID,14,4.7,2,2,10,0,0,0,0,0
1216,Hakan Calhanoglu,TUR,7.1,eliminated,MID,5,2.5,2,3,0,0,0,0,0,0
1217,Pablo Alcoba,URU,4.3,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1218,Juan Manuel Sanabria,URU,4.5,eliminated,MID,6,2,1,2,3,0,0,0,0,0
1219,Emiliano Martinez,URU,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1220,Luciano Gonzalez,URU,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1221,Nicolas Fonseca,URU,5.0,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1222,Facundo Pellistri,URU,5.2,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1223,Maxi Araujo,URU,6.4,eliminated,MID,25,8.3,10,13,2,0,0,0,0,0
1224,Manuel Ugarte,URU,5.9,eliminated,MID,6,2,2,2,2,0,0,0,0,0
1225,Nicolas de la Cruz,URU,5.9,eliminated,MID,2,0.7,1,1,0,0,0,0,0,0
1226,Ronald Araujo,URU,5.0,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1227,Jose Maria Gimenez,URU,4.4,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1228,Matias Vina,URU,4.3,eliminated,DEF,1,1,1,0,0,0,0,0,0,0
1229,Mathias Olivera,URU,4.3,eliminated,DEF,4,1.3,2,0,2,0,0,0,0,0
1230,Guillermo Varela,URU,4.2,eliminated,DEF,4,1.3,2,1,1,0,0,0,0,0
1231,Sebastian Caceres,URU,4.2,eliminated,DEF,5,1.7,2,1,2,0,0,0,0,0
1232,Santiago Bueno,URU,4.1,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1233,Jose Rodriguez,URU,3.9,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1234,Brian Barboza,URU,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1235,Benjamin Garcia,URU,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1236,Darwin Nunez,URU,7.5,eliminated,FWD,4,1.3,1,1,2,0,0,0,0,0
1237,Federico Vinas,URU,5.9,eliminated,FWD,11,3.7,8,2,1,0,0,0,0,0
1238,Brian Rodriguez,URU,6.2,eliminated,FWD,3,1,1,1,1,0,0,0,0,0
1239,Rodrigo Aguirre,URU,5.6,eliminated,FWD,1,1,1,0,0,0,0,0,0,0
1240,Facundo Torres,URU,5.4,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1241,Agustin Canobbio,URU,5.3,eliminated,FWD,10,3.3,1,9,0,0,0,0,0,0
1242,Facundo Martinez,URU,5.3,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1243,Agustin Alvarez,URU,5.2,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1244,Sergio Rochet,URU,4.1,eliminated,GK,1,1,0,0,1,0,0,0,0,0
1245,Fernando Muslera,URU,4.1,eliminated,GK,4,1.3,2,1,1,0,0,0,0,0
1246,Santiago Mele,URU,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1247,Giorgian de Arrascaeta,URU,6.5,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1248,Federico Valverde,URU,7.5,eliminated,MID,8,2.7,2,5,1,0,0,0,0,0
1249,Cristian Roldan,USA,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1250,Sebastian Berhalter,USA,4.7,eliminated,MID,17,3.4,1,1,13,1,1,0,0,0
1251,Tanner Tessmann,USA,5.6,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1252,Aidan Morris,USA,5.6,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1253,Brenden Aaronson,USA,5.7,eliminated,MID,3,3,0,0,3,0,0,0,0,0
1254,Malik Tillman,USA,6.1,eliminated,MID,35,7,7,4,1,13,10,0,0,0
1255,Weston McKennie,USA,6.1,eliminated,MID,18,3.6,7,4,2,4,1,0,0,0
1256,Giovanni Reyna,USA,5.5,eliminated,MID,14,2.8,9,1,2,1,1,0,0,0
1257,Johnny Cardoso,USA,6.2,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1258,Antonee Robinson,USA,5.0,eliminated,DEF,19,4.8,2,8,0,9,0,0,0,0
1259,Chris Richards,USA,4.1,eliminated,DEF,18,4.5,2,8,0,9,-1,0,0,0
1260,Joe Scally,USA,4.1,eliminated,DEF,2,1,0,1,1,0,0,0,0,0
1261,Tim Ream,USA,3.9,eliminated,DEF,19,4.8,2,9,0,9,-1,0,0,0
1262,Mark McKenzie,USA,3.9,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1263,Auston Trusty,USA,3.9,eliminated,DEF,10,5,0,1,9,0,0,0,0,0
1264,Alexander Freeman,USA,4.0,eliminated,DEF,30,6,7,16,1,7,-1,0,0,0
1265,Timothy Weah,USA,5.8,eliminated,MID,2,1,1,0,1,0,0,0,0,0
1266,Ricardo Pepi,USA,5.9,eliminated,FWD,7,1.4,1,2,2,1,1,0,0,0
1267,Folarin Balogun,USA,6.0,eliminated,FWD,33,8.3,15,4,0,7,7,0,0,0
1268,Patrick Agyemang,USA,4.9,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1269,Max Arfsten,USA,4.4,eliminated,FWD,1,1,0,0,0,0,1,0,0,0
1270,Matt Turner,USA,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1271,Matt Freese,USA,4.2,eliminated,GK,21,5.3,2,9,0,10,0,0,0,0
1272,Patrick Schulte,USA,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1273,Chris Brady,USA,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1274,Christian Pulisic,USA,7.0,eliminated,MID,10,2.5,5,0,1,3,1,0,0,0
1275,Abdulla Abdullaev,UZB,4.2,eliminated,MID,4,2,2,2,0,0,0,0,0,0
1278,Sherzod Esanov,UZB,4.7,eliminated,MID,1,1,0,1,0,0,0,0,0,0
1279,Jasurbek Jaloliddinov,UZB,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1280,Ruslanbek Jiyanov,UZB,4.7,eliminated,MID,1,1,0,1,0,0,0,0,0,0
1282,Akmal Mozgovoy,UZB,4.7,eliminated,MID,10,3.3,2,1,7,0,0,0,0,0
1284,Otabek Shukurov,UZB,5.0,eliminated,MID,5,1.7,2,2,1,0,0,0,0,0
1285,Umarali Rakhmonaliev,UZB,5.1,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1286,Dostonbek Khamdamov,UZB,5.1,eliminated,MID,3,1.5,1,0,2,0,0,0,0,0
1287,Aziz G'aniev,UZB,5.3,eliminated,MID,5,2.5,0,3,2,0,0,0,0,0
1288,Odiljon Hamrobekov,UZB,5.3,eliminated,MID,1,0.5,0,0,1,0,0,0,0,0
1289,Oston Urunov,UZB,5.6,eliminated,MID,2,1,1,0,1,0,0,0,0,0
1290,Jamshid Iskanderov,UZB,5.7,eliminated,MID,1,1,0,0,1,0,0,0,0,0
1291,Jaloliddin Masharipov,UZB,6.1,eliminated,MID,0,0,0,0,0,0,0,0,0,0
1292,Abbosbek Fayzullaev,UZB,6.2,eliminated,MID,15,5,10,2,3,0,0,0,0,0
1293,Abdukodir Khusanov,UZB,4.3,eliminated,DEF,-5,-1.7,-1,-2,-2,0,0,0,0,0
1294,Rustam Ashurmatov,UZB,3.7,eliminated,DEF,-1,-0.3,1,-2,0,0,0,0,0,0
1295,Sherzod Nasrullaev,UZB,3.7,eliminated,DEF,-1,-0.3,1,-1,-1,0,0,0,0,0
1296,Farrukh Sayfiev,UZB,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1297,Khojiakbar Alijonov,UZB,3.6,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1300,Umar Eshmurodov,UZB,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1302,Avazbek O'lmasaliev,UZB,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1303,Bekhruz Karimov,UZB,3.5,eliminated,DEF,-2,-1,0,-2,0,0,0,0,0,0
1305,Jakhongir Urozov,UZB,3.5,eliminated,DEF,2,1,1,0,1,0,0,0,0,0
1306,Eldor Shomurodov,UZB,6.5,eliminated,FWD,18,6,7,2,9,0,0,0,0,0
1307,Igor Sergeev,UZB,6.1,eliminated,FWD,3,1,1,1,1,0,0,0,0,0
1308,Sherzod Temirov,UZB,5.1,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1310,Azizbek Amanov,UZB,4.9,eliminated,FWD,1,1,1,0,0,0,0,0,0,0
1311,Abduvokhid Nematov,UZB,4.0,eliminated,GK,-3,-1.5,0,-3,0,0,0,0,0,0
1312,Utkir Yusupov,UZB,3.9,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1314,Botirali Ergashev,UZB,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1315,Facundo Cambeses,ARG,4.0,playing,GK,0,0,0,0,0,0,0,0,0,0
1316,Walter Benitez,ARG,4.5,playing,GK,0,0,0,0,0,0,0,0,0,0
1317,Santiago Beltran,ARG,4.0,playing,GK,0,0,0,0,0,0,0,0,0,0
1318,Lisandro Martinez,ARG,4.6,playing,DEF,33,4.7,9,9,0,11,1,2,1,0
1319,German Pezzella,ARG,4.2,playing,DEF,0,0,0,0,0,0,0,0,0,0
1320,Facundo Medina,ARG,4.0,playing,DEF,24,4.8,9,11,0,2,1,0,0,1
1321,Zaid Romero,ARG,3.5,playing,DEF,0,0,0,0,0,0,0,0,0,0
1322,Lautaro Di Lollo,ARG,3.5,playing,DEF,0,0,0,0,0,0,0,0,0,0
1323,Gonzalo Montiel,ARG,4.3,playing,DEF,8,1.3,1,0,0,0,4,1,1,1
1324,Kevin Mac Allister,ARG,3.8,playing,DEF,0,0,0,0,0,0,0,0,0,0
1325,Leonardo Balerdi,ARG,4.0,playing,DEF,0,0,0,0,0,0,0,0,0,0
1326,Giovani Lo Celso,ARG,6.2,playing,MID,11,11,0,0,11,0,0,0,0,0
1327,Emiliano Buendia,ARG,6.5,playing,MID,0,0,0,0,0,0,0,0,0,0
1328,Anibal Moreno,ARG,5.0,playing,MID,0,0,0,0,0,0,0,0,0,0
1329,Equi Fernandez,ARG,5.0,playing,MID,0,0,0,0,0,0,0,0,0,0
1330,Guido Rodriguez,ARG,5.6,playing,MID,0,0,0,0,0,0,0,0,0,0
1331,Alan Varela,ARG,5.0,playing,MID,0,0,0,0,0,0,0,0,0,0
