assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,None,0,0,False,True,0,0,0,0,200826,None,,0,0,-1,1,0.0,771,330,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Giovani,0.0,723,304,0,0,0,False,0.0,772,329,493,False,0.0,772,329,0,0,0,0,0,0,0,0,Transferred to Real Betis,2024-08-31T06:14:45.936781Z,49,251,161,p200826,0,0,None,0,,200826.jpg,0.0,773,330,0,None,False,0,0,Lo Celso,0.0,627,246,False,None,0,0,u,18,6,None,0.0,760,327,0,2052,0,10727,1,0.0,0.0,Lo Celso,0
8,1996-11-23,15,592,True,True,0,0,6,0.3,172780,1,,0,0,-1,1,702.3,36,31,2,,3,3,0.0,0.0,0,5.92,0.3,11.46,0.58,5.54,32.39,1.62,0.28,James,1.0,297,140,32,1.6,9,False,187.8,40,31,494,False,683.4,59,18,1799,0,0,0,0,0,0,0,Knee injury - Expected back 01 Jun,2025-05-01T23:00:08.579870Z,74,18,12,p172780,0,0,2,0,,172780.jpg,4.3,29,15,0,241,False,0,0.0,Maddison,3.9,98,30,False,None,21,1.05,i,18,6,2023-06-28,495.0,61,39,133,2397819,208,2585513,4977,0.1,18.0,Maddison,6
6,1999-09-13,6,459,True,True,100,100,6,0.21,441164,2,,0,0,-3,3,922.3,9,1,1,,2,2,0.0,0.0,0,4.65,0.17,6.28,0.23,1.63,47.10,1.68,0.06,Pedro,0.0,761,258,43,1.54,2,False,189.1,38,2,495,False,767.6,36,15,2516,0,0,0,0,0,0,0,,2024-08-19T23:00:06.196679Z,52,174,23,p441164,0,0,None,0,,441164.jpg,3.1,137,37,0,200,False,0,0.0,Porro,16.5,22,8,False,None,27,0.97,a,18,6,2023-07-01,200.0,172,29,99,2924839,5525,4713831,22565,0.0,19.0,Pedro Porro,4
0,1996-12-16,0,20,True,True,None,None,0,0.0,199249,None,,0,0,-4,4,25.2,417,150,None,,0,2,0.2,0.2,1,0.24,0.11,0.36,0.17,0.12,2.47,1.15,0.06,Sergio,0.2,374,114,3,1.39,0,False,7.2,457,160,496,False,33.4,460,168,194,0,0,0,0,0,0,0,,None,41,629,160,p199249,0,0,None,0,,199249.jpg,0.5,550,191,0,200,False,0,0.0,Reguilón,0.2,399,142,False,None,1,0.46,a,18,6,2020-09-19,13.0,421,150,2,15627,144,34261,94,0.0,0.5,Reguilón,2
1,1997-05-10,0,138,True,True,100,100,1,0.19,212319,None,,0,0,-2,2,57.0,349,38,None,,0,4,0.8,0.8,1,0.60,0.11,4.31,0.82,3.71,6.34,1.21,0.71,Richarlison,0.8,318,33,7,1.33,4,False,47.3,295,34,497,False,179.8,324,29,473,0,0,0,0,0,0,0,,2025-04-02T14:30:08.597402Z,68,34,18,p212319,0,0,2,0,,212319.jpg,2.4,235,29,0,30,False,0,0.0,de Andrade,0.4,285,46,False,None,4,0.76,a,18,6,2022-07-01,243.0,133,33,34,77443,872,161285,451,0.1,5.0,Richarlison,2
1,1998-04-27,3,245,True,True,100,100,3,0.19,221632,None,,0,0,-1,1,113.1,279,80,None,,1,2,0.0,0.0,0,0.81,0.05,2.33,0.15,1.52,19.31,1.23,0.1,Cristian,0.0,724,254,22,1.4,1,False,69.0,229,72,498,False,343.2,209,75,1416,0,0,0,0,0,0,0,,2024-11-21T14:30:08.425075Z,49,256,31,p221632,0,0,None,0,,221632.jpg,2.7,187,56,0,10,False,0,0.0,Romero,3.5,102,38,False,None,18,1.14,a,18,6,2022-08-30,232.0,146,20,49,976242,1470,1297112,1375,0.0,10.0,Romero,3
2,2002-09-14,4,364,True,True,100,100,2,0.1,482442,None,,0,0,-3,3,255.8,165,113,None,,1,3,1.5,1.5,1,0.77,0.04,4.49,0.22,3.72,36.02,1.75,0.18,Pape Matar,1.5,228,104,38,1.84,3,False,86.9,174,96,499,False,396.8,179,75,1856,0,0,0,0,0,0,0,,2025-01-24T00:00:10.023844Z,47,336,219,p482442,0,0,None,0,,482442.jpg,2.0,292,128,0,189,False,0,0.0,Sarr,0.2,372,120,False,None,21,1.02,a,18,6,2021-08-27,220.0,154,97,70,60767,148,71699,345,0.3,14.9,P.M.Sarr,6
1,2004-03-24,0,20,True,True,0,0,0,0.0,490145,None,,0,0,-1,1,11.0,452,52,None,,0,4,0.0,0.0,0,0.00,0.0,0.04,0.12,0.04,0.83,2.41,0.12,Dane,0.0,576,42,1,2.9,0,False,5.2,478,51,500,False,24.4,470,44,31,0,0,0,0,0,0,0,Groin Injury - Expected back 01 Jun,2025-05-11T23:30:09.456975Z,44,534,85,p490145,0,0,None,0,,490145.jpg,2.0,288,34,0,241,False,0,0.0,Scarlett,0.7,247,41,False,None,0,0.0,i,18,6,2020-08-21,17.0,407,52,6,148465,490,102403,3076,0.0,1.4,Scarlett,0
0,None,0,0,False,True,0,0,0,0,235674,None,,0,0,-1,1,0.0,790,340,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Manor,0.0,769,330,0,0,0,False,0.0,790,340,502,False,0.0,790,340,0,0,0,0,0,0,0,0,Season long loan to Leeds United,2024-08-29T11:11:30.036154Z,54,133,81,p235674,0,0,None,0,,235674.jpg,0.0,789,340,0,None,False,0,0,Solomon,0.0,658,267,False,None,0,0,u,18,6,None,0.0,787,339,0,480,0,5494,0,0.0,0.0,Solomon,0
10,1992-07-08,12,543,True,True,100,100,4,0.17,85971,4,,0,0,-3,3,734.9,29,25,None,,2,3,0.8,0.8,2,4.97,0.21,12.22,0.52,7.25,37.99,1.62,0.31,Son,0.8,321,153,35,1.5,7,False,207.2,21,16,503,False,629.6,74,25,2106,0,0,0,0,0,0,0,,2025-04-14T08:30:08.160452Z,97,5,4,p85971,0,1,1,0,,85971.jpg,4.3,30,16,0,114,False,0,0.0,Heung-min,4.2,92,26,False,None,24,1.03,a,18,6,2015-08-28,707.0,34,20,129,2140975,4811,2787140,1927,0.1,13.3,Son,1
2,2000-08-09,6,222,True,True,100,100,3,0.15,232859,None,,0,0,-1,1,226.3,185,39,None,,2,2,1.0,1.0,1,1.41,0.07,1.99,0.1,0.58,33.98,1.72,0.03,Djed,1.0,270,84,37,1.87,1,False,76.1,206,64,504,False,433.0,163,60,1783,0,0,0,0,0,0,0,,2025-01-24T12:30:09.092907Z,44,522,101,p232859,1,0,None,0,,232859.jpg,2.1,268,85,1,241,False,0,0.0,Spence,0.7,238,93,False,None,19,0.96,a,18,6,2022-07-19,100.0,272,79,51,171168,421,105846,2956,0.2,11.6,Spence,2
1,2002-11-28,0,243,True,True,100,100,2,0.1,487053,None,,0,0,-2,2,255.6,166,35,None,,0,2,-0.5,-0.5,0,1.22,0.06,1.53,0.08,0.31,31.01,1.52,0.02,Destiny,-0.5,801,266,31,1.52,0,False,73.7,216,67,505,False,347.4,206,72,1833,0,0,0,0,0,0,0,,2024-12-30T09:30:07.165603Z,48,315,40,p487053,1,0,None,0,,487053.jpg,1.8,330,106,0,106,False,0,0.0,Udogie,1.5,164,64,False,None,23,1.13,a,18,6,2022-08-16,132.0,236,63,43,341525,540,598769,715,-0.1,9.0,Udogie,2
2,2001-04-19,2,139,True,True,100,100,2,0.19,491279,None,,0,0,0,0,39.3,381,132,None,,1,2,0.0,0.0,0,0.70,0.07,1.24,0.12,0.54,11.96,1.13,0.05,Micky,0.0,629,245,15,1.42,0,False,29.2,362,122,506,False,195.4,309,117,949,0,0,0,0,0,0,0,,2025-02-14T14:30:08.767065Z,45,414,73,p491279,0,0,None,0,,491279.jpg,2.6,195,60,0,152,False,0,0.0,van de Ven,2.4,127,47,False,None,11,1.04,a,18,6,2023-08-08,57.0,322,102,31,1058182,1055,1528658,804,0.0,6.9,Van de Ven,4
0,None,0,0,False,True,0,0,0,0,536908,None,,0,0,0,0,0.0,786,82,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alejo,0.0,751,71,0,0,0,False,0.0,787,82,507,False,0.0,787,82,0,0,0,0,0,0,0,0,Loaned to Espanyol,2024-08-10T12:19:41.352153Z,50,232,50,p536908,0,0,None,0,,536908.jpg,0.0,786,82,0,None,False,0,0,Véliz,0.0,749,86,False,None,0,0,u,18,6,None,0.0,780,82,0,0,0,986,0,0.0,0.0,Veliz,0
0,1996-10-07,2,293,True,True,100,100,4,0.17,184254,None,,0,0,-2,2,0.0,766,81,None,,1,1,0.5,0.5,0,0.00,0.0,0.00,0.0,0.00,31.33,1.36,0.0,Guglielmo,0.5,348,23,33,1.43,0,False,54.9,276,19,508,False,551.4,113,18,2070,0,0,0,0,0,0,0,,2024-11-26T00:00:08.341528Z,48,292,11,p184254,0,0,None,0,,184254.jpg,2.8,170,26,0,106,False,64,2.78,Vicario,1.8,145,21,False,None,23,1.0,a,18,6,2023-07-01,0.0,755,72,65,278660,1028,542907,1559,0.1,13.5,Vicario,1
3,1996-03-06,2,120,True,True,100,100,1,0.18,165153,None,,0,0,-3,3,148.0,242,155,None,,0,3,0.0,0.0,0,1.55,0.28,2.59,0.47,1.04,11.41,2.04,0.19,Timo,0.0,789,343,12,2.14,0,False,37.1,325,163,509,False,114.6,375,175,504,0,0,0,0,0,0,0,,2025-01-14T17:00:08.863619Z,62,55,29,p165153,0,0,None,0,,165153.jpg,1.9,317,144,0,80,False,0,0.0,Werner,0.1,414,142,False,None,4,0.71,a,18,6,2024-01-09,113.0,260,148,34,15007,94,36810,47,0.0,5.5,Werner,0
0,1998-10-02,0,0,True,True,None,None,0,0,175941,None,,0,0,-1,1,0.0,556,33,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,416,34,0,0,0,False,0.0,577,51,510,False,0.0,577,51,0,0,0,0,0,0,0,0,,None,39,744,71,p175941,0,0,None,0,,175941.jpg,0.0,586,51,0,241,False,0,0,Whiteman,1.7,154,23,False,None,0,0,a,18,6,2016-07-01,0.0,512,13,0,138201,799,115390,1918,0.0,0.0,Whiteman,0
0,None,0,7,False,True,0,0,0,0.0,552427,None,,0,0,0,0,0.0,741,66,None,,0,4,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.02,0.18,0.0,Will,0.0,666,53,0,0.0,0,False,0.0,745,67,609,False,0.0,745,67,10,0,0,0,0,0,0,0,Loaned to West Bromwich Albion,2025-02-06T23:45:33.840689Z,45,459,74,p552427,0,0,None,0,,552427.jpg,1.0,493,54,0,241,False,0,0.0,Lankshear,1.0,211,37,False,None,0,0.0,u,18,6,2022-12-08,0.0,726,67,3,434203,0,404318,455,0.0,0.7,Lankshear,0
2,2007-08-11,0,51,True,True,100,100,0,0.0,499721,None,,0,0,0,0,45.2,365,201,None,,0,3,1.2,1.2,2,0.56,0.14,0.76,0.19,0.20,6.87,1.72,0.05,Mikey,1.2,255,115,5,1.25,0,False,11.0,432,204,610,False,33.2,461,210,359,0,0,0,0,0,0,0,,2024-11-07T09:00:08.150966Z,45,423,264,p499721,0,0,None,0,,499721.jpg,1.9,306,136,0,241,False,0,0.0,Moore,0.2,371,119,False,None,3,0.75,a,18,6,2024-05-01,34.0,359,191,19,50548,126,54869,87,0.3,4.2,Moore,0
0,2004-11-28,3,88,True,True,100,100,1,0.11,550839,None,,0,0,-2,2,108.3,282,170,None,,0,3,3.8,3.8,2,0.75,0.08,2.38,0.26,1.63,14.37,1.62,0.18,Wilson,3.8,88,34,16,1.8,1,False,36.4,333,165,612,False,98.6,395,186,798,0,0,0,0,0,0,0,,2024-10-30T12:00:07.631102Z,53,158,95,p550839,0,0,None,0,,550839.jpg,2.2,260,113,0,73,False,0,0.0,Odobert,0.0,576,219,False,None,9,1.02,a,18,6,2024-08-16,156.0,211,125,33,13150,173,12696,237,0.7,6.2,Odobert,0
0,2007-03-11,0,0,True,True,None,None,0,0,499726,None,,0,0,0,0,0.0,717,292,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Callum,0.0,637,244,0,0,0,False,0.0,720,292,683,False,0.0,720,292,0,0,0,0,0,0,0,0,,None,45,424,265,p499726,0,0,None,0,,499726.jpg,0.0,725,293,0,241,False,0,0,Olusesi,0.0,725,301,False,None,0,0,a,18,6,2024-11-06,0.0,699,284,0,1392,20,1061,10,0.0,0.0,Olusesi,0
0,2008-03-10,0,0,True,True,None,None,0,0,611920,None,,0,0,0,0,0.0,635,241,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Malachi,0.0,515,195,0,0,0,False,0.0,648,243,684,False,0.0,648,243,0,0,0,0,0,0,0,0,,None,40,718,226,p611920,0,0,None,0,,611920.jpg,0.0,655,242,0,241,False,0,0,Hardy,0.0,612,210,False,None,0,0,a,18,6,2024-11-22,0.0,600,235,0,3137,32,2525,25,0.0,0.0,Hardy,0
0,None,0,0,False,True,0,0,0,0,611917,None,,0,0,0,0,0.0,760,323,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luca,0.0,689,281,0,0,0,False,0.0,763,323,689,False,0.0,763,323,0,0,0,0,0,0,0,0,U18 team,2025-01-17T11:48:35.885884Z,45,487,307,p611917,0,0,None,0,,611917.jpg,0.0,765,324,0,241,False,0,0,Williams-Barnett,0.0,762,320,False,None,0,0,u,18,6,2024-11-06,0.0,745,317,0,790,0,800,2,0.0,0.0,Williams-Barnett,0
0,None,0,4,False,True,0,0,0,0.0,519321,None,,0,0,0,0,0.2,517,190,None,,0,2,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.04,0.28,0.0,Alfie,0.0,485,168,0,0.0,0,False,0.1,547,194,699,False,1.0,543,192,13,0,0,0,0,0,0,0,Loaned to Aberdeen,2025-01-17T12:26:25.866937Z,40,687,198,p519321,0,0,None,0,,519321.jpg,1.0,463,162,0,241,False,0,0.0,Dorrington,0.0,742,253,False,None,0,0.0,u,18,6,2022-12-08,0.0,575,213,1,1051,0,1122,0,0.0,0.2,Dorrington,0
0,None,0,0,True,True,None,None,0,0,592736,None,,0,0,0,0,0.0,632,238,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Maeson,0.0,511,191,0,0,0,False,0.0,645,240,700,False,0.0,645,240,0,0,0,0,0,0,0,0,,None,40,714,222,p592736,0,0,None,0,,592736.jpg,0.0,652,239,0,241,False,0,0,King,0.0,635,219,False,None,0,0,a,18,6,2024-11-27,0.0,597,232,0,2483,41,1736,28,0.0,0.0,King,0
0,2003-03-13,0,86,True,True,None,None,1,0.17,485055,None,,0,0,-4,4,10.1,459,13,None,,0,1,1.2,1.2,2,0.01,0.0,0.01,0.0,0.00,11.80,1.97,0.0,Antonín,1.2,247,19,11,1.83,0,False,21.7,387,27,716,False,208.2,295,27,540,0,0,0,0,0,0,0,,None,41,633,38,p485055,0,0,None,0,,485055.jpg,2.8,165,25,0,57,False,24,4.0,Kinsky,0.1,424,59,False,None,6,1.0,a,18,6,2025-01-05,0.0,613,50,17,47154,627,36843,247,0.3,4.1,Kinsky,0
0,None,0,0,False,True,0,0,0,0,623095,None,,0,0,0,0,0.0,763,325,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Min-Hyeok,0.0,692,283,0,0,0,False,0.0,765,325,717,False,0.0,765,325,0,0,0,0,0,0,0,0,Loaned to Queens Park Rangers,2025-02-03T10:24:52.232670Z,45,490,309,p623095,0,0,None,0,,623095.jpg,0.0,767,326,0,114,False,0,0,Yang,0.0,784,334,False,None,0,0,u,18,6,2025-01-01,0.0,748,319,0,468,0,417,2,0.0,0.0,Yang,0
0,2005-12-27,0,0,True,True,None,None,0,0,574799,None,,0,0,0,0,0.0,748,316,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Damola,0.0,673,271,0,0,0,False,0.0,751,316,729,False,0.0,751,316,0,0,0,0,0,0,0,0,,None,45,467,296,p574799,0,0,None,0,,574799.jpg,0.0,754,317,0,241,False,0,0,Ajayi,0.0,727,302,False,None,0,0,a,18,6,2024-10-02,0.0,732,309,0,1181,42,695,28,0.0,0.0,Ajayi,0
0,1965-08-27,0,0,True,True,None,None,0,0,100041880,None,,0,0,0,0,0.0,538,13,None,,0,5,1.2,1.2,0,0.00,0,0.00,0,0.00,0.00,0,0,Ange,1.2,245,20,0,0,0,False,0.0,561,13,749,False,0.0,561,13,0,2,2,18,9,1,0,4,,None,11,789,8,man41881,0,0,None,0,,100041880.jpg,0.0,570,13,0,13,False,0,0,Postecoglou,0.9,649,16,False,None,0,0,a,18,6,2023-07-01,0.0,492,13,57,42519,661,23587,146,1.1,51.8,Postecoglou,0
0,2004-06-21,0,0,True,True,None,None,0,0,501620,None,,0,0,0,0,0.0,604,214,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dante,0.0,477,161,0,0,0,False,0.0,618,217,760,False,0.0,618,217,0,0,0,0,0,0,0,0,,None,40,678,190,p501620,0,0,None,0,,501620.jpg,0.0,625,216,0,107,False,0,0,Cassanova,0.0,723,244,False,None,0,0,a,18,6,2024-10-02,0.0,567,206,0,711,42,411,20,0.0,0.0,Cassanova,0
0,1998-09-19,0,101,True,True,100,100,1,0.12,135720,None,,0,0,-1,1,34.1,390,137,None,,0,2,1.0,1.0,1,0.12,0.01,0.52,0.06,0.40,14.92,1.79,0.05,Kevin,1.0,268,82,14,1.68,0,False,31.5,354,119,767,False,208.0,296,108,752,0,0,0,0,0,0,0,,2025-03-12T22:00:09.466097Z,44,499,86,p135720,0,0,None,0,,135720.jpg,1.8,324,105,0,14,False,0,0.0,Danso,0.0,623,215,False,None,8,0.96,a,18,6,2025-02-02,72.0,301,92,16,9782,95,7714,64,0.2,3.6,Danso,0
1,2005-04-27,2,134,True,True,None,None,2,0.22,511499,None,,0,0,-2,2,195.9,209,139,None,,0,3,2.2,2.2,1,1.40,0.15,3.68,0.4,2.28,15.92,1.73,0.25,Mathys,2.2,182,78,18,1.96,2,False,56.4,269,140,768,False,167.4,335,152,826,0,0,0,0,0,0,0,,None,58,92,59,p511499,0,0,None,0,,511499.jpg,3.1,138,60,0,73,False,0,0.0,Tel,0.1,456,162,False,None,10,1.09,a,18,6,2025-02-03,206.0,162,102,37,46199,324,35464,790,0.4,6.4,Tel,2
0,2004-10-19,2,97,True,True,100,100,1,0.23,487117,None,,0,0,0,0,68.5,335,36,5,,0,4,0.7,-0.3,0,0.66,0.15,1.79,0.41,1.13,6.39,1.49,0.26,Evan,0.2,400,41,9,2.1,1,False,25.0,375,40,123,False,80.0,410,39,385,0,0,0,0,0,0,0,,2025-04-19T20:30:07.421417Z,55,120,33,p487117,0,0,None,0,,487117.jpg,1.3,424,43,0,104,False,0,0.0,Ferguson,0.3,329,52,False,None,3,0.7,a,19,21,2025-02-03,104.0,266,41,28,89821,529,86727,214,0.0,5.1,Ferguson,0
5,1997-11-26,15,473,True,True,100,100,6,0.18,214590,None,,0,0,-1,1,511.0,69,13,None,,4,2,5.7,4.7,1,2.71,0.08,3.89,0.11,1.18,56.16,1.65,0.03,Aaron,5.2,33,8,58,1.7,2,False,147.2,74,9,388,False,773.4,34,13,3064,0,0,0,0,0,0,0,,2025-04-17T16:00:08.340512Z,44,510,93,p214590,1,0,None,0,,214590.jpg,3.2,119,27,0,241,False,0,0.0,Wan-Bissaka,6.0,62,20,False,None,34,1.0,a,19,21,2024-08-13,188.0,187,35,113,1437167,79237,1038731,5406,1.2,25.7,Wan-Bissaka,1
1,1997-10-24,0,211,True,True,100,100,3,0.16,213999,None,,0,0,0,0,209.2,195,132,None,,0,3,0.7,-0.3,0,0.85,0.05,1.16,0.07,0.31,29.67,1.58,0.02,Edson,0.2,395,192,30,1.6,0,False,52.1,287,148,511,False,262.8,256,115,1690,0,0,0,0,0,0,0,,2025-04-25T00:00:08.647370Z,50,206,127,p213999,0,0,None,0,,213999.jpg,1.4,409,192,1,139,False,0,0.0,Álvarez Velázquez,0.1,444,156,False,None,19,1.01,a,19,21,2023-08-10,49.0,337,180,38,16764,81,21364,61,0.0,7.6,Álvarez,7
4,1990-03-28,3,111,True,True,0,0,4,0.43,57531,None,,0,0,-3,3,139.5,252,27,None,,1,4,0.0,0.0,0,0.91,0.1,3.11,0.34,2.20,17.83,1.92,0.24,Michail,0.0,759,74,18,1.94,1,False,39.5,320,36,512,False,72.0,415,40,834,0,0,0,0,0,0,0,Leg injury - Unknown return date,2024-12-09T17:00:08.418178Z,52,159,41,p57531,0,0,None,0,,57531.jpg,3.0,146,21,0,107,False,0,0.0,Antonio,0.8,227,39,False,None,11,1.19,i,19,21,2015-09-01,194.0,181,37,42,386412,105,484261,154,0.0,8.1,Antonio,1
0,1993-02-27,1,261,True,True,100,100,4,0.16,84182,None,,0,0,-3,3,0.0,650,70,None,,0,1,4.3,3.3,2,0.00,0.0,0.00,0.0,0.00,37.78,1.51,0.0,Alphonse,3.8,82,6,41,1.63,0,False,62.1,255,15,513,False,619.8,80,15,2259,0,0,0,0,0,0,0,,2025-01-16T22:00:08.950625Z,42,604,32,p84182,1,0,None,0,,84182.jpg,2.7,178,28,0,73,False,82,3.27,Areola,7.1,53,10,False,None,25,1.0,a,19,21,2022-07-01,0.0,616,53,69,859213,21343,1017194,4165,0.9,16.4,Areola,0
10,1996-12-20,18,630,True,True,100,100,8,0.25,178186,2,,1,-1,4,-4,709.9,34,29,None,,3,3,9.3,8.3,8,6.31,0.2,14.79,0.46,8.48,50.33,1.57,0.26,Jarrod,8.8,7,3,49,1.53,12,False,259.3,8,5,514,False,836.2,22,5,2884,0,0,0,0,0,0,0,,2024-12-30T09:30:07.187593Z,79,13,10,p178186,0,0,4,0,,178186.jpg,5.5,8,4,0,241,False,0,0.0,Bowen,16.1,24,7,False,None,33,1.03,a,19,21,2020-01-31,1050.0,7,3,180,3429363,266603,2422946,8241,1.1,22.8,Bowen,1
0,1992-08-22,1,85,True,True,100,100,2,0.17,164555,None,,0,0,-4,4,141.9,250,67,None,,0,2,2.3,1.3,0,0.89,0.08,1.25,0.11,0.37,19.48,1.69,0.03,Vladimír,1.8,204,63,21,1.82,0,False,40.9,315,102,516,False,200.0,304,115,1038,0,0,0,0,0,0,0,,2025-02-21T03:30:10.428614Z,41,628,159,p164555,1,0,None,0,,164555.jpg,1.2,429,145,0,57,False,0,0.0,Coufal,0.4,288,110,False,None,11,0.95,a,19,21,2020-10-02,70.0,306,95,26,41790,1185,90840,278,0.4,6.3,Coufal,5
0,1989-12-15,3,156,True,True,100,100,3,0.33,55459,None,,0,0,-1,1,152.3,239,62,2,,1,2,2.5,1.5,1,1.89,0.21,2.12,0.24,0.23,12.99,1.43,0.03,Aaron,2.0,185,55,8,0.88,0,False,31.4,355,120,517,False,148.2,349,128,817,0,0,0,0,0,0,0,,2024-08-30T04:00:05.718151Z,39,733,235,p55459,0,0,None,0,,55459.jpg,2.1,264,82,0,241,False,0,0.0,Cresswell,1.7,150,58,False,None,10,1.1,a,19,21,2014-07-03,14.0,416,146,35,256076,1986,317982,2208,0.5,9.0,Cresswell,3
0,None,0,0,False,True,0,0,0,0,490885,None,,0,0,0,0,0.0,709,284,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,George,0.0,628,236,0,0,0,False,0.0,712,284,519,False,0.0,712,284,0,0,0,0,0,0,0,0,Loaned to Bristol City,2024-08-16T11:57:26.531525Z,45,413,255,p490885,0,0,None,0,,490885.jpg,0.0,717,285,0,None,False,0,0,Earthy,0.0,657,266,False,None,0,0,u,19,21,None,0.0,691,276,0,0,0,8133,4,0.0,0.0,Earthy,0
1,1994-08-03,4,219,True,True,100,100,5,0.21,109533,3,,0,0,-1,1,310.9,132,27,1,,2,2,1.7,0.7,0,2.19,0.09,4.14,0.17,1.95,37.51,1.6,0.08,Emerson,1.2,250,74,41,1.75,2,False,90.4,164,46,520,False,420.4,170,64,2108,0,0,0,0,0,0,0,,2025-01-04T22:00:07.811285Z,44,498,85,p109533,0,0,None,0,,109533.jpg,2.5,208,65,0,106,False,0,0.0,Palmieri dos Santos,0.6,253,97,False,None,26,1.11,a,19,21,2022-08-23,173.0,199,39,76,150583,1060,171643,738,0.3,17.3,Emerson,5
0,1985-04-18,2,132,True,True,100,100,2,0.17,37096,None,,0,0,-1,1,0.3,507,20,None,,0,1,0.5,-0.5,0,0.00,0.0,0.00,0.0,0.00,21.99,1.85,0.0,Łukasz,0.0,406,29,20,1.68,0,False,36.1,336,22,521,False,362.2,194,21,1070,0,0,0,0,0,0,0,,2024-12-27T02:00:09.942808Z,39,732,65,p37096,0,0,None,0,,37096.jpg,2.8,164,24,0,172,False,47,3.95,Fabiański,10.1,39,6,False,None,12,1.01,a,19,21,2018-06-20,0.0,504,7,36,1711980,2740,1948836,15353,0.0,9.2,Fabianski,2
0,1991-01-14,0,0,True,True,None,None,0,0,82143,None,,0,0,-3,3,0.0,649,69,None,,0,1,0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Wes,0.0,531,71,0,0,0,False,0.0,659,78,522,False,0.0,659,78,0,0,0,0,0,0,0,0,,None,42,602,31,p82143,0,0,None,0,,82143.jpg,0.0,666,78,0,241,False,0,0,Foderingham,0.1,429,60,False,None,0,0,a,19,21,2024-07-01,0.0,615,52,0,8420,60,16992,62,0.0,0.0,Foderingham,0
3,1992-07-23,4,110,True,True,100,100,0,0.0,84939,None,,0,0,-2,2,76.5,321,34,None,,0,4,0.5,-0.5,0,0.06,0.02,2.31,0.77,2.25,4.89,1.63,0.75,Danny,0.0,704,63,4,1.33,1,False,33.4,343,38,523,False,97.0,397,37,270,0,0,0,0,0,0,0,,2024-12-04T09:30:08.866937Z,48,283,58,p84939,0,0,None,0,,84939.jpg,2.1,275,32,0,241,False,0,0.0,Ings,1.2,185,26,False,None,1,0.33,a,19,21,2023-01-20,159.0,207,38,32,419682,806,441582,631,0.0,6.7,Ings,0
1,1997-05-23,5,389,True,True,100,100,6,0.17,214048,None,,0,0,-2,2,201.5,203,45,None,,1,2,3.0,2.0,1,1.18,0.03,2.73,0.07,1.55,58.92,1.63,0.04,Max,2.5,153,44,61,1.69,0,False,116.8,117,26,524,False,814.4,27,9,3258,0,0,0,0,0,0,0,,2024-12-27T02:00:09.960422Z,43,573,120,p214048,0,0,None,0,,214048.jpg,2.2,251,79,0,241,False,0,0.0,Kilman,1.3,176,69,False,None,37,1.02,a,19,21,2024-07-05,149.0,220,55,81,410900,4806,405518,1576,0.6,18.8,Kilman,4
