assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form_rank,form_rank_type,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,None,None,0,48615,None,,0,0,-2,2,0.0,502,199,None,,0,3,-1.0,-1.5,0,Harry,0.0,471,177,0,0,0.0,517,195,378,False,0.0,515,194,0,,None,43,486,259,0,0,None,0,,48615.jpg,0.0,527,205,0,0,Arter,0.2,326,117,False,None,a,16,17,0.0,457,176,0,27180,280,32082,998,0.0,0.0,Arter,0
0,0,131,100,100,2,56917,None,,0,0,-1,1,37.4,231,64,None,,0,2,1.8,1.3,6,Steve,2.8,118,39,14,0,20.0,234,71,379,False,147.2,150,56,777,,2022-08-12T15:30:05.680688Z,44,421,103,0,0,None,0,,56917.jpg,1.9,265,99,0,0,Cook,0.1,407,151,False,None,a,16,17,16.0,303,101,19,5944,396,14350,169,0.6,4.3,Cook,4
0,0,0,None,None,0,57647,None,,0,0,-2,2,0.0,504,52,None,,1,4,-1.0,-1.5,0,Lyle,0.0,473,49,0,0,0.0,519,54,380,False,0.0,517,52,0,,None,43,488,69,0,0,None,0,,57647.jpg,0.0,528,54,0,0,Taylor,5.1,68,9,False,None,a,16,17,0.0,459,54,0,400083,7665,978603,15019,0.0,0.0,Taylor,0
0,0,23,25,25,0,58771,None,,0,0,-2,2,16.1,306,156,None,,1,3,-0.2,-0.4,0,Jack,0.0,475,178,4,0,3.5,365,164,381,False,18.6,351,154,125,Back injury - 25% chance of playing,2022-10-07T17:30:06.999588Z,43,490,260,0,0,None,0,,58771.jpg,1.3,330,147,0,0,Colback,0.8,211,70,False,None,d,16,17,0.0,461,177,4,106314,39,184691,3368,0.0,0.9,Colback,0
0,0,0,0,0,0,102836,None,,0,0,0,0,0.0,553,57,None,,0,1,0.0,0.0,0,Brice,0.0,535,65,0,0,0.0,561,66,382,False,0.0,558,66,0,Transferred to RC Lens,2022-07-06T13:30:03.861018Z,45,331,18,0,0,None,0,,102836.jpg,0.0,568,66,0,0,Samba,0.0,641,67,False,None,u,16,17,0.0,534,49,0,0,0,175,1,0.0,0.0,Samba,0
0,0,3,None,None,0,166325,None,,0,0,-2,2,0.1,411,197,None,,0,3,-1.0,-1.5,0,Carlos,0.0,484,180,0,0,0.3,417,185,383,False,2.4,412,183,6,,None,43,508,265,0,0,None,0,,166325.jpg,1.0,364,159,0,0,Ribeiro Dias,0.5,251,86,False,None,a,16,17,0.0,474,180,1,63247,450,65322,2288,0.0,0.2,Cafú,0
0,0,0,0,0,0,168172,None,,0,0,-1,1,0.0,617,263,None,,0,3,0.0,0.0,0,Joe,0.0,607,253,0,0,0.0,622,262,384,False,0.0,621,262,0,Transferred to Sydney FC,2022-08-16T08:49:55.320541Z,49,231,137,0,0,None,0,,168172.jpg,0.0,624,265,0,0,Lolley,0.0,593,242,False,None,u,16,17,0.0,612,260,0,313,0,5124,20,0.0,0.0,Lolley,0
0,0,172,100,100,3,168281,None,,0,0,-1,1,71.8,168,37,None,,0,2,2.0,1.5,6,Scott,3.0,100,29,23,0,29.0,177,42,385,False,192.6,84,26,1080,,2022-09-26T13:00:06.727952Z,44,439,114,0,0,None,0,,168281.jpg,1.9,266,100,0,0,McKenna,0.1,423,156,False,None,a,16,17,26.0,274,84,23,7131,604,12359,234,0.7,5.2,McKenna,4
0,0,0,0,0,0,173399,None,,0,0,0,0,0.0,458,176,None,,0,2,0.0,0.0,0,Mohamed,0.0,422,154,0,0,0.0,475,181,386,False,0.0,474,183,0,Season-long loan to FC Luzern,2022-08-04T13:25:02.036499Z,40,573,181,0,0,None,0,,173399.jpg,0.0,485,180,0,0,Dräger,0.1,449,165,False,None,u,16,17,0.0,407,156,0,0,0,15444,102,0.0,0.0,Dräger,0
2,0,89,100,100,2,204968,None,,0,0,0,0,45.3,213,127,None,,0,3,1.0,0.5,3,Ryan,2.0,189,77,16,0,33.3,140,86,387,False,118.0,183,77,762,,2022-08-04T17:30:05.670028Z,50,199,115,0,0,None,0,,204968.jpg,2.5,199,75,0,0,Yates,0.0,516,204,False,None,a,16,17,171.0,68,44,25,3914,187,5509,169,0.4,5.0,Yates,1
0,1,90,None,None,1,208912,None,,0,0,-2,2,28.2,264,84,None,,0,2,-0.8,-1.3,0,Joe,0.2,353,125,14,0,16.0,271,90,388,False,122.8,179,68,597,,None,43,517,152,0,0,None,0,,208912.jpg,1.1,346,122,0,0,Worrall,0.1,433,160,False,None,a,16,17,10.0,320,114,10,5896,52,11636,209,0.0,2.3,Worrall,4
0,0,0,0,0,0,209035,None,,0,0,0,0,0.0,463,179,None,,0,2,0.0,0.0,0,Jonathan,0.0,428,158,0,0,0.0,480,184,389,False,0.0,479,186,0,Joined Coventry City on loan - Expected back 01 Jul,2022-07-13T23:30:04.990034Z,40,579,185,0,0,None,0,,209035.jpg,0.0,490,183,0,0,Panzo,0.0,607,223,False,None,u,16,17,0.0,412,159,0,0,0,1016,12,0.0,0.0,Panzo,0
0,0,0,0,0,0,209925,None,,0,0,0,0,0.0,626,267,None,,0,3,0.0,0.0,0,Xande,0.0,616,259,0,0,0.0,630,267,390,False,0.0,629,267,0,Transferred to Dijon,2022-08-04T13:19:44.715432Z,50,201,116,0,0,None,0,,209925.jpg,0.0,631,269,0,0,Nascimento da Costa Silva,0.0,626,261,False,None,u,16,17,0.0,624,266,0,0,0,1508,4,0.0,0.0,Xande Silva,0
0,0,13,None,None,0,217331,None,,0,0,-2,2,12.2,323,48,None,,0,4,-0.6,-1.1,0,Sam,0.4,340,48,1,0,3.3,371,50,391,False,14.4,362,43,121,,None,48,280,55,0,0,None,0,,217331.jpg,1.0,407,48,0,0,Surridge,0.8,199,31,False,None,a,16,17,8.0,329,52,6,89604,1144,168618,2787,0.1,1.2,Surridge,1
0,0,0,0,0,0,221403,None,,0,0,0,0,0.0,564,225,None,,0,2,0.0,0.0,0,Richie,0.0,546,218,0,0,0.0,572,225,392,False,0.0,569,225,0,Season-long loan to Toronto FC,2022-08-10T10:30:46.083684Z,45,362,84,0,0,None,0,,221403.jpg,0.0,579,224,0,0,Laryea,0.0,598,219,False,None,u,16,17,0.0,547,222,0,26,0,3145,13,0.0,0.0,Laryea,0
0,0,0,None,None,0,242885,None,,0,0,-2,2,0.0,516,212,None,,0,2,-1.0,-1.5,0,Loïc,0.0,491,200,0,0,0.0,528,214,393,False,0.0,525,214,0,,None,43,529,161,0,0,None,0,,242885.jpg,0.0,535,211,0,0,Mbe Soh,0.0,538,199,False,None,a,16,17,0.0,482,204,0,802,15,3252,45,0.0,0.0,Mbe Soh,0
0,4,91,None,None,2,242898,None,,0,0,-3,3,84.3,146,17,3,,1,4,0.4,-0.1,1,Brennan,1.4,246,31,20,2,39.5,108,20,394,False,101.8,212,22,972,,None,57,94,35,0,1,2,0,,242898.jpg,2.5,203,27,0,0,Johnson,1.0,184,29,False,None,a,16,17,213.0,50,20,30,150652,391,253142,4382,0.2,5.3,Johnson,2
0,0,1,0,0,0,244930,None,,0,0,-1,1,0.3,405,195,None,,0,3,0.0,0.0,0,Alex,0.0,609,255,0,0,0.0,623,263,395,False,0.0,622,263,7,Joined Sheffield Wednesday on loan - Expected back 01 Jul,2022-08-29T15:30:06.614574Z,49,246,148,0,0,None,0,,244930.jpg,1.0,412,192,0,0,Mighten,0.0,599,245,False,None,u,16,17,0.0,615,262,1,414,0,2569,13,0.0,0.2,Mighten,0
0,0,0,0,0,0,437476,None,,0,0,0,0,0.0,571,232,None,,0,3,0.0,0.0,0,Braian,0.0,554,216,0,0,0.0,578,229,396,False,0.0,576,228,0,Season-long loan to Real Salt Lake,2022-08-14T18:39:35.875952Z,45,379,207,0,0,None,0,,437476.jpg,0.0,585,237,0,0,Ojeda Rodríguez,0.0,540,215,False,None,u,16,17,0.0,554,222,0,601,0,8804,39,0.0,0.0,Ojeda,0
0,6,102,None,None,3,210156,None,,0,0,-3,3,69.0,171,25,None,,0,4,1.6,1.1,9,Taiwo,2.6,144,18,11,3,36.2,122,21,397,False,124.4,176,16,431,,None,57,90,34,0,0,None,0,,210156.jpg,3.1,135,16,0,0,Awoniyi,0.6,238,37,False,None,a,16,17,170.0,70,23,34,109620,3968,166319,1162,0.5,6.0,Awoniyi,0
0,11,277,None,None,3,172649,None,,0,0,2,-2,0.0,600,59,None,,2,1,4.4,3.9,11,Dean,5.4,22,5,23,0,41.2,101,1,398,True,411.8,3,1,1080,,None,47,299,12,0,0,None,2,,172649.jpg,5.0,26,4,0,48,Henderson,12.1,32,6,False,None,a,16,17,0.0,587,55,60,1137047,50934,657901,9075,1.1,12.8,Henderson,1
0,0,9,None,None,0,437753,None,,0,0,-2,2,0.0,517,213,None,,0,2,-0.8,-1.3,0,Giulian,0.2,357,128,1,0,0.7,406,151,399,False,6.8,388,146,15,,None,43,534,163,0,0,None,0,,437753.jpg,1.0,372,139,0,0,Biancone,0.0,500,182,False,None,a,16,17,0.0,484,206,2,1266,35,5504,71,0.0,0.5,Biancone,0
0,0,5,100,100,0,90585,None,,0,0,-3,3,0.0,498,202,None,,0,2,-1.0,-1.5,0,Willy,0.0,465,184,3,0,0.9,398,147,474,False,8.8,378,144,63,,2022-08-24T16:30:06.275717Z,42,545,167,0,0,None,0,,90585.jpg,0.0,523,205,0,0,Boly,0.2,373,139,False,None,a,16,17,0.0,449,184,0,6934,122,21995,361,0.0,0.0,Boly,1
2,1,109,100,100,3,222531,1,,0,0,0,0,255.5,28,23,4,,0,3,2.2,1.7,3,Morgan,3.2,95,39,21,0,51.2,68,47,493,False,124.0,178,74,985,,2022-09-30T22:30:06.779756Z,55,117,64,0,0,None,0,,222531.jpg,2.6,192,71,0,0,Gibbs-White,0.3,314,113,False,None,a,16,17,131.0,103,66,31,66830,611,60994,1280,0.6,5.6,Gibbs-White,1
0,0,26,0,0,1,199170,None,,0,0,-2,2,1.0,383,142,None,,0,2,0.0,0.0,0,Moussa,0.0,488,197,2,0,6.9,335,121,507,False,36.0,319,124,160,Muscle injury - Expected back 12 Nov,2022-08-14T23:30:06.816810Z,43,516,151,0,0,None,0,,199170.jpg,3.5,90,29,0,0,Niakhaté,0.1,493,180,False,None,i,16,17,32.0,261,75,7,2301,7,12608,65,0.0,1.6,Niakhaté,0
0,0,0,0,0,0,204822,None,,0,0,-1,1,0.0,532,219,None,,0,2,0.0,0.0,0,Omar,0.0,511,209,0,0,0.0,541,219,511,False,0.0,538,219,0,Leg injury - Unknown return date,2022-07-20T22:30:04.466287Z,44,448,120,0,0,None,0,,204822.jpg,0.0,550,218,0,0,Richards,0.0,617,226,False,None,i,16,17,0.0,503,213,0,495,8,977,23,0.0,0.0,Richards,0
0,0,0,None,None,0,20066,None,,0,0,-1,1,0.0,418,12,None,,0,1,-1.0,-1.5,0,Wayne,0.0,382,24,0,0,0.0,436,27,518,False,0.0,435,27,0,,None,39,616,57,0,0,None,0,,20066.jpg,0.0,446,28,0,0,Hennessey,1.9,126,21,False,None,a,16,17,0.0,366,3,0,61754,2206,92127,3347,0.0,0.0,Hennessey,0
0,1,82,0,0,1,114241,None,,0,0,-1,1,65.2,176,41,None,,0,2,0.0,0.0,0,Harry,1.0,267,92,8,0,15.5,273,92,523,False,77.0,255,94,576,Hamstring injury - Unknown return date,2022-10-19T07:30:07.522470Z,44,431,109,0,0,None,0,,114241.jpg,2.1,243,90,0,0,Toffolo,0.1,427,158,False,None,i,16,17,14.0,310,106,17,16002,6,20219,525,0.2,3.9,Toffolo,0
0,0,76,75,25,1,243345,None,,0,0,-1,1,52.4,195,120,None,,0,3,-0.4,-0.3,0,Lewis,0.4,343,157,12,1,19.9,236,115,524,False,100.0,216,93,484,Illness - 75% chance of playing,2022-10-16T00:00:07.344362Z,49,245,147,0,0,None,0,,243345.jpg,2.1,247,100,0,0,O'Brien,0.0,505,200,False,None,d,16,17,46.0,218,124,17,5195,5,7628,210,0.1,3.5,O'Brien,2
1,0,64,None,None,4,109322,None,,0,0,-5,5,123.8,100,74,None,,0,3,0.6,0.1,3,Jesse,1.6,232,102,8,0,25.9,201,107,527,False,40.4,309,133,660,,None,55,110,58,0,0,None,0,,109322.jpg,2.4,214,83,0,0,Lingard,1.6,133,47,False,None,a,16,17,96.0,137,85,24,178471,862,555255,3745,0.3,4.4,Lingard,1
0,0,34,100,100,2,179519,None,,0,0,-1,1,18.7,301,152,None,,0,3,0.2,-0.3,1,Orel,1.2,258,115,2,0,6.3,346,151,536,False,20.8,339,147,263,,2022-08-28T19:00:06.508578Z,49,234,139,0,0,None,0,,179519.jpg,1.6,309,136,0,0,Mangala,0.0,567,231,False,None,a,16,17,24.0,279,144,11,1897,37,4614,54,0.2,2.2,Mangala,0
0,0,0,None,None,0,475492,None,,0,0,-1,1,0.0,543,215,None,,0,3,-1.0,-1.5,0,Oliver,0.0,526,198,0,0,0.0,552,211,553,False,0.0,549,210,0,,None,44,479,252,0,0,None,0,,475492.jpg,0.0,560,220,0,0,Hammond,0.0,528,209,False,None,a,16,17,0.0,519,203,0,2789,38,4304,98,0.0,0.0,Hammond,0
0,0,70,None,None,2,89076,None,,0,0,0,0,36.1,239,135,None,,0,3,0.8,0.3,2,Remo,1.8,207,87,13,0,11.9,301,138,582,False,71.6,262,115,572,,None,50,186,107,0,0,None,0,,89076.jpg,1.8,287,121,0,0,Freuler,0.0,576,236,False,None,a,16,17,12.0,316,157,14,2319,42,2130,61,0.4,2.8,Freuler,2
0,2,83,None,None,1,55037,None,,0,0,0,0,48.9,202,121,None,,0,3,0.6,0.1,3,Cheikhou,1.6,222,94,14,1,21.5,227,112,583,False,101.4,213,91,486,,None,45,318,190,0,0,None,0,,55037.jpg,2.2,231,92,0,0,Kouyaté,0.2,330,119,False,None,a,16,17,65.0,175,107,20,43580,700,27037,998,0.4,4.4,Kouyaté,2
0,2,25,100,100,0,230251,None,,0,0,-2,2,30.3,257,38,2,,0,4,1.0,0.5,0,Emmanuel,2.0,195,25,7,1,14.8,278,39,585,False,35.8,320,36,227,,2022-09-21T12:00:06.643864Z,58,82,32,0,0,None,0,,230251.jpg,1.9,277,36,0,0,Dennis,0.1,411,58,False,None,a,16,17,85.0,151,37,13,37799,314,33896,763,0.3,2.2,Dennis,2
0,0,42,100,75,0,233420,2,,-1,1,-2,2,31.4,254,77,None,,0,2,-0.8,-1.0,1,Renan Augusto,0.2,355,126,15,0,12.9,295,98,602,False,44.2,302,117,355,,2022-10-16T00:00:07.388011Z,43,527,160,0,0,None,0,,233420.jpg,0.4,442,160,0,0,Lodi dos Santos,0.1,409,152,False,None,a,16,17,53.0,199,39,2,27931,192,20770,429,0.0,0.5,Renan Lodi,1
0,0,0,None,None,0,500267,None,,0,0,0,0,0.0,590,227,None,,0,2,-1.0,-1.5,0,Loïc,0.0,574,221,0,0,0.0,597,227,621,False,0.0,596,227,0,,None,45,405,96,0,0,None,0,,500267.jpg,0.0,602,226,0,0,Badé,0.0,579,213,False,None,a,16,17,0.0,576,225,0,1264,52,1040,86,0.0,0.0,Badé,0
0,1,54,100,100,2,80226,None,,0,0,0,0,32.4,252,76,None,,0,2,1.8,1.3,7,Serge,2.8,119,40,2,0,9.0,325,116,628,False,57.6,283,109,260,,2022-10-17T12:00:07.593781Z,45,327,64,0,0,None,0,,80226.jpg,3.5,92,30,0,0,Aurier,0.0,523,192,False,None,a,16,17,0.0,531,219,14,4716,1489,1820,203,0.6,3.1,Aurier,1
0,0,22,100,0,1,154043,None,,0,0,-2,2,4.8,349,165,None,,0,3,1.0,0.0,0,Ainsley,1.0,273,124,3,0,3.3,370,166,21,False,26.4,335,145,244,,2022-10-19T08:30:07.120233Z,48,265,162,0,0,None,0,,154043.jpg,1.5,318,140,0,0,Maitland-Niles,0.0,506,201,False,None,a,17,20,2.0,357,170,6,4208,18,7589,116,0.2,1.2,Maitland-Niles,2
0,0,82,50,25,0,514356,None,,0,0,0,0,31.6,253,140,None,,0,3,0.0,-0.1,0,Roméo,0.0,575,228,9,1,14.8,277,127,321,False,93.8,230,100,419,Lack of match fitness - 50% chance of playing,2022-08-30T22:30:06.607110Z,45,406,221,0,0,None,0,,514356.jpg,2.6,187,69,0,0,Lavia,0.2,322,116,False,None,d,17,20,23.0,283,146,13,81020,41,89894,767,0.0,2.9,Lavia,1
0,0,-1,100,100,0,20467,None,,0,0,-1,1,0.0,612,259,None,,0,3,0.0,-0.5,0,Theo,0.0,603,250,0,0,0.1,432,194,400,False,0.0,615,257,17,,2022-10-18T10:30:08.564703Z,49,214,127,0,0,None,0,,20467.jpg,0.0,620,262,0,0,Walcott,0.0,549,222,False,None,a,17,20,2.0,358,171,0,2173,54,3483,62,0.0,0.0,Walcott,1
0,0,0,None,None,0,58376,None,,0,0,-2,2,0.0,505,48,None,,0,1,0.0,-0.5,0,Alex,0.0,474,59,0,0,0.0,520,61,401,False,0.0,518,61,0,,None,43,489,26,0,0,None,0,,58376.jpg,0.0,529,62,0,0,McCarthy,0.2,352,44,False,None,a,17,20,0.0,460,39,0,4279,125,16156,300,0.0,0.0,McCarthy,0
0,0,9,0,0,0,78056,None,,0,0,-2,2,3.8,356,168,None,,0,3,0.0,0.0,0,Oriol,0.0,592,241,4,0,1.2,395,175,402,False,6.2,391,170,74,Transferred to Girona,2022-09-01T10:55:31.452685Z,48,257,155,0,0,None,0,,78056.jpg,2.0,256,103,0,0,Romeu Vidal,0.0,535,212,False,None,u,17,20,2.0,356,169,2,932,0,9222,36,0.0,0.4,Romeu,0
0,0,3,0,0,0,83283,None,,0,0,-2,2,0.0,634,272,None,,0,3,0.0,0.0,0,Nathan,0.0,625,266,0,0,0.0,637,272,403,False,0.0,636,272,1,Transferred to Besiktas,2022-09-09T08:38:44.910361Z,53,143,78,0,0,None,0,,83283.jpg,1.0,419,196,0,0,Redmond,0.0,544,218,False,None,u,17,20,0.0,633,272,1,1007,0,6156,37,0.0,0.2,Redmond,0
0,2,70,None,None,0,91047,None,,0,0,-2,2,133.7,90,68,None,,0,3,2.6,2.1,9,Stuart,2.6,136,52,11,1,34.3,134,83,405,False,89.4,238,103,477,,None,48,260,157,0,0,None,0,,91047.jpg,1.8,286,120,0,0,Armstrong,0.1,437,165,False,None,a,17,20,119.0,116,72,20,10496,417,14615,200,0.5,4.2,S.Armstrong,2
1,0,76,None,None,1,96787,2,,0,0,-3,3,88.7,142,96,None,,0,3,2.4,1.9,5,Mohamed,2.4,162,67,9,0,33.2,142,87,406,False,101.8,211,90,730,,None,52,163,94,0,0,None,0,,96787.jpg,2.0,261,107,0,0,Elyounoussi,0.1,475,186,False,None,a,17,20,146.0,91,58,22,3557,194,8274,95,0.5,4.2,Elyounoussi,1
1,4,194,None,None,1,101178,1,,0,0,-2,2,351.9,7,5,1,,0,3,2.2,1.7,2,James,2.2,179,75,19,1,63.9,36,27,407,False,213.0,69,28,1080,,None,63,61,30,0,0,1,0,,101178.jpg,2.9,157,59,0,0,Ward-Prowse,5.8,61,21,False,None,a,17,20,75.0,166,101,35,705180,2055,1028082,21891,0.3,5.6,Ward-Prowse,2
1,3,91,100,100,1,155511,None,,0,0,0,0,108.5,122,13,None,,0,4,1.8,1.3,2,Adam,1.8,212,28,13,1,36.1,124,22,408,False,108.4,197,20,783,,2022-10-06T13:30:07.187553Z,55,112,40,0,0,None,0,,155511.jpg,2.6,191,25,0,0,Armstrong,1.1,169,25,False,None,a,17,20,149.0,89,26,31,224335,1834,206671,5034,0.3,5.6,A.Armstrong,0
0,0,124,0,0,1,158534,None,,0,0,0,0,115.8,115,24,None,,0,2,0.0,0.0,0,Kyle,1.4,239,86,18,1,39.3,109,17,409,False,186.2,90,29,953,Hamstring injury - Unknown return date,2022-10-19T22:30:07.293725Z,45,341,71,0,0,None,0,,158534.jpg,2.2,232,87,0,0,Walker-Peters,1.0,173,62,False,None,i,17,20,92.0,140,19,24,118107,28,136737,11470,0.3,5.3,Walker-Peters,2
1,3,138,None,None,1,200439,None,,0,0,-1,1,160.5,64,7,None,,2,4,3.2,2.7,1,Che,3.2,98,14,13,3,61.0,45,10,411,False,182.8,95,7,821,,None,64,58,27,0,0,None,0,,200439.jpg,3.5,100,12,0,0,Adams,0.9,190,30,False,None,a,17,20,266.0,35,14,38,163324,2229,170828,4316,0.5,5.9,Adams,0
0,0,0,0,0,0,203389,None,,0,0,0,0,0.0,624,266,None,,0,3,0.0,0.0,0,Nathan,0.0,614,258,0,0,0.0,628,266,412,False,0.0,627,266,0,Season-long loan to Burnley,2022-08-12T14:24:55.174713Z,50,197,114,0,0,None,0,,203389.jpg,0.0,629,268,0,0,Tella,0.0,639,271,False,None,u,17,20,0.0,622,265,0,13,0,291,2,0.0,0.0,Tella,0
0,0,22,100,100,0,212721,None,,0,0,-1,1,1.1,382,141,None,,0,2,0.4,-0.1,1,Lyanco,0.4,331,115,1,0,6.8,337,123,413,False,37.8,314,123,123,,2022-08-11T13:30:06.884427Z,44,451,122,0,0,None,0,,212721.jpg,1.0,382,143,0,0,Silveira Neves Vojnovic,0.0,514,188,False,None,a,17,20,28.0,268,79,5,861,104,3234,40,0.1,1.1,Lyanco,1
0,0,1,0,0,0,213482,None,,0,0,0,0,0.9,384,143,None,,0,2,0.0,0.0,0,Yan,0.0,429,159,2,0,0.5,411,154,414,False,4.0,400,152,45,Transferred to Angers,2022-09-02T11:05:50.798912Z,40,580,186,0,0,None,0,,213482.jpg,0.0,491,184,0,0,Valery,0.4,278,97,False,None,u,17,20,0.0,413,160,0,20793,0,66380,672,0.0,0.0,Valery,0
0,0,0,0,0,0,214466,None,,0,0,0,0,0.0,561,226,None,,0,3,0.0,0.0,0,Will,0.0,543,210,0,0,0.0,569,223,415,False,0.0,566,222,0,Joined Stoke City on loan - Expected back 01 Jul,2022-07-27T11:00:04.337061Z,45,357,198,0,0,None,0,,214466.jpg,0.0,576,231,0,0,Smallbone,0.0,609,251,False,None,u,17,20,0.0,544,216,0,0,0,1195,17,0.0,0.0,Smallbone,0
0,0,43,100,100,0,240143,None,,0,0,-2,2,23.0,285,148,None,,0,3,1.2,0.7,2,Ibrahima,1.2,254,113,8,0,6.3,345,150,416,False,26.6,334,144,403,,2022-10-18T10:30:08.584850Z,43,528,270,0,0,None,0,,240143.jpg,1.2,335,150,0,0,Diallo,0.5,258,90,False,None,a,17,20,16.0,302,153,10,40941,2005,64397,1400,0.3,2.3,Diallo,1
2,5,118,100,100,1,244560,None,,0,0,-1,1,110.6,117,25,None,,1,2,4.4,3.9,2,Romain,4.4,40,11,9,1,38.2,112,19,417,False,159.2,132,44,595,,2022-08-18T13:00:06.727307Z,44,463,128,0,0,None,0,,244560.jpg,3.4,102,33,0,0,Perraud,0.2,350,126,False,None,a,17,20,113.0,120,16,34,21919,2566,10760,676,1.0,7.7,Perraud,1
1,0,81,100,100,0,431131,None,,0,0,0,0,64.3,177,111,None,,0,3,0.4,-0.1,0,Moussa,0.4,345,158,9,0,20.4,232,114,418,False,99.4,219,96,506,,2022-10-14T12:30:07.620938Z,50,206,120,0,0,None,0,,431131.jpg,1.9,273,114,0,0,Djenepo,0.1,453,175,False,None,a,17,20,39.0,239,129,17,15501,35,17740,185,0.1,3.4,Djenepo,0
0,0,0,0,0,0,441191,None,,0,0,-1,1,0.0,538,220,None,,0,2,0.0,0.0,0,Tino,0.0,520,212,0,0,0.0,547,220,419,False,0.0,544,220,0,Knee injury - Expected back 01 Jan,2022-07-05T15:30:04.232654Z,44,469,130,0,0,None,0,,441191.jpg,0.0,555,219,0,0,Livramento,0.0,604,222,False,None,i,17,20,0.0,513,214,0,669,8,1815,24,0.0,0.0,Livramento,0
0,2,146,None,None,1,450527,None,,0,0,-1,1,26.8,268,87,None,,0,2,2.4,1.9,2,Mohammed,2.4,156,52,17,0,31.4,155,34,420,False,255.8,40,7,990,,None,44,473,132,1,0,None,0,,450527.jpg,1.7,294,106,0,0,Salisu,0.2,355,128,False,None,a,17,20,32.0,262,76,19,15650,445,18013,309,0.5,4.3,Salisu,2
0,0,0,0,0,0,200428,None,,0,0,0,0,0.0,461,34,None,,0,1,0.0,0.0,0,Mateusz,0.0,426,46,0,0,0.0,478,48,421,False,0.0,477,48,0,Season-long loan to Troyes,2022-09-02T10:44:45.850835Z,40,577,44,0,0,None,0,,200428.jpg,0.0,488,49,0,0,Lis,0.2,354,45,False,None,u,17,20,0.0,410,25,0,2802,0,16237,263,0.0,0.0,Lis,0
0,0,192,None,None,1,456350,None,,0,0,0,0,10.0,330,5,None,,0,1,3.0,2.5,2,Gavin,3.0,105,18,19,0,30.1,163,7,422,False,290.8,22,8,1080,,None,45,389,22,0,0,None,0,,456350.jpg,2.5,195,23,0,32,Bazunu,0.7,220,33,False,None,a,17,20,0.0,563,53,30,42855,368,47792,940,0.7,6.7,Bazunu,0
1,0,109,0,0,0,477386,None,,0,0,0,0,15.9,307,106,None,,0,2,0.0,0.0,0,Armel,0.4,336,118,13,0,23.9,216,62,423,False,148.8,148,55,761,Shoulder Dislocation - Unknown return date,2022-10-16T22:30:07.476844Z,45,394,95,0,0,None,0,,477386.jpg,1.7,295,107,0,0,Bella-Kotchap,0.2,358,129,False,None,i,17,20,73.0,167,28,15,30692,14,27188,1441,0.1,3.3,Bella-Kotchap,1
0,0,0,None,None,0,20310,None,,-1,1,-1,1,0.0,419,13,None,,0,1,0.0,-0.5,0,Willy,0.0,383,25,0,0,0.0,437,28,424,False,0.0,436,28,0,,None,39,617,58,0,0,None,0,,20310.jpg,0.0,447,29,0,0,Caballero,0.8,196,30,False,None,a,17,20,0.0,367,4,0,13421,532,41286,846,0.0,0.0,Caballero,0
0,3,114,None,None,1,193204,None,,-1,1,-2,2,105.0,128,86,None,,0,3,3.6,3.1,2,Joe,3.6,76,30,15,2,59.7,48,34,512,False,177.6,100,44,817,,None,53,153,86,0,0,None,0,,193204.jpg,2.8,166,63,0,0,Ayodele-Aribo,0.4,270,98,False,None,a,17,20,313.0,30,18,34,52797,357,74246,1618,0.7,6.4,Aribo,1
1,0,31,None,None,0,476888,None,,0,0,-1,1,47.0,210,32,None,,0,4,0.6,0.1,0,Sékou,0.6,315,45,3,0,17.9,253,35,528,False,33.2,326,39,203,,None,54,140,47,0,0,None,0,,476888.jpg,1.4,325,41,0,0,Mara,0.1,440,60,False,None,a,17,20,101.0,127,33,11,14108,64,18002,265,0.1,2.0,Mara,0
0,0,15,100,100,0,515571,None,,0,0,0,0,6.6,338,123,None,,0,2,0.4,-0.1,0,Juan,0.4,322,108,2,0,2.6,374,135,622,False,17.4,355,135,117,,2022-10-06T13:30:07.355126Z,40,610,206,0,0,None,0,,515571.jpg,0.8,433,154,0,0,Larios López,0.1,456,167,False,None,a,17,20,2.0,349,130,3,7831,213,3933,255,0.1,0.8,Larios,0
