season,code,web_name,position,team_name,total_points,now_cost_m,selected_by_percent,minutes,archetype_id,archetype_name,local_cluster,viz_x,viz_y,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,clean_sheets,goals_conceded,expected_goals_conceded,saves,bonus,bps,yellow_cards,red_cards,influence,creativity,threat,ict_index,points_per_90,goals_per_90,assists_per_90,xg_per_90,xa_per_90,xgi_per_90
2025-26,230376,J.Arias,MID,Wolves,45,4.9,0.1,1117,2,Rotation midfielder,7,8.000027,7.8423643,1,0,3.38,0.62,4.0,2,21,16.0,0,2,175,1,0,171.0,204.0,148.0,52.1,3.6257833482542527,0.0805729632945389,0.0,0.2723366159355416,0.0499552372426141,0.3222918531781558
2025-26,231057,Bellegarde,MID,Wolves,44,5.1,0.0,1239,2,Rotation midfielder,7,8.611313,8.610494,1,1,1.04,1.06,2.1,3,30,23.51,0,0,208,5,0,195.4,210.3,145.0,54.6,3.196125907990315,0.072639225181598,0.072639225181598,0.075544794188862,0.0769975786924939,0.1525423728813559
2025-26,232787,Gallagher,MID,Spurs,44,5.0,0.2,1183,2,Rotation midfielder,7,7.774764,8.336822,1,1,1.23,0.7,1.93,2,23,19.03,0,3,211,2,0,190.6,205.9,154.0,55.1,3.3474218089602705,0.0760777683854607,0.0760777683854607,0.0935756551141166,0.0532544378698224,0.1468300929839391
2025-26,232859,Spence,DEF,Spurs,78,4.1,0.9,2049,2,Rotation midfielder,3,8.537506,10.083066,0,0,0.9,1.77,2.67,9,31,31.42,0,3,271,4,0,291.0,209.7,207.0,70.5,3.4260614934114204,0.0,0.0,0.0395314787701317,0.0777452415812591,0.1172767203513909
2025-26,242898,Johnson,MID,Crystal Palace,65,6.5,2.4,1710,2,Rotation midfielder,7,8.823515,8.736355,2,1,2.45,1.31,3.76,6,24,28.29,0,2,217,6,0,223.4,311.1,230.0,75.8,3.421052631578948,0.1052631578947368,0.0526315789473684,0.1289473684210526,0.0689473684210526,0.1978947368421052
2025-26,244042,Muniz,FWD,Fulham,36,5.3,0.7,987,2,Rotation midfielder,7,8.158162,7.66391,1,1,3.3,0.15,3.45,3,13,13.83,0,3,94,2,0,113.2,93.2,287.0,47.3,3.282674772036474,0.0911854103343465,0.0911854103343465,0.3009118541033434,0.0136778115501519,0.3145896656534954
2025-26,247412,Strand Larsen,FWD,Crystal Palace,75,5.8,1.4,2301,2,Rotation midfielder,7,9.014144,8.044888,4,1,5.3,1.12,6.42,5,41,36.03,0,3,215,4,0,265.2,203.1,469.0,91.5,2.9335071707953064,0.1564537157757496,0.0391134289439374,0.2073011734028683,0.0438070404172099,0.2511082138200782
2025-26,247693,Kolo Muani,FWD,Spurs,52,6.9,0.4,1655,2,Rotation midfielder,7,8.715561,8.519173,1,1,2.07,1.63,3.7,4,31,25.24,0,1,150,3,0,169.6,267.3,287.0,71.0,2.827794561933535,0.0543806646525679,0.0543806646525679,0.1125679758308157,0.0886404833836858,0.2012084592145015
2025-26,248056,Tanaka,MID,Leeds,67,4.8,0.2,1307,2,Rotation midfielder,8,9.111715,8.18246,2,1,1.44,1.39,2.83,3,22,21.49,0,4,288,1,0,224.2,307.6,104.0,63.6,4.613618974751339,0.1377199693955623,0.0688599846977811,0.0991583779648049,0.0957153787299158,0.1948737566947207
2025-26,250199,Dominguez,MID,Nott'm Forest,48,5.0,0.0,1168,2,Rotation midfielder,7,8.274556,8.394522,1,1,1.47,0.77,2.24,3,20,23.21,0,3,229,3,0,264.8,193.5,138.0,59.7,3.698630136986301,0.0770547945205479,0.0770547945205479,0.1132705479452054,0.0593321917808219,0.1726027397260274
2025-26,433154,McNeil,MID,Everton,53,5.5,0.1,1161,2,Rotation midfielder,8,9.261307,7.205461,0,3,1.37,1.91,3.28,6,9,18.8,0,1,186,1,0,140.6,242.4,138.0,52.2,4.108527131782946,0.0,0.2325581395348837,0.1062015503875969,0.1480620155038759,0.2542635658914728
2025-26,434752,Bijol,DEF,Leeds,99,3.9,1.3,1888,2,Rotation midfielder,3,8.864677,9.971033,1,3,0.9,0.75,1.65,5,26,31.48,0,6,323,4,0,531.8,84.5,243.0,86.0,4.719279661016949,0.0476694915254237,0.1430084745762712,0.0429025423728813,0.0357521186440678,0.0786546610169491
2025-26,435973,Foster,FWD,Burnley,58,4.9,0.7,1361,2,Rotation midfielder,7,8.641624,7.879455,3,2,3.22,0.37,3.59,4,30,27.91,0,4,202,4,0,219.0,147.0,262.0,62.1,3.835415135929464,0.1983835415135929,0.1322556943423952,0.2129316678912564,0.0244673034533431,0.2373989713445995
2025-26,444145,Martinelli,MID,Arsenal,57,6.8,0.9,1065,2,Rotation midfielder,8,9.839708,7.4237413,1,5,4.12,1.27,5.39,2,8,10.51,0,3,195,3,0,204.6,202.2,390.0,79.0,4.816901408450704,0.0845070422535211,0.4225352112676056,0.348169014084507,0.1073239436619718,0.4554929577464788
2025-26,448514,Aït-Nouri,DEF,Man City,60,5.7,4.1,971,2,Rotation midfielder,8,9.411072,7.1253443,0,2,0.53,2.01,2.54,5,8,12.25,0,9,237,2,0,195.6,216.4,90.0,50.2,5.561277033985582,0.0,0.1853759011328527,0.0491246138002059,0.1863027806385169,0.2354273944387229
2025-26,449871,Onana,MID,Aston Villa,76,4.8,0.6,1755,2,Rotation midfielder,3,8.537716,10.185046,2,0,1.68,0.69,2.37,6,26,28.53,0,4,353,3,0,413.2,152.6,178.0,74.4,3.897435897435898,0.1025641025641025,0.0,0.0861538461538461,0.0353846153846153,0.1215384615384615
2025-26,456512,Ndoye,MID,Nott'm Forest,50,5.5,0.7,1167,2,Rotation midfielder,8,8.960774,7.3673654,1,2,1.05,1.51,2.56,2,17,15.96,0,4,178,1,0,166.4,217.7,180.0,56.6,3.8560411311053984,0.0771208226221079,0.1542416452442159,0.0809768637532133,0.116452442159383,0.1974293059125964
2025-26,462424,Saliba,DEF,Arsenal,137,6.3,17.1,2614,2,Rotation midfielder,3,8.388191,10.378081,1,0,0.88,1.21,2.09,15,20,20.41,0,12,581,2,0,552.6,201.0,90.0,84.3,4.716908951798011,0.0344299923488905,0.0,0.0302983932670237,0.0416602907421576,0.0719586840091813
2025-26,463034,Delap,FWD,Chelsea,45,6.2,0.9,1092,2,Rotation midfielder,7,8.33922,7.609814,1,2,4.54,0.23,4.76,2,18,16.67,0,1,123,4,0,67.8,73.7,349.0,47.3,3.708791208791209,0.0824175824175824,0.1648351648351648,0.3741758241758242,0.0189560439560439,0.3923076923076923
2025-26,463981,Hill,DEF,Bournemouth,110,4.2,7.4,2102,2,Rotation midfielder,3,8.812286,10.0583725,0,3,0.89,1.16,2.04,8,24,33.42,0,4,386,5,0,579.4,161.7,119.0,86.3,4.709800190294957,0.0,0.1284490960989533,0.0381065651760228,0.0496669838249286,0.0873453853472882
2025-26,465527,Hannibal,MID,Burnley,59,4.7,0.1,1219,2,Rotation midfielder,3,9.94489,9.053875,1,5,0.91,2.08,2.98,2,27,28.29,0,4,261,10,0,252.8,330.9,128.0,71.0,4.35602953240361,0.07383100902379,0.36915504511895,0.0671862182116489,0.1535684987694832,0.2200164068908941
2025-26,465694,N.Gonzalez,MID,Man City,63,5.9,0.1,1561,2,Rotation midfielder,3,8.317113,9.791975,1,0,0.68,1.12,1.8,7,18,20.35,0,1,337,6,0,309.8,234.1,72.0,61.5,3.632286995515695,0.0576553491351697,0.0,0.0392056374119154,0.0645739910313901,0.1037796284433055
2025-26,466075,Calafiori,DEF,Arsenal,109,5.6,6.0,1697,2,Rotation midfielder,8,9.64432,8.466706,1,2,3.36,0.76,4.12,13,8,9.72,0,6,389,5,0,283.0,182.3,313.0,77.9,5.78078962875663,0.0530347672362993,0.1060695344725987,0.1781968179139658,0.0403064230995875,0.2185032410135533
2025-26,467779,Wieffer,MID,Brighton,94,4.8,0.3,1901,2,Rotation midfielder,3,10.076717,9.350669,2,4,1.92,1.86,3.78,6,26,23.95,0,6,398,8,0,477.0,291.1,209.0,97.7,4.450289321409784,0.094687006838506,0.1893740136770121,0.0908995265649658,0.0880589163598106,0.1789584429247764
2025-26,469272,Tchaouna,MID,Burnley,59,4.8,0.0,1259,2,Rotation midfielder,8,8.812038,7.881806,2,2,1.27,0.91,2.18,2,24,25.04,0,0,208,2,0,185.8,231.1,173.0,59.3,4.217633042096902,0.1429706115965051,0.1429706115965051,0.0907863383637807,0.0650516282764098,0.1558379666401906
2025-26,477424,Gvardiol,DEF,Man City,79,5.8,3.2,1370,2,Rotation midfielder,8,9.549603,8.259003,2,2,2.25,0.7,2.95,6,13,16.05,0,5,303,2,0,369.0,109.5,218.0,69.8,5.18978102189781,0.1313868613138686,0.1313868613138686,0.1478102189781022,0.045985401459854,0.1937956204379562
2025-26,477555,Bobb,MID,Fulham,42,5.1,0.2,1030,2,Rotation midfielder,8,9.278193,7.17782,0,2,1.47,2.1,3.57,4,13,12.71,0,0,182,1,0,140.4,315.4,205.0,66.4,3.66990291262136,0.0,0.174757281553398,0.1284466019417475,0.1834951456310679,0.3119417475728155
2025-26,482442,P.M.Sarr,MID,Spurs,71,4.5,1.0,1388,2,Rotation midfielder,8,9.374501,7.841639,2,4,1.63,1.11,2.74,3,23,26.67,0,2,313,3,0,336.0,188.3,156.0,68.2,4.6037463976945245,0.1296829971181556,0.2593659942363112,0.1056916426512968,0.0719740634005763,0.1776657060518732
2025-26,483081,R.Gomes,DEF,Wolves,48,4.4,0.1,954,2,Rotation midfielder,7,7.954752,7.910019,3,0,2.13,0.39,2.52,1,18,14.08,0,0,100,0,0,185.6,75.5,221.0,48.2,4.528301886792453,0.2830188679245283,0.0,0.2009433962264151,0.0367924528301886,0.2377358490566038
2025-26,485337,Guessand,MID,Crystal Palace,44,6.2,0.0,909,2,Rotation midfielder,8,9.399381,7.295143,1,3,1.56,0.85,2.41,2,15,14.48,0,0,143,0,0,159.4,76.6,187.0,42.0,4.356435643564356,0.099009900990099,0.297029702970297,0.1544554455445544,0.0841584158415841,0.2386138613861386
2025-26,488213,Tolu,FWD,Wolves,66,5.1,0.1,1402,2,Rotation midfielder,7,8.604803,7.6146154,3,2,5.49,0.39,5.88,3,28,22.89,0,4,221,1,0,252.4,178.4,561.0,98.2,4.236804564907276,0.1925820256776034,0.1283880171184022,0.3524251069900143,0.0250356633380884,0.3774607703281027
2025-26,490094,Iroegbunam,MID,Everton,68,4.8,0.0,1477,2,Rotation midfielder,3,8.899266,9.680546,0,3,0.54,0.71,1.25,8,18,24.64,0,1,225,9,0,255.0,125.2,81.0,45.9,4.143534190927555,0.0,0.1828029790115098,0.0329045362220717,0.0432633716993906,0.0761679079214624
2025-26,500151,Savona,DEF,Nott'm Forest,39,4.5,0.0,1025,2,Rotation midfielder,7,7.7188783,8.357035,2,0,1.34,0.45,1.79,3,18,15.04,0,0,131,2,0,216.6,123.2,94.0,43.5,3.424390243902439,0.1756097560975609,0.0,0.1176585365853658,0.0395121951219512,0.157170731707317
2025-26,509416,Ayari,MID,Brighton,98,4.8,0.4,1921,2,Rotation midfielder,8,9.679989,8.24758,3,4,2.7,1.15,3.85,6,24,26.85,0,7,406,1,0,359.8,251.3,231.0,84.5,4.591358667360749,0.1405517959396147,0.187402394586153,0.1264966163456533,0.053878188443519,0.1803748047891723
2025-26,532605,Andrey Santos,MID,Chelsea,47,4.4,0.3,1247,2,Rotation midfielder,7,7.929659,8.294239,1,0,2.0,0.88,2.88,1,18,18.91,0,3,257,4,0,229.6,153.9,91.0,47.5,3.392141138732959,0.0721732157177225,0.0,0.144346431435445,0.0635124298315958,0.2078588612670409
2025-26,544877,Kerkez,DEF,Liverpool,85,5.6,2.9,2251,2,Rotation midfielder,3,9.077275,10.469591,2,1,1.5,0.69,2.19,6,37,30.1,0,4,357,4,0,434.6,415.8,141.0,99.4,3.3984895601954688,0.0799644602398933,0.0399822301199466,0.05997334517992,0.0275877387827632,0.0875610839626832
2025-26,547027,Diarra,MID,Sunderland,65,5.3,0.1,1403,2,Rotation midfielder,8,9.51293,7.7819977,2,6,3.27,0.85,4.12,5,19,21.52,0,3,209,6,0,166.2,153.8,234.0,53.9,4.169636493228795,0.1282965074839629,0.3848895224518888,0.2097647897362794,0.0545260156806842,0.2642908054169636
2025-26,547701,Gray,MID,Spurs,61,4.8,0.1,1471,2,Rotation midfielder,7,8.848011,8.686326,2,2,1.5,1.29,2.79,5,28,24.8,0,6,237,5,0,259.4,138.1,158.0,55.5,3.732154996600952,0.1223657375934738,0.1223657375934738,0.0917743031951053,0.0789259007477906,0.170700203942896
2025-26,547719,L.Miley,MID,Newcastle,72,4.4,1.7,1493,2,Rotation midfielder,8,9.593047,7.591812,1,4,1.36,2.1,3.46,2,22,21.22,0,5,334,0,0,342.6,251.4,136.0,73.0,4.340254521098459,0.0602813127930341,0.2411252511721366,0.0819825853985264,0.1265907568653717,0.2085733422638981
2025-26,549912,Talbi,MID,Sunderland,83,4.9,0.2,1553,2,Rotation midfielder,8,9.709237,8.158712,4,2,2.13,1.18,3.3,7,14,22.26,0,6,248,0,0,238.8,211.5,245.0,69.1,4.810045074050225,0.231809401159047,0.1159047005795235,0.1234385061171925,0.0683837733419188,0.1912427559562138
2025-26,550839,Odobert,MID,Spurs,46,5.3,0.0,972,2,Rotation midfielder,8,9.292117,7.1918483,0,2,1.92,1.21,3.13,2,13,14.24,0,6,176,0,0,158.8,284.3,234.0,67.6,4.25925925925926,0.0,0.1851851851851852,0.1777777777777777,0.112037037037037,0.2898148148148148
2025-26,560552,Kevin,MID,Fulham,49,5.7,0.1,1030,2,Rotation midfielder,8,9.495942,7.1801863,1,3,1.21,1.47,2.68,4,15,14.57,0,0,183,1,0,216.0,246.6,243.0,70.4,4.281553398058252,0.087378640776699,0.2621359223300971,0.1057281553398058,0.1284466019417475,0.2341747572815534
2025-26,570526,Bergvall,MID,Spurs,49,5.2,0.2,955,2,Rotation midfielder,8,9.160971,7.5193095,1,3,1.23,0.43,1.66,3,18,13.66,0,0,163,2,0,164.6,106.4,147.0,41.5,4.617801047120419,0.0942408376963351,0.2827225130890052,0.1159162303664921,0.040523560209424,0.1564397905759162
2025-26,575476,Murillo,DEF,Nott'm Forest,83,5.2,1.8,2130,2,Rotation midfielder,3,8.871042,10.286286,1,0,0.73,0.47,1.2,6,29,32.99,0,3,333,5,0,542.2,115.5,82.0,74.0,3.5070422535211265,0.0422535211267605,0.0,0.0308450704225352,0.0198591549295774,0.0507042253521126
2025-26,577725,King,MID,Fulham,63,4.4,1.6,1290,2,Rotation midfielder,8,9.295181,7.720552,1,3,2.47,0.66,3.13,5,18,18.97,0,3,225,4,0,207.4,198.7,336.0,73.3,4.395348837209302,0.0697674418604651,0.2093023255813953,0.1723255813953488,0.0460465116279069,0.2183720930232558
2025-26,17761,Tarkowski,DEF,Everton,170,5.8,12.6,3330,3,Attacking / ball-playing defender,2,12.38045,10.87252,2,3,2.53,2.1,4.63,11,48,53.54,0,12,592,8,0,995.6,235.6,422.0,165.7,4.594594594594595,0.054054054054054,0.081081081081081,0.0683783783783783,0.0567567567567567,0.1251351351351351
2025-26,58621,Walker,DEF,Burnley,70,4.4,1.2,3095,3,Attacking / ball-playing defender,2,11.187088,11.441053,0,2,0.15,1.29,1.44,4,66,67.53,0,3,242,9,0,506.0,237.2,28.0,77.4,2.035541195476575,0.0,0.0581583198707592,0.0043618739903069,0.0375121163166397,0.0418739903069466
2025-26,83299,Dunk,DEF,Brighton,100,4.5,1.0,2837,3,Attacking / ball-playing defender,2,11.307356,11.166887,1,1,1.83,0.56,2.39,7,40,41.9,0,5,443,10,0,649.6,125.5,210.0,98.7,3.1723651744800843,0.0317236517448008,0.0317236517448008,0.0580542826929855,0.0177652449770884,0.075819527670074
2025-26,84450,Xhaka,MID,Sunderland,124,5.1,3.2,2901,3,Attacking / ball-playing defender,2,12.208506,10.370524,1,6,1.01,3.73,4.74,9,39,45.68,0,8,603,8,0,685.0,595.3,101.0,138.1,3.8469493278179936,0.031023784901758,0.1861427094105481,0.0313340227507756,0.1157187176835573,0.147052740434333
2025-26,97032,Virgil,DEF,Liverpool,175,6.1,31.5,3420,3,Attacking / ball-playing defender,2,12.208198,11.190174,6,1,3.77,1.44,5.21,10,53,47.63,0,10,593,4,0,1169.4,215.9,490.0,187.6,4.605263157894736,0.1578947368421052,0.0263157894736842,0.0992105263157894,0.0378947368421052,0.1371052631578947
2025-26,106760,Shaw,DEF,Man Utd,113,4.5,1.1,3220,3,Attacking / ball-playing defender,2,11.38736,11.072753,1,1,0.72,1.98,2.69,10,45,44.9,0,3,449,9,0,560.2,314.8,97.0,97.4,3.158385093167702,0.0279503105590062,0.0279503105590062,0.0201242236024844,0.0553416149068323,0.0751863354037267
2025-26,154296,J.Palhinha,MID,Spurs,126,5.5,0.9,2192,3,Attacking / ball-playing defender,2,12.312254,10.04775,5,3,2.72,0.65,3.37,5,37,32.6,0,17,518,8,0,638.0,147.8,295.0,108.3,5.173357664233577,0.2052919708029197,0.1231751824817518,0.1116788321167883,0.0266879562043795,0.1383667883211679
2025-26,165809,Bernardo,MID,Man City,102,6.2,0.7,2869,3,Attacking / ball-playing defender,2,11.927355,10.543117,2,4,2.71,4.11,6.81,13,30,35.59,0,4,534,10,0,514.0,809.0,353.0,167.8,3.19972115719763,0.0627396305332868,0.1254792610665737,0.0850121993726037,0.1289299407459045,0.2136284419658417
2025-26,166989,Tielemans,MID,Aston Villa,68,5.9,0.7,1857,3,Attacking / ball-playing defender,2,10.778692,9.5577755,0,4,1.14,3.26,4.4,4,27,31.34,0,3,417,0,0,432.0,513.6,184.0,113.1,3.295638126009693,0.0,0.1938610662358643,0.0552504038772213,0.1579967689822294,0.2132471728594507
2025-26,199598,Ampadu,MID,Leeds,134,4.9,0.6,3119,3,Attacking / ball-playing defender,2,11.994066,10.709491,1,4,2.47,2.2,4.67,8,49,48.66,0,11,586,10,0,592.2,384.8,166.0,114.7,3.866623917922411,0.0288554023725553,0.1154216094902212,0.0712728438602116,0.0634818852196216,0.1347547290798333
2025-26,199796,Cash,DEF,Aston Villa,117,4.6,7.4,3016,3,Attacking / ball-playing defender,2,11.969792,10.745602,3,3,1.14,2.94,4.08,8,38,45.45,0,7,450,9,0,643.0,510.7,221.0,137.5,3.491379310344828,0.0895225464190981,0.0895225464190981,0.0340185676392572,0.0877320954907161,0.1217506631299734
2025-26,200834,Mukiele,DEF,Sunderland,151,4.6,8.7,2784,3,Attacking / ball-playing defender,2,12.25315,10.210535,3,5,1.62,2.65,4.27,9,40,44.71,0,11,489,5,0,733.6,353.1,242.0,132.9,4.881465517241379,0.0969827586206896,0.1616379310344827,0.0523706896551724,0.0856681034482758,0.1380387931034482
2025-26,201895,Alderete,DEF,Sunderland,125,4.1,4.9,2797,3,Attacking / ball-playing defender,2,11.707067,11.592666,1,1,1.62,0.91,2.52,10,40,44.52,0,5,400,6,0,749.0,138.1,279.0,117.0,4.022166607079013,0.0321773328566321,0.0321773328566321,0.052127279227744,0.0292813728995352,0.0810868787987129
2025-26,204716,Konaté,DEF,Liverpool,129,5.4,3.8,3090,3,Attacking / ball-playing defender,2,11.682293,11.536691,1,0,1.19,0.98,2.17,10,45,40.66,0,8,532,7,0,779.2,160.5,119.0,106.1,3.757281553398058,0.029126213592233,0.0,0.0346601941747572,0.0285436893203883,0.0632038834951456
2025-26,206915,C.Jones,MID,Liverpool,81,5.4,0.1,1923,3,Attacking / ball-playing defender,2,10.86015,9.694208,1,3,2.21,2.77,4.98,3,37,31.44,0,6,447,2,0,407.4,412.1,227.0,104.6,3.790951638065523,0.046801872074883,0.1404056162246489,0.1034321372854914,0.1296411856474259,0.2330733229329173
2025-26,207189,Berge,MID,Fulham,91,4.9,0.1,2904,3,Attacking / ball-playing defender,2,11.182759,10.851666,0,3,1.54,1.5,3.04,8,45,43.09,0,3,503,5,0,437.8,365.1,105.0,91.0,2.820247933884297,0.0,0.0929752066115702,0.0477272727272727,0.0464876033057851,0.0942148760330578
2025-26,209036,Guéhi,DEF,Man City,179,5.1,32.6,3150,3,Attacking / ball-playing defender,2,12.541004,9.993729,3,5,4.05,2.37,6.42,14,35,44.58,0,14,688,6,0,901.6,304.6,402.0,160.9,5.114285714285715,0.0857142857142857,0.1428571428571428,0.1157142857142857,0.0677142857142857,0.1834285714285714
2025-26,214225,Rodon,DEF,Leeds,109,3.9,3.0,2952,3,Attacking / ball-playing defender,2,11.45155,11.811173,2,0,1.4,0.56,1.96,6,53,48.54,0,5,373,3,0,707.2,137.3,242.0,109.1,3.323170731707317,0.0609756097560975,0.0,0.0426829268292682,0.0170731707317073,0.0597560975609756
2025-26,216051,Dalot,DEF,Man Utd,111,4.5,3.8,2609,3,Attacking / ball-playing defender,2,11.576752,10.238262,1,6,1.93,2.57,4.5,7,40,36.57,0,9,414,5,0,535.8,458.5,202.0,119.6,3.8290532771176697,0.0344959754695285,0.2069758528171713,0.0665772326561901,0.0886546569566883,0.1552318896128784
2025-26,221466,Senesi,DEF,Bournemouth,175,5.2,22.0,3288,3,Attacking / ball-playing defender,2,12.550258,10.36543,0,6,1.53,4.72,6.25,11,53,54.77,0,14,571,8,0,1114.4,367.8,201.0,168.6,4.79014598540146,0.0,0.1642335766423357,0.0418795620437956,0.1291970802919708,0.1710766423357664
2025-26,222694,Struijk,DEF,Leeds,108,4.2,1.9,2935,3,Attacking / ball-playing defender,2,11.565236,11.692042,0,1,3.06,0.76,3.82,7,48,42.92,0,4,412,5,0,697.4,161.5,272.0,113.1,3.31175468483816,0.0,0.0306643952299829,0.0938330494037478,0.023304940374787,0.1171379897785349
2025-26,224967,Mykolenko,DEF,Everton,95,4.9,0.7,2959,3,Attacking / ball-playing defender,2,11.322066,10.982264,0,1,0.28,2.46,2.74,9,47,48.41,0,2,350,6,0,559.2,394.1,71.0,102.3,2.8894896924636706,0.0,0.0304156809733017,0.0085163906725245,0.0748225751943224,0.0833389658668469
2025-26,226182,Bogle,DEF,Leeds,96,4.4,0.4,2795,3,Attacking / ball-playing defender,2,11.238371,10.346629,1,5,2.08,3.11,5.19,6,44,39.93,0,1,311,6,0,436.0,346.1,218.0,100.3,3.0912343470483004,0.0322003577817531,0.1610017889087656,0.0669767441860465,0.1001431127012522,0.1671198568872987
2025-26,226597,Gabriel,DEF,Arsenal,209,7.3,45.4,2750,3,Attacking / ball-playing defender,2,12.388388,9.849326,3,5,2.94,1.75,4.69,18,20,22.01,0,30,724,4,0,824.0,128.5,298.0,125.0,6.84,0.0981818181818181,0.1636363636363636,0.0962181818181818,0.0572727272727272,0.1534909090909091
2025-26,227444,Milenković,DEF,Nott'm Forest,119,5.1,3.3,3375,3,Attacking / ball-playing defender,2,11.490575,11.709372,0,1,0.83,0.68,1.51,9,51,54.98,0,2,401,6,0,680.4,66.9,120.0,86.9,3.1733333333333333,0.0,0.0266666666666666,0.0221333333333333,0.0181333333333333,0.0402666666666666
2025-26,231416,F.Kadıoğlu,DEF,Brighton,118,4.5,1.4,3130,3,Attacking / ball-playing defender,2,11.799843,10.660433,1,2,2.06,3.31,5.37,10,41,44.61,0,7,514,6,0,505.0,444.8,284.0,123.7,3.3929712460063897,0.0287539936102236,0.0575079872204472,0.0592332268370607,0.0951757188498402,0.1544089456869009
2025-26,231480,S.Bueno,DEF,Wolves,92,4.4,0.2,2552,3,Attacking / ball-playing defender,2,11.428857,11.759747,3,2,2.28,1.45,3.73,4,47,43.72,0,4,310,4,0,611.2,131.8,259.0,100.0,3.2445141065830723,0.1057993730407523,0.0705329153605015,0.0804075235109717,0.0511363636363636,0.1315438871473354
2025-26,232892,Bassey,DEF,Fulham,103,4.4,0.8,2532,3,Attacking / ball-playing defender,2,11.120561,11.641859,1,1,1.71,0.35,2.05,7,40,38.01,0,9,392,5,0,574.0,152.2,115.0,84.5,3.661137440758294,0.0355450236966824,0.0355450236966824,0.060781990521327,0.0124407582938388,0.072867298578199
2025-26,233963,Mavropanos,DEF,West Ham,122,4.5,2.6,2532,3,Attacking / ball-playing defender,2,11.565657,11.831982,3,0,2.47,0.7,3.17,6,44,41.03,0,5,386,2,0,777.2,66.6,294.0,113.8,4.3364928909952605,0.1066350710900474,0.0,0.0877962085308056,0.0248815165876777,0.1126777251184834
2025-26,243016,Mac Allister,MID,Liverpool,108,6.1,1.8,2654,3,Attacking / ball-playing defender,2,11.790624,10.29987,2,5,3.89,1.69,5.58,7,41,36.97,0,9,490,7,0,475.4,562.2,365.0,139.9,3.6623963828183874,0.0678221552373775,0.1695553880934438,0.1319140919366993,0.057309721175584,0.1892238131122833
2025-26,244723,Mitchell,DEF,Crystal Palace,135,5.0,2.3,3253,3,Attacking / ball-playing defender,2,11.895453,10.765463,1,3,1.59,2.53,4.12,12,47,49.78,0,8,498,6,0,649.0,467.3,241.0,136.0,3.735013833384568,0.0276667691361819,0.0830003074085459,0.0439901629265293,0.0699969259145404,0.1139870888410697
2025-26,247348,Muñoz,DEF,Crystal Palace,136,5.9,9.2,2400,3,Attacking / ball-playing defender,2,12.365444,9.183899,4,4,2.45,3.94,6.39,10,33,34.28,0,9,469,7,0,595.0,396.6,404.0,139.5,5.1,0.15,0.15,0.091875,0.14775,0.239625
2025-26,427623,Richards,DEF,Crystal Palace,128,4.4,2.2,2825,3,Attacking / ball-playing defender,2,11.528129,11.633733,1,0,2.42,1.56,3.98,11,42,41.19,0,5,453,4,0,727.2,159.6,185.0,107.6,4.07787610619469,0.031858407079646,0.0,0.0770973451327433,0.0496991150442477,0.1267964601769911
2025-26,432422,Tonali,MID,Newcastle,81,5.3,1.0,2534,3,Attacking / ball-playing defender,2,10.984008,10.196627,0,2,1.75,2.87,4.62,7,38,36.19,0,2,477,4,0,398.0,534.1,198.0,113.4,2.876874506708761,0.0,0.0710339384372533,0.0621546961325966,0.1019337016574585,0.1640883977900552
2025-26,432830,Collins,DEF,Brentford,129,4.9,2.4,2971,3,Attacking / ball-playing defender,2,11.913548,11.384807,1,2,2.24,1.71,3.95,9,44,47.52,0,7,450,7,0,848.6,143.8,325.0,131.9,3.907775159878829,0.0302928306967351,0.0605856613934702,0.0678559407606866,0.051800740491417,0.1196566812521036
2025-26,441164,Pedro Porro,DEF,Spurs,117,5.2,11.7,2793,3,Attacking / ball-playing defender,2,12.105617,10.557556,1,3,1.05,4.37,5.42,9,40,37.75,0,8,502,10,0,690.2,881.7,202.0,177.5,3.7701396348012888,0.0322234156820623,0.0966702470461868,0.0338345864661654,0.1408163265306122,0.1746509129967776
2025-26,441266,Gravenberch,MID,Liverpool,144,5.4,3.7,2991,3,Attacking / ball-playing defender,2,12.267334,10.224587,5,5,1.89,2.26,4.15,9,42,38.41,0,17,671,5,0,687.0,497.2,220.0,140.1,4.332998996990972,0.1504513540621865,0.1504513540621865,0.0568706118355065,0.0680040120361083,0.1248746238716148
2025-26,444765,Van den Berg,DEF,Brentford,113,4.4,1.0,2761,3,Attacking / ball-playing defender,2,11.552819,11.797206,0,3,3.36,1.45,4.81,8,41,41.59,0,3,435,2,0,659.0,98.0,305.0,106.3,3.683448026077508,0.0,0.0977906555595798,0.1095255342267294,0.0472654835204635,0.156791017747193
2025-26,445122,J.Timber,DEF,Arsenal,149,6.0,15.2,2452,3,Attacking / ball-playing defender,2,12.178649,9.0755625,3,6,4.71,1.53,6.24,13,20,17.45,0,9,532,5,0,499.0,402.6,352.0,125.7,5.469004893964112,0.1101141924959216,0.2202283849918433,0.172879282218597,0.05615823817292,0.2290375203915171
2025-26,448089,J.Gomes,MID,Wolves,107,5.3,0.3,2829,3,Attacking / ball-playing defender,2,11.245465,11.147418,1,2,1.29,2.09,3.38,4,56,48.6,0,6,529,10,0,486.6,353.4,176.0,102.0,3.404029692470837,0.0318133616118769,0.0636267232237539,0.0410392364793213,0.0664899257688229,0.1075291622481442
